Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
1,1.78E+14,1.78E+14,713.68028,1.78E+14,1.78E+14,210.683094,tulips,0.6028798,,,924.363374,,0,0,,292561.9843,,roses
2,1.78E+14,1.78E+14,599.57282,1.78E+14,1.78E+14,70.481205,roses,0.5967527,,,670.054025,,1,1,,,,
2,1.78E+14,1.78E+14,616.087301,1.78E+14,1.78E+14,73.999695,roses,0.65012246,,,690.086996,,2,2,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
3,1.78E+14,1.78E+14,609.212352,1.78E+14,1.78E+14,80.549331,roses,0.8449198,,,689.761683,,3,1,,686.7652214,,426
4,1.78E+14,1.78E+14,612.048498,1.78E+14,1.78E+14,81.270789,tulips,0.5268412,,,693.319287,,4,2,,,,
4,1.78E+14,1.78E+14,604.526831,1.78E+14,1.78E+14,73.104331,roses,0.56958497,,,677.631162,,5,1,,Avg Class per Sec,,
5,1.78E+14,1.78E+14,607.939696,1.78E+14,1.78E+14,82.426988,roses,0.7267953,,,690.366684,,6,2,,1.415282392,,
6,1.78E+14,1.78E+14,605.223185,1.78E+14,1.78E+14,81.686154,tulips,0.54272604,,,686.909339,,7,1,,,,
6,1.78E+14,1.78E+14,605.012612,1.78E+14,1.78E+14,81.646154,roses,0.7434218,,,686.658766,,8,1,,Avg Confidence,,
7,1.78E+14,1.78E+14,601.463185,1.78E+14,1.78E+14,79.492039,roses,0.56822145,,,680.955224,,9,2,,0.72763531,,
8,1.78E+14,1.78E+14,606.844279,1.78E+14,1.78E+14,81.369591,roses,0.76132387,,,688.21387,,10,1,,,,
9,1.78E+14,1.78E+14,602.719591,1.78E+14,1.78E+14,84.809071,roses,0.72424895,,,687.528662,,11,2,,Total Classifications,,
9,1.78E+14,1.78E+14,629.17574,1.78E+14,1.78E+14,83.797352,roses,0.53180826,,,712.973092,,12,1,,426,,
10,1.78E+14,1.78E+14,606.541154,1.78E+14,1.78E+14,79.210425,tulips,0.52830905,,,685.751579,,13,1,,,,
11,1.78E+14,1.78E+14,609.635633,1.78E+14,1.78E+14,81.280425,roses,0.64071065,,,690.916058,,14,2,,True Positives,,
