Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3390196k used 341412k free 80284k buffers ,3731608,3390196,341412,80284,, 800%cpu 38%user 0%nice 70%sys 689%idle 0%iow 3%irq 0%sirq 0%host ,800,38,,70,,
2,6, Mem: 3731608k total 3391748k used 339860k free 80292k buffers ,3731608,3391748,339860,80292,, 800%cpu 42%user 0%nice 64%sys 686%idle 0%iow 6%irq 3%sirq 0%host ,800,42,,64,,
3,12, Mem: 3731608k total 3392212k used 339396k free 80292k buffers ,3731608,3392212,339396,80292,, 800%cpu 44%user 0%nice 62%sys 685%idle 0%iow 3%irq 6%sirq 0%host ,800,44,,62,,
4,17, Mem: 3731608k total 3392084k used 339524k free 80296k buffers ,3731608,3392084,339524,80296,, 800%cpu 36%user 0%nice 67%sys 686%idle 0%iow 8%irq 3%sirq 0%host ,800,36,,67,,
5,22, Mem: 3731608k total 3392892k used 338716k free 80300k buffers ,3731608,3392892,338716,80300,, 800%cpu 38%user 0%nice 74%sys 682%idle 0%iow 3%irq 3%sirq 0%host ,800,38,,74,,
6,27, Mem: 3731608k total 3393124k used 338484k free 80300k buffers ,3731608,3393124,338484,80300,, 800%cpu 47%user 0%nice 69%sys 667%idle 3%iow 6%irq 8%sirq 0%host ,800,47,,69,,
7,32, Mem: 3731608k total 3392972k used 338636k free 80300k buffers ,3731608,3392972,338636,80300,, 800%cpu 57%user 0%nice 80%sys 654%idle 0%iow 3%irq 6%sirq 0%host ,800,57,,80,,
8,37, Mem: 3731608k total 3392240k used 339368k free 80300k buffers ,3731608,3392240,339368,80300,, 800%cpu 57%user 0%nice 63%sys 671%idle 0%iow 3%irq 6%sirq 0%host ,800,57,,63,,
9,42, Mem: 3731608k total 3395068k used 336540k free 80328k buffers ,3731608,3395068,336540,80328,, 800%cpu 47%user 9%nice 75%sys 659%idle 0%iow 0%irq 9%sirq 0%host ,800,47,,75,,
10,47, Mem: 3731608k total 3394712k used 336896k free 80336k buffers ,3731608,3394712,336896,80336,, 800%cpu 46%user 3%nice 63%sys 683%idle 3%iow 0%irq 3%sirq 0%host ,800,46,,63,,
11,52, Mem: 3731608k total 3394900k used 336708k free 80340k buffers ,3731608,3394900,336708,80340,, 800%cpu 42%user 0%nice 78%sys 675%idle 0%iow 3%irq 3%sirq 0%host ,800,42,,78,,
12,57, Mem: 3731608k total 3395880k used 335728k free 80340k buffers ,3731608,3395880,335728,80340,, 800%cpu 31%user 0%nice 67%sys 686%idle 0%iow 6%irq 11%sirq 0%host ,800,31,,67,,
13,62, Mem: 3731608k total 3397444k used 334164k free 80348k buffers ,3731608,3397444,334164,80348,, 800%cpu 50%user 0%nice 61%sys 672%idle 0%iow 3%irq 14%sirq 0%host ,800,50,,61,,
14,67, Mem: 3731608k total 3396856k used 334752k free 80356k buffers ,3731608,3396856,334752,80356,, 800%cpu 46%user 0%nice 63%sys 683%idle 0%iow 6%irq 3%sirq 0%host ,800,46,,63,,
15,72, Mem: 3731608k total 3397572k used 334036k free 80356k buffers ,3731608,3397572,334036,80356,, 800%cpu 42%user 0%nice 75%sys 681%idle 0%iow 3%irq 0%sirq 0%host ,800,42,,75,,
16,77, Mem: 3731608k total 3398672k used 332936k free 80356k buffers ,3731608,3398672,332936,80356,, 800%cpu 40%user 0%nice 80%sys 677%idle 0%iow 0%irq 3%sirq 0%host ,800,40,,80,,
17,82, Mem: 3731608k total 3397928k used 333680k free 80356k buffers ,3731608,3397928,333680,80356,, 800%cpu 47%user 0%nice 72%sys 675%idle 0%iow 3%irq 3%sirq 0%host ,800,47,,72,,
