Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3508900,222708,158052,0.94031849,800,324,0.405,73,0.09125
2,5,3731608,3517372,214236,158060,0.942588825,800,300,0.375,58,0.0725
3,10,3731608,3523876,207732,158060,0.944331773,800,258,0.3225,58,0.0725
4,15,3731608,3527356,204252,158060,0.945264347,800,303,0.37875,58,0.0725
5,20,3731608,3533860,197748,158060,0.947007296,800,291,0.36375,58,0.0725
6,25,3731608,3511680,219928,158060,0.941063477,800,271,0.33875,62,0.0775
7,30,3731608,3509024,222584,158060,0.94035172,800,303,0.37875,70,0.0875
8,35,3731608,3513816,217792,158060,0.941635885,800,294,0.3675,65,0.08125
9,40,3731608,3522672,208936,158060,0.944009124,800,321,0.40125,67,0.08375
10,45,3731608,3525700,205908,158060,0.944820571,800,339,0.42375,58,0.0725
11,50,3731608,3532188,199420,158060,0.946559231,800,300,0.375,55,0.06875
12,55,3731608,3540408,191200,158060,0.948762035,800,309,0.38625,73,0.09125
13,60,3731608,3508552,223056,158060,0.940225233,800,300,0.375,67,0.08375
14,65,3731608,3509064,222544,158068,0.940362439,800,312,0.39,74,0.0925
15,70,3731608,3517600,214008,158068,0.942649925,800,329,0.41125,59,0.07375
16,75,3731608,3520836,210772,158068,0.943517111,800,291,0.36375,73,0.09125
17,80,3731608,3527860,203748,158068,0.94539941,800,250,0.3125,65,0.08125
18,85,3731608,3534564,197044,158068,0.947195954,800,279,0.34875,65,0.08125
19,90,3731608,3517092,214516,158068,0.94251379,800,279,0.34875,76,0.095
20,95,3731608,3511140,220468,158068,0.940918767,800,329,0.41125,50,0.0625
21,100,3731608,3518028,213580,158068,0.942764621,800,282,0.3525,67,0.08375
22,105,3731608,3523432,208176,158068,0.94421279,800,326,0.4075,56,0.07
23,110,3731608,3529604,202004,158072,0.945866768,800,318,0.3975,65,0.08125
24,115,3731608,3535932,195676,158072,0.947562552,800,309,0.38625,64,0.08
25,120,3731608,3542812,188796,158076,0.949406261,800,330,0.4125,58,0.0725
26,125,3731608,3507528,224080,158076,0.93995082,800,265,0.33125,56,0.07
27,130,3731608,3513388,218220,158076,0.941521189,800,309,0.38625,64,0.08
28,135,3731608,3519760,211848,158076,0.943228764,800,253,0.31625,59,0.07375
29,140,3731608,3524380,207228,158076,0.944466836,800,291,0.36375,52,0.065
30,145,3731608,3534048,197560,158076,0.947057676,800,330,0.4125,55,0.06875
31,150,3731608,3538756,192852,158076,0.94831933,800,276,0.345,67,0.08375
32,156,3731608,3516596,215012,158076,0.942380872,800,315,0.39375,61,0.07625
33,161,3731608,3515892,215716,158076,0.942192213,800,309,0.38625,59,0.07375
34,166,3731608,3520932,210676,158080,0.943542837,800,288,0.36,61,0.07625
35,171,3731608,3525508,206100,158080,0.944769118,800,342,0.4275,55,0.06875
36,176,3731608,3530272,201336,158080,0.94604578,800,276,0.345,44,0.055
37,181,3731608,3537204,194404,158080,0.947903424,800,276,0.345,59,0.07375
38,186,3731608,3545120,186488,158080,0.950024761,800,318,0.3975,44,0.055
39,191,3731608,3511728,219880,158080,0.94107634,800,315,0.39375,59,0.07375
40,196,3731608,3514636,216972,158080,0.941855629,800,297,0.37125,53,0.06625
41,201,3731608,3521116,210492,158084,0.943592146,800,336,0.42,67,0.08375
42,206,3731608,3529136,202472,158084,0.945741353,800,309,0.38625,62,0.0775
43,211,3731608,3535348,196260,158084,0.947406051,800,300,0.375,67,0.08375
44,216,3731608,3541536,190072,158084,0.949064318,800,244,0.305,68,0.085
45,221,3731608,3516644,214964,158084,0.942393735,800,294,0.3675,57,0.07125
46,226,3731608,3518724,212884,158088,0.942951135,800,324,0.405,53,0.06625
47,231,3731608,3521504,210104,158088,0.943696122,800,285,0.35625,68,0.085
48,236,3731608,3525704,205904,158088,0.944821643,800,288,0.36,50,0.0625
49,241,3731608,3533500,198108,158088,0.946910822,800,306,0.3825,73,0.09125
50,246,3731608,3540024,191584,158088,0.94865913,800,294,0.3675,67,0.08375
51,251,3731608,3546176,185432,158088,0.950307749,800,303,0.37875,58,0.0725
52,256,3731608,3513520,218088,158088,0.941556562,800,312,0.39,71,0.08875
53,261,3731608,3519020,212588,158088,0.943030458,800,279,0.34875,65,0.08125
54,266,3731608,3523832,207776,158088,0.944319982,800,309,0.38625,64,0.08
55,271,3731608,3530592,201016,158088,0.946131534,800,341,0.42625,62,0.0775
56,276,3731608,3536968,194640,158088,0.94784018,800,276,0.345,65,0.08125
57,281,3731608,3544624,186984,158088,0.949891843,800,312,0.39,62,0.0775
58,286,3731608,3528416,203192,158088,0.945548407,800,318,0.3975,48,0.06
59,291,3731608,3514724,216884,158088,0.941879211,800,279,0.34875,47,0.05875
60,296,3731608,3518980,212628,158088,0.943019738,800,324,0.405,48,0.06
