Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3650244k used 81364k free 125492k buffers ,3731608,3650244,81364,125492,, 800%cpu 114%user 14%nice 45%sys 624%idle 3%iow 0%irq 0%sirq 0%host ,800,114,,45,,
2,5, Mem: 3731608k total 3431016k used 300592k free 122212k buffers ,3731608,3431016,300592,122212,, 800%cpu 209%user 31%nice 69%sys 481%idle 6%iow 3%irq 0%sirq 0%host ,800,209,,69,,
3,10, Mem: 3731608k total 3419392k used 312216k free 122216k buffers ,3731608,3419392,312216,122216,, 800%cpu 245%user 0%nice 48%sys 503%idle 0%iow 3%irq 0%sirq 0%host ,800,245,,48,,
4,15, Mem: 3731608k total 3417844k used 313764k free 122220k buffers ,3731608,3417844,313764,122220,, 800%cpu 310%user 0%nice 55%sys 432%idle 0%iow 3%irq 0%sirq 0%host ,800,310,,55,,
5,20, Mem: 3731608k total 3416108k used 315500k free 122224k buffers ,3731608,3416108,315500,122224,, 800%cpu 234%user 0%nice 47%sys 516%idle 0%iow 0%irq 3%sirq 0%host ,800,234,,47,,
6,25, Mem: 3731608k total 3415288k used 316320k free 122224k buffers ,3731608,3415288,316320,122224,, 800%cpu 300%user 3%nice 50%sys 447%idle 0%iow 0%irq 0%sirq 0%host ,800,300,,50,,
7,31, Mem: 3731608k total 3412848k used 318760k free 122224k buffers ,3731608,3412848,318760,122224,, 800%cpu 265%user 6%nice 55%sys 471%idle 0%iow 3%irq 0%sirq 0%host ,800,265,,55,,
8,36, Mem: 3731608k total 3413688k used 317920k free 122224k buffers ,3731608,3413688,317920,122224,, 800%cpu 232%user 0%nice 42%sys 519%idle 0%iow 3%irq 3%sirq 0%host ,800,232,,42,,
9,41, Mem: 3731608k total 3413992k used 317616k free 122224k buffers ,3731608,3413992,317616,122224,, 800%cpu 258%user 0%nice 61%sys 481%idle 0%iow 0%irq 0%sirq 0%host ,800,258,,61,,
10,46, Mem: 3731608k total 3410800k used 320808k free 122224k buffers ,3731608,3410800,320808,122224,, 800%cpu 290%user 3%nice 50%sys 450%idle 0%iow 7%irq 0%sirq 0%host ,800,290,,50,,
11,51, Mem: 3731608k total 3411352k used 320256k free 122228k buffers ,3731608,3411352,320256,122228,, 800%cpu 245%user 3%nice 42%sys 503%idle 0%iow 3%irq 3%sirq 0%host ,800,245,,42,,
12,56, Mem: 3731608k total 3411960k used 319648k free 122256k buffers ,3731608,3411960,319648,122256,, 800%cpu 222%user 3%nice 41%sys 531%idle 0%iow 3%irq 0%sirq 0%host ,800,222,,41,,
13,61, Mem: 3731608k total 3418484k used 313124k free 122264k buffers ,3731608,3418484,313124,122264,, 800%cpu 300%user 3%nice 73%sys 417%idle 3%iow 3%irq 0%sirq 0%host ,800,300,,73,,
14,66, Mem: 3731608k total 3415308k used 316300k free 122264k buffers ,3731608,3415308,316300,122264,, 800%cpu 290%user 0%nice 71%sys 435%idle 0%iow 3%irq 0%sirq 0%host ,800,290,,71,,
15,71, Mem: 3731608k total 3414824k used 316784k free 122268k buffers ,3731608,3414824,316784,122268,, 800%cpu 245%user 0%nice 48%sys 500%idle 0%iow 3%irq 3%sirq 0%host ,800,245,,48,,
16,76, Mem: 3731608k total 3414856k used 316752k free 122268k buffers ,3731608,3414856,316752,122268,, 800%cpu 257%user 0%nice 60%sys 483%idle 0%iow 0%irq 0%sirq 0%host ,800,257,,60,,
17,81, Mem: 3731608k total 3415192k used 316416k free 122268k buffers ,3731608,3415192,316416,122268,, 800%cpu 258%user 3%nice 45%sys 490%idle 0%iow 0%irq 3%sirq 0%host ,800,258,,45,,
18,86, Mem: 3731608k total 3415968k used 315640k free 122268k buffers ,3731608,3415968,315640,122268,, 800%cpu 261%user 0%nice 45%sys 487%idle 0%iow 3%irq 3%sirq 0%host ,800,261,,45,,
19,91, Mem: 3731608k total 3412804k used 318804k free 122272k buffers ,3731608,3412804,318804,122272,, 800%cpu 283%user 0%nice 57%sys 460%idle 0%iow 0%irq 0%sirq 0%host ,800,283,,57,,
20,96, Mem: 3731608k total 3414024k used 317584k free 122272k buffers ,3731608,3414024,317584,122272,, 800%cpu 243%user 3%nice 63%sys 483%idle 0%iow 3%irq 3%sirq 0%host ,800,243,,63,,
21,101, Mem: 3731608k total 3415728k used 315880k free 122272k buffers ,3731608,3415728,315880,122272,, 800%cpu 280%user 0%nice 40%sys 477%idle 0%iow 3%irq 0%sirq 0%host ,800,280,,40,,
