Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,,Min FPS
0,1.28312E+14,1.28312E+14,50.795585,2,,,0,43,,19
0,1.28312E+14,1.28312E+14,250.341941,14,,,1,60,,
0,1.28312E+14,1.28312E+14,35.039277,2,,,2,59,,Max FPS
0,1.28312E+14,1.28312E+14,50.226833,2,,,3,60,,60
0,1.28312E+14,1.28312E+14,17.006737,0,,,4,59,,
0,1.28312E+14,1.28312E+14,16.780286,0,,,5,60,,Avg FPS
0,1.28312E+14,1.28312E+14,16.780087,0,,,6,60,,59.37873754
0,1.28312E+14,1.28312E+14,16.77791,0,,,7,59,,
0,1.28312E+14,1.28312E+14,16.779962,0,,,8,60,,
0,1.28312E+14,1.28312E+14,16.780023,0,,,9,59,,
0,1.28312E+14,1.28312E+14,16.780005,0,,,10,60,,
0,1.28312E+14,1.28312E+14,16.780168,0,,,11,60,,
0,1.28312E+14,1.28312E+14,16.780101,0,,,12,59,,
0,1.28312E+14,1.28312E+14,16.78004,0,,,13,60,,
0,1.28312E+14,1.28312E+14,16.7798,0,,,14,59,,
0,1.28312E+14,1.28312E+14,16.779698,0,,,15,60,,
0,1.28312E+14,1.28312E+14,16.779687,0,,,16,60,,
0,1.28312E+14,1.28312E+14,16.779387,0,,,17,59,,
0,1.28312E+14,1.28312E+14,16.779851,0,,,18,60,,
0,1.28312E+14,1.28312E+14,16.779701,0,,,19,59,,
0,1.28312E+14,1.28312E+14,16.779329,0,,,20,60,,
0,1.28312E+14,1.28312E+14,16.779669,0,,,21,59,,
0,1.28312E+14,1.28312E+14,16.779826,0,,,22,60,,
0,1.28312E+14,1.28312E+14,16.779774,0,,,23,60,,
0,1.28312E+14,1.28312E+14,16.779891,0,,,24,59,,
0,1.28312E+14,1.28312E+14,16.779899,0,,,25,60,,
0,1.28312E+14,1.28312E+14,16.779859,0,,,26,59,,
0,1.28312E+14,1.28312E+14,16.779769,0,,,27,60,,
0,1.28312E+14,1.28312E+14,16.779892,0,,,28,60,,
0,1.28312E+14,1.28312E+14,16.779846,0,,,29,59,,
0,1.28312E+14,1.28312E+14,16.78002,0,,,30,60,,
0,1.28312E+14,1.28312E+14,16.779454,0,,,31,59,,
0,1.28312E+14,1.28312E+14,16.779507,0,,,32,60,,
0,1.28312E+14,1.28312E+14,16.779512,0,,,33,60,,
0,1.28312E+14,1.28312E+14,16.779888,0,,,34,59,,
0,1.28312E+14,1.28312E+14,16.778599,0,,,35,60,,
0,1.28312E+14,1.28312E+14,16.779766,0,,,36,59,,
0,1.28312E+14,1.28312E+14,16.779534,0,,,37,60,,
0,1.28312E+14,1.28312E+14,16.779708,0,,,38,60,,
0,1.28312E+14,1.28313E+14,16.779583,0,,,39,59,,
0,1.28313E+14,1.28313E+14,16.779557,0,,,40,60,,
0,1.28313E+14,1.28313E+14,16.779593,0,,,41,59,,
0,1.28313E+14,1.28313E+14,16.779819,0,,,42,60,,
1,1.28313E+14,1.28313E+14,16.779661,0,,,43,60,,
1,1.28313E+14,1.28313E+14,16.7799,0,,,44,59,,
1,1.28313E+14,1.28313E+14,16.779582,0,,,45,60,,
1,1.28313E+14,1.28313E+14,16.779656,0,,,46,59,,
1,1.28313E+14,1.28313E+14,16.779628,0,,,47,60,,
1,1.28313E+14,1.28313E+14,16.780002,0,,,48,59,,
1,1.28313E+14,1.28313E+14,16.779667,0,,,49,60,,
1,1.28313E+14,1.28313E+14,16.779526,0,,,50,60,,
1,1.28313E+14,1.28313E+14,16.779825,0,,,51,59,,
1,1.28313E+14,1.28313E+14,16.779923,0,,,52,60,,
1,1.28313E+14,1.28313E+14,16.779929,0,,,53,59,,
1,1.28313E+14,1.28313E+14,16.780001,0,,,54,60,,
1,1.28313E+14,1.28313E+14,16.77987,0,,,55,60,,
1,1.28313E+14,1.28313E+14,16.779777,0,,,56,59,,
1,1.28313E+14,1.28313E+14,16.779642,0,,,57,60,,
1,1.28313E+14,1.28313E+14,16.779792,0,,,58,59,,
1,1.28313E+14,1.28313E+14,16.779701,0,,,59,60,,
1,1.28313E+14,1.28313E+14,16.779532,0,,,60,60,,
1,1.28313E+14,1.28313E+14,16.779654,0,,,61,59,,
1,1.28313E+14,1.28313E+14,16.779642,0,,,62,60,,
1,1.28313E+14,1.28313E+14,16.779576,0,,,63,59,,
1,1.28313E+14,1.28313E+14,16.779599,0,,,64,60,,
1,1.28313E+14,1.28313E+14,16.77965,0,,,65,59,,
1,1.28313E+14,1.28313E+14,16.779756,0,,,66,60,,
1,1.28313E+14,1.28313E+14,16.779626,0,,,67,60,,
1,1.28313E+14,1.28313E+14,16.779471,0,,,68,59,,
1,1.28313E+14,1.28313E+14,16.779374,0,,,69,60,,
1,1.28313E+14,1.28313E+14,16.779577,0,,,70,59,,
1,1.28313E+14,1.28313E+14,16.779489,0,,,71,60,,
1,1.28313E+14,1.28313E+14,16.779908,0,,,72,60,,
1,1.28313E+14,1.28313E+14,16.779508,0,,,73,59,,
1,1.28313E+14,1.28313E+14,16.779557,0,,,74,60,,
1,1.28313E+14,1.28313E+14,16.779556,0,,,75,59,,
1,1.28313E+14,1.28313E+14,16.779568,0,,,76,60,,
1,1.28313E+14,1.28313E+14,16.780212,0,,,77,60,,
1,1.28313E+14,1.28313E+14,16.779632,0,,,78,59,,
1,1.28313E+14,1.28313E+14,16.779536,0,,,79,60,,
1,1.28313E+14,1.28313E+14,16.779505,0,,,80,59,,
1,1.28313E+14,1.28313E+14,16.77964,0,,,81,60,,
1,1.28313E+14,1.28313E+14,16.779852,0,,,82,59,,
1,1.28313E+14,1.28313E+14,16.779753,0,,,83,60,,
1,1.28313E+14,1.28313E+14,16.779518,0,,,84,60,,
1,1.28313E+14,1.28313E+14,16.779541,0,,,85,59,,
1,1.28313E+14,1.28313E+14,16.77967,0,,,86,60,,
1,1.28313E+14,1.28313E+14,16.779724,0,,,87,59,,
1,1.28313E+14,1.28313E+14,16.779671,0,,,88,60,,
1,1.28313E+14,1.28313E+14,16.779877,0,,,89,60,,
1,1.28313E+14,1.28313E+14,16.77992,0,,,90,59,,
1,1.28313E+14,1.28313E+14,16.779627,0,,,91,60,,
1,1.28313E+14,1.28313E+14,16.779878,0,,,92,59,,
1,1.28313E+14,1.28313E+14,16.779599,0,,,93,60,,
1,1.28313E+14,1.28313E+14,16.778995,0,,,94,59,,
1,1.28313E+14,1.28313E+14,16.779389,0,,,95,60,,
1,1.28313E+14,1.28313E+14,16.779722,0,,,96,60,,
1,1.28313E+14,1.28313E+14,16.779781,0,,,97,59,,
1,1.28313E+14,1.28313E+14,16.779631,0,,,98,60,,
1,1.28313E+14,1.28314E+14,16.778968,0,,,99,59,,
1,1.28314E+14,1.28314E+14,16.779861,0,,,100,60,,
1,1.28314E+14,1.28314E+14,16.779937,0,,,101,60,,
1,1.28314E+14,1.28314E+14,16.779847,0,,,102,59,,
2,1.28314E+14,1.28314E+14,16.779372,0,,,103,60,,
2,1.28314E+14,1.28314E+14,16.779469,0,,,104,59,,
2,1.28314E+14,1.28314E+14,16.779253,0,,,105,60,,
2,1.28314E+14,1.28314E+14,16.779477,0,,,106,60,,
2,1.28314E+14,1.28314E+14,16.779813,0,,,107,59,,
2,1.28314E+14,1.28314E+14,16.779947,0,,,108,60,,
2,1.28314E+14,1.28314E+14,16.779868,0,,,109,59,,
2,1.28314E+14,1.28314E+14,16.779966,0,,,110,60,,
2,1.28314E+14,1.28314E+14,16.779648,0,,,111,59,,
