Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3450444k used 281164k free 146948k buffers ,3731608,3450444,281164,146948,, 800%cpu 384%user 0%nice 42%sys 371%idle 0%iow 0%irq 3%sirq 0%host ,800,384,,42,,
2,5, Mem: 3731608k total 3448676k used 282932k free 146948k buffers ,3731608,3448676,282932,146948,, 800%cpu 300%user 0%nice 33%sys 450%idle 0%iow 17%irq 0%sirq 0%host ,800,300,,33,,
3,10, Mem: 3731608k total 3447388k used 284220k free 146948k buffers ,3731608,3447388,284220,146948,, 800%cpu 285%user 0%nice 24%sys 485%idle 0%iow 3%irq 3%sirq 0%host ,800,285,,24,,
4,15, Mem: 3731608k total 3446780k used 284828k free 146948k buffers ,3731608,3446780,284828,146948,, 800%cpu 256%user 3%nice 38%sys 494%idle 0%iow 9%irq 0%sirq 0%host ,800,256,,38,,
5,20, Mem: 3731608k total 3445212k used 286396k free 146948k buffers ,3731608,3445212,286396,146948,, 800%cpu 328%user 3%nice 28%sys 438%idle 0%iow 3%irq 0%sirq 0%host ,800,328,,28,,
6,25, Mem: 3731608k total 3445500k used 286108k free 146948k buffers ,3731608,3445500,286108,146948,, 800%cpu 294%user 0%nice 30%sys 473%idle 0%iow 3%irq 0%sirq 0%host ,800,294,,30,,
7,30, Mem: 3731608k total 3445084k used 286524k free 146948k buffers ,3731608,3445084,286524,146948,, 800%cpu 300%user 3%nice 25%sys 459%idle 0%iow 6%irq 6%sirq 0%host ,800,300,,25,,
8,35, Mem: 3731608k total 3445548k used 286060k free 146948k buffers ,3731608,3445548,286060,146948,, 800%cpu 320%user 0%nice 20%sys 460%idle 0%iow 0%irq 0%sirq 0%host ,800,320,,20,,
9,40, Mem: 3731608k total 3446696k used 284912k free 146948k buffers ,3731608,3446696,284912,146948,, 800%cpu 341%user 0%nice 35%sys 412%idle 0%iow 6%irq 6%sirq 0%host ,800,341,,35,,
10,45, Mem: 3731608k total 3446104k used 285504k free 146948k buffers ,3731608,3446104,285504,146948,, 800%cpu 352%user 6%nice 39%sys 391%idle 0%iow 3%irq 9%sirq 0%host ,800,352,,39,,
11,50, Mem: 3731608k total 3447512k used 284096k free 146948k buffers ,3731608,3447512,284096,146948,, 800%cpu 310%user 0%nice 23%sys 461%idle 0%iow 3%irq 3%sirq 0%host ,800,310,,23,,
12,55, Mem: 3731608k total 3447464k used 284144k free 146948k buffers ,3731608,3447464,284144,146948,, 800%cpu 282%user 0%nice 18%sys 500%idle 0%iow 0%irq 0%sirq 0%host ,800,282,,18,,
13,60, Mem: 3731608k total 3449420k used 282188k free 146948k buffers ,3731608,3449420,282188,146948,, 800%cpu 281%user 0%nice 26%sys 481%idle 0%iow 10%irq 3%sirq 0%host ,800,281,,26,,
14,65, Mem: 3731608k total 3449620k used 281988k free 146948k buffers ,3731608,3449620,281988,146948,, 800%cpu 313%user 0%nice 25%sys 456%idle 0%iow 3%irq 3%sirq 0%host ,800,313,,25,,
15,70, Mem: 3731608k total 3449368k used 282240k free 146948k buffers ,3731608,3449368,282240,146948,, 800%cpu 368%user 0%nice 32%sys 390%idle 0%iow 6%irq 3%sirq 0%host ,800,368,,32,,
16,75, Mem: 3731608k total 3446936k used 284672k free 146948k buffers ,3731608,3446936,284672,146948,, 800%cpu 297%user 0%nice 22%sys 478%idle 0%iow 3%irq 0%sirq 0%host ,800,297,,22,,
