Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3675748k used 55860k free 157048k buffers ,3731608,3675748,55860,157048,, 800%cpu 117%user 3%nice 67%sys 603%idle 3%iow 7%irq 0%sirq 0%host ,800,117,,67,,
2,5, Mem: 3731608k total 3652304k used 79304k free 157048k buffers ,3731608,3652304,79304,157048,, 800%cpu 147%user 0%nice 73%sys 573%idle 0%iow 3%irq 3%sirq 0%host ,800,147,,73,,
3,10, Mem: 3731608k total 3653040k used 78568k free 157052k buffers ,3731608,3653040,78568,157052,, 800%cpu 150%user 0%nice 57%sys 583%idle 0%iow 7%irq 3%sirq 0%host ,800,150,,57,,
4,15, Mem: 3731608k total 3651052k used 80556k free 157060k buffers ,3731608,3651052,80556,157060,, 800%cpu 133%user 0%nice 57%sys 600%idle 0%iow 7%irq 3%sirq 0%host ,800,133,,57,,
5,20, Mem: 3731608k total 3655392k used 76216k free 157060k buffers ,3731608,3655392,76216,157060,, 800%cpu 153%user 0%nice 50%sys 587%idle 0%iow 10%irq 0%sirq 0%host ,800,153,,50,,
6,25, Mem: 3731608k total 3659940k used 71668k free 157060k buffers ,3731608,3659940,71668,157060,, 800%cpu 167%user 0%nice 43%sys 587%idle 0%iow 3%irq 0%sirq 0%host ,800,167,,43,,
7,30, Mem: 3731608k total 3657368k used 74240k free 157084k buffers ,3731608,3657368,74240,157084,, 800%cpu 163%user 100%nice 77%sys 437%idle 13%iow 7%irq 3%sirq 0%host ,800,163,,77,,
8,35, Mem: 3731608k total 3653444k used 78164k free 157092k buffers ,3731608,3653444,78164,157092,, 800%cpu 123%user 0%nice 53%sys 617%idle 0%iow 7%irq 0%sirq 0%host ,800,123,,53,,
9,40, Mem: 3731608k total 3651268k used 80340k free 157092k buffers ,3731608,3651268,80340,157092,, 800%cpu 117%user 0%nice 77%sys 597%idle 0%iow 7%irq 3%sirq 0%host ,800,117,,77,,
10,45, Mem: 3731608k total 3651484k used 80124k free 157092k buffers ,3731608,3651484,80124,157092,, 800%cpu 140%user 3%nice 57%sys 593%idle 0%iow 7%irq 0%sirq 0%host ,800,140,,57,,
11,50, Mem: 3731608k total 3654876k used 76732k free 157092k buffers ,3731608,3654876,76732,157092,, 800%cpu 140%user 0%nice 47%sys 603%idle 0%iow 7%irq 3%sirq 0%host ,800,140,,47,,
12,55, Mem: 3731608k total 3655708k used 75900k free 157092k buffers ,3731608,3655708,75900,157092,, 800%cpu 147%user 3%nice 50%sys 597%idle 0%iow 3%irq 0%sirq 0%host ,800,147,,50,,
13,60, Mem: 3731608k total 3657660k used 73948k free 157092k buffers ,3731608,3657660,73948,157092,, 800%cpu 150%user 0%nice 67%sys 570%idle 0%iow 10%irq 3%sirq 0%host ,800,150,,67,,
14,65, Mem: 3731608k total 3660880k used 70728k free 157092k buffers ,3731608,3660880,70728,157092,, 800%cpu 160%user 0%nice 53%sys 583%idle 0%iow 3%irq 0%sirq 0%host ,800,160,,53,,
15,70, Mem: 3731608k total 3661728k used 69880k free 157092k buffers ,3731608,3661728,69880,157092,, 800%cpu 163%user 3%nice 50%sys 580%idle 0%iow 3%irq 0%sirq 0%host ,800,163,,50,,
16,75, Mem: 3731608k total 3663796k used 67812k free 157096k buffers ,3731608,3663796,67812,157096,, 800%cpu 110%user 3%nice 80%sys 600%idle 0%iow 7%irq 0%sirq 0%host ,800,110,,80,,
17,80, Mem: 3731608k total 3666460k used 65148k free 157096k buffers ,3731608,3666460,65148,157096,, 800%cpu 127%user 0%nice 63%sys 607%idle 0%iow 3%irq 0%sirq 0%host ,800,127,,63,,
18,85, Mem: 3731608k total 3667436k used 64172k free 157096k buffers ,3731608,3667436,64172,157096,, 800%cpu 130%user 0%nice 53%sys 607%idle 0%iow 7%irq 3%sirq 0%host ,800,130,,53,,
19,90, Mem: 3731608k total 3668364k used 63244k free 157096k buffers ,3731608,3668364,63244,157096,, 800%cpu 157%user 3%nice 50%sys 583%idle 0%iow 7%irq 0%sirq 0%host ,800,157,,50,,
20,95, Mem: 3731608k total 3671932k used 59676k free 157096k buffers ,3731608,3671932,59676,157096,, 800%cpu 163%user 0%nice 57%sys 570%idle 3%iow 3%irq 3%sirq 0%host ,800,163,,57,,
21,100, Mem: 3731608k total 3673844k used 57764k free 157096k buffers ,3731608,3673844,57764,157096,, 800%cpu 133%user 0%nice 53%sys 603%idle 0%iow 7%irq 3%sirq 0%host ,800,133,,53,,
22,105, Mem: 3731608k total 3676620k used 54988k free 157096k buffers ,3731608,3676620,54988,157096,, 800%cpu 157%user 0%nice 40%sys 600%idle 0%iow 3%irq 0%sirq 0%host ,800,157,,40,,
23,110, Mem: 3731608k total 3679628k used 51980k free 157096k buffers ,3731608,3679628,51980,157096,, 800%cpu 143%user 7%nice 63%sys 570%idle 3%iow 10%irq 3%sirq 0%host ,800,143,,63,,
24,115, Mem: 3731608k total 3682048k used 49560k free 157096k buffers ,3731608,3682048,49560,157096,, 800%cpu 150%user 0%nice 77%sys 563%idle 0%iow 7%irq 3%sirq 0%host ,800,150,,77,,
25,120, Mem: 3731608k total 3677944k used 53664k free 157096k buffers ,3731608,3677944,53664,157096,, 800%cpu 137%user 0%nice 53%sys 603%idle 0%iow 7%irq 0%sirq 0%host ,800,137,,53,,
26,125, Mem: 3731608k total 3679056k used 52552k free 157096k buffers ,3731608,3679056,52552,157096,, 800%cpu 153%user 0%nice 30%sys 610%idle 0%iow 7%irq 0%sirq 0%host ,800,153,,30,,
27,130, Mem: 3731608k total 3682120k used 49488k free 157096k buffers ,3731608,3682120,49488,157096,, 800%cpu 157%user 0%nice 53%sys 580%idle 0%iow 7%irq 3%sirq 0%host ,800,157,,53,,
28,135, Mem: 3731608k total 3682516k used 49092k free 157096k buffers ,3731608,3682516,49092,157096,, 800%cpu 167%user 0%nice 47%sys 580%idle 0%iow 3%irq 3%sirq 0%host ,800,167,,47,,
29,140, Mem: 3731608k total 3678736k used 52872k free 157096k buffers ,3731608,3678736,52872,157096,, 800%cpu 153%user 0%nice 37%sys 603%idle 0%iow 7%irq 0%sirq 0%host ,800,153,,37,,
30,145, Mem: 3731608k total 3682100k used 49508k free 157096k buffers ,3731608,3682100,49508,157096,, 800%cpu 130%user 0%nice 53%sys 603%idle 0%iow 10%irq 3%sirq 0%host ,800,130,,53,,
31,151, Mem: 3731608k total 3672952k used 58656k free 157096k buffers ,3731608,3672952,58656,157096,, 800%cpu 117%user 20%nice 67%sys 587%idle 3%iow 7%irq 0%sirq 0%host ,800,117,,67,,
32,156, Mem: 3731608k total 3636212k used 95396k free 157096k buffers ,3731608,3636212,95396,157096,, 800%cpu 147%user 0%nice 73%sys 570%idle 0%iow 7%irq 3%sirq 0%host ,800,147,,73,,
33,161, Mem: 3731608k total 3637048k used 94560k free 157096k buffers ,3731608,3637048,94560,157096,, 800%cpu 153%user 0%nice 53%sys 583%idle 0%iow 7%irq 3%sirq 0%host ,800,153,,53,,
34,166, Mem: 3731608k total 3637596k used 94012k free 157096k buffers ,3731608,3637596,94012,157096,, 800%cpu 160%user 0%nice 47%sys 590%idle 0%iow 3%irq 0%sirq 0%host ,800,160,,47,,
35,171, Mem: 3731608k total 3640944k used 90664k free 157096k buffers ,3731608,3640944,90664,157096,, 800%cpu 140%user 0%nice 43%sys 607%idle 0%iow 7%irq 3%sirq 0%host ,800,140,,43,,
36,176, Mem: 3731608k total 3643764k used 87844k free 157096k buffers ,3731608,3643764,87844,157096,, 800%cpu 153%user 0%nice 47%sys 593%idle 0%iow 7%irq 0%sirq 0%host ,800,153,,47,,
37,181, Mem: 3731608k total 3645656k used 85952k free 157096k buffers ,3731608,3645656,85952,157096,, 800%cpu 160%user 0%nice 47%sys 587%idle 0%iow 3%irq 3%sirq 0%host ,800,160,,47,,
