Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.064949,25.612242
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.077033,25.624326
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.253855,25.801148
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.734689,25.281982
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.748023,25.295316
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.775419,24.322712
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.84672,24.394013
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.464377,25.01167
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.135158,25.682451
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.681356,26.228649
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.015992,27.563285
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.652501,26.199794
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.030211,26.577504
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.863491,26.410784
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.45797,26.005263
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,16.524481,26.071774
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.781095,25.328388
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.9362,25.483493
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.580678,25.127971
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.418335,24.965628
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.540262,25.087555
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.078699,24.625992
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.903596,24.450889
0,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.002918,24.550211
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.084324,24.631617
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.823595,24.370888
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.917241,24.464534
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.966772,24.514065
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,15.098439,24.645732
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.845991,24.393284
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.774324,24.321617
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.915366,24.462659
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.831512,24.378805
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.916564,24.463857
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.675106,24.222399
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.836825,24.384118
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.59896,24.146253
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.554637,24.10193
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.624794,24.172087
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.658907,24.2062
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.940887,24.48818
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.87271,24.420003
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.845626,24.392919
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.586148,24.133441
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.680106,24.227399
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.625418,24.172711
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.864793,24.412086
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.747449,24.294742
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.728283,24.275576
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.682814,24.230107
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.603491,24.150784
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.527085,24.074378
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.544741,24.092034
1,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.517502,24.064795
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.681824,24.229117
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.750418,24.297711
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.632762,24.180055
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,14.636929,24.184222
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.498648,27.045941
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.847189,27.394482
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.67198,27.219273
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.796043,27.343336
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.44245,26.989743
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.960679,27.507972
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.341981,27.889274
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.060888,27.608181
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.035783,27.583076
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.854585,27.401878
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.545627,28.09292
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.768543,27.315836
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.931304,28.478597
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.701044,28.248337
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,19.501825,29.049118
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.423179,26.970472
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.675367,28.22266
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.719481,27.266774
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.926356,28.473649
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.543179,28.090472
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.924377,27.47167
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.387658,27.934951
2,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.934064,27.481357
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.887814,27.435107
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.291304,27.838597
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.158595,27.705888
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.139793,27.687086
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.910366,28.457659
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.083283,27.630576
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.003595,27.550888
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.169949,27.717242
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.715626,27.262919
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.311252,27.858545
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.935471,27.482764
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.625939,27.173232
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.573491,28.120784
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,17.983752,27.531045
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.044429,27.591722
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.391252,27.938545
3,6.42E+14,6.42E+14,9.547293,6.42E+14,6.42E+14,18.110731,27.658024
