Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,Num,FPS,,Min FPS,Max FPS,Avg FPS
0,3.94287E+14,3.94287E+14,117.114394,6,,0,57,,4,60,59.45182724
0,3.94287E+14,3.94287E+14,50.71813,2,,1,60,,,,
0,3.94287E+14,3.94287E+14,50.181241,2,,2,59,,,,
0,3.94287E+14,3.94287E+14,16.936975,0,,3,60,,,,
0,3.94287E+14,3.94287E+14,16.756573,0,,4,60,,,,
0,3.94287E+14,3.94287E+14,16.756409,0,,5,59,,,,
0,3.94287E+14,3.94287E+14,16.756782,0,,6,60,,,,
0,3.94287E+14,3.94287E+14,16.756484,0,,7,60,,,,
0,3.94287E+14,3.94287E+14,16.756478,0,,8,60,,,,
0,3.94287E+14,3.94287E+14,16.756353,0,,9,59,,,,
0,3.94287E+14,3.94287E+14,16.756344,0,,10,60,,,,
0,3.94287E+14,3.94287E+14,16.755732,0,,11,60,,,,
0,3.94287E+14,3.94287E+14,16.755737,0,,12,59,,,,
0,3.94287E+14,3.94287E+14,16.756273,0,,13,60,,,,
0,3.94287E+14,3.94287E+14,16.756359,0,,14,60,,,,
0,3.94287E+14,3.94287E+14,16.756048,0,,15,59,,,,
0,3.94287E+14,3.94287E+14,16.756188,0,,16,60,,,,
0,3.94287E+14,3.94287E+14,16.756301,0,,17,60,,,,
0,3.94287E+14,3.94287E+14,16.755948,0,,18,59,,,,
0,3.94287E+14,3.94287E+14,16.755939,0,,19,60,,,,
0,3.94287E+14,3.94287E+14,16.755815,0,,20,60,,,,
0,3.94287E+14,3.94287E+14,16.756036,0,,21,59,,,,
0,3.94287E+14,3.94287E+14,16.755426,0,,22,60,,,,
0,3.94287E+14,3.94287E+14,16.755915,0,,23,60,,,,
0,3.94287E+14,3.94287E+14,16.756369,0,,24,59,,,,
0,3.94287E+14,3.94287E+14,16.755974,0,,25,60,,,,
0,3.94287E+14,3.94287E+14,16.755951,0,,26,60,,,,
0,3.94287E+14,3.94287E+14,16.755991,0,,27,60,,,,
0,3.94287E+14,3.94287E+14,16.75571,0,,28,59,,,,
0,3.94287E+14,3.94287E+14,16.755316,0,,29,60,,,,
0,3.94287E+14,3.94287E+14,16.755671,0,,30,60,,,,
0,3.94287E+14,3.94287E+14,16.75596,0,,31,59,,,,
0,3.94287E+14,3.94287E+14,16.75507,0,,32,60,,,,
0,3.94287E+14,3.94287E+14,16.755944,0,,33,60,,,,
0,3.94287E+14,3.94287E+14,16.755818,0,,34,59,,,,
0,3.94287E+14,3.94287E+14,16.756022,0,,35,60,,,,
0,3.94287E+14,3.94287E+14,16.754533,0,,36,60,,,,
0,3.94287E+14,3.94287E+14,16.755763,0,,37,59,,,,
0,3.94287E+14,3.94287E+14,16.75596,0,,38,60,,,,
0,3.94287E+14,3.94287E+14,16.75609,0,,39,60,,,,
0,3.94287E+14,3.94287E+14,16.756162,0,,40,59,,,,
0,3.94287E+14,3.94288E+14,16.756201,0,,41,60,,,,
0,3.94288E+14,3.94288E+14,16.756601,0,,42,60,,,,
0,3.94288E+14,3.94288E+14,16.756116,0,,43,60,,,,
0,3.94288E+14,3.94288E+14,16.756383,0,,44,59,,,,
0,3.94288E+14,3.94288E+14,16.756108,0,,45,60,,,,
0,3.94288E+14,3.94288E+14,16.756177,0,,46,60,,,,
0,3.94288E+14,3.94288E+14,16.755904,0,,47,59,,,,
0,3.94288E+14,3.94288E+14,16.756265,0,,48,60,,,,
0,3.94288E+14,3.94288E+14,16.756014,0,,49,60,,,,
0,3.94288E+14,3.94288E+14,16.756093,0,,50,59,,,,
0,3.94288E+14,3.94288E+14,16.75615,0,,51,60,,,,
0,3.94288E+14,3.94288E+14,16.75632,0,,52,60,,,,
0,3.94288E+14,3.94288E+14,16.755819,0,,53,59,,,,
0,3.94288E+14,3.94288E+14,16.755773,0,,54,60,,,,
0,3.94288E+14,3.94288E+14,16.755882,0,,55,60,,,,
0,3.94288E+14,3.94288E+14,16.755628,0,,56,59,,,,
1,3.94288E+14,3.94288E+14,16.75564,0,,57,60,,,,
1,3.94288E+14,3.94288E+14,16.755841,0,,58,60,,,,
1,3.94288E+14,3.94288E+14,16.755571,0,,59,60,,,,
1,3.94288E+14,3.94288E+14,16.75488,0,,60,59,,,,
1,3.94288E+14,3.94288E+14,16.755469,0,,61,60,,,,
1,3.94288E+14,3.94288E+14,16.756028,0,,62,60,,,,
1,3.94288E+14,3.94288E+14,16.755484,0,,63,59,,,,
1,3.94288E+14,3.94288E+14,16.755946,0,,64,60,,,,
1,3.94288E+14,3.94288E+14,16.756029,0,,65,60,,,,
1,3.94288E+14,3.94288E+14,16.755723,0,,66,59,,,,
1,3.94288E+14,3.94288E+14,16.755825,0,,67,60,,,,
1,3.94288E+14,3.94288E+14,16.754586,0,,68,60,,,,
1,3.94288E+14,3.94288E+14,16.755979,0,,69,59,,,,
1,3.94288E+14,3.94288E+14,16.755822,0,,70,60,,,,
1,3.94288E+14,3.94288E+14,16.755533,0,,71,60,,,,
1,3.94288E+14,3.94288E+14,16.755563,0,,72,60,,,,
1,3.94288E+14,3.94288E+14,16.755906,0,,73,59,,,,
1,3.94288E+14,3.94288E+14,16.75579,0,,74,60,,,,
1,3.94288E+14,3.94288E+14,16.755382,0,,75,60,,,,
1,3.94288E+14,3.94288E+14,16.755063,0,,76,59,,,,
1,3.94288E+14,3.94288E+14,16.755988,0,,77,60,,,,
1,3.94288E+14,3.94288E+14,16.75559,0,,78,60,,,,
1,3.94288E+14,3.94288E+14,16.755698,0,,79,59,,,,
1,3.94288E+14,3.94288E+14,16.75565,0,,80,60,,,,
1,3.94288E+14,3.94288E+14,16.755901,0,,81,60,,,,
1,3.94288E+14,3.94288E+14,16.756154,0,,82,59,,,,
1,3.94288E+14,3.94288E+14,16.755809,0,,83,60,,,,
1,3.94288E+14,3.94288E+14,16.756077,0,,84,60,,,,
1,3.94288E+14,3.94288E+14,16.755913,0,,85,59,,,,
1,3.94288E+14,3.94288E+14,16.756075,0,,86,60,,,,
1,3.94288E+14,3.94288E+14,16.755716,0,,87,60,,,,
1,3.94288E+14,3.94288E+14,16.755954,0,,88,60,,,,
1,3.94288E+14,3.94288E+14,16.755825,0,,89,59,,,,
1,3.94288E+14,3.94288E+14,16.755527,0,,90,60,,,,
1,3.94288E+14,3.94288E+14,16.755876,0,,91,60,,,,
1,3.94288E+14,3.94288E+14,16.755972,0,,92,59,,,,
1,3.94288E+14,3.94288E+14,16.755758,0,,93,60,,,,
1,3.94288E+14,3.94288E+14,16.755961,0,,94,60,,,,
1,3.94288E+14,3.94288E+14,16.755757,0,,95,59,,,,
1,3.94288E+14,3.94288E+14,16.755523,0,,96,60,,,,
1,3.94288E+14,3.94288E+14,16.755467,0,,97,60,,,,
1,3.94288E+14,3.94288E+14,16.755537,0,,98,59,,,,
1,3.94288E+14,3.94288E+14,16.755801,0,,99,60,,,,
1,3.94288E+14,3.94289E+14,16.755196,0,,100,60,,,,
1,3.94289E+14,3.94289E+14,16.755853,0,,101,59,,,,
1,3.94289E+14,3.94289E+14,16.755131,0,,102,60,,,,
1,3.94289E+14,3.94289E+14,16.755531,0,,103,60,,,,
1,3.94289E+14,3.94289E+14,16.755689,0,,104,59,,,,
1,3.94289E+14,3.94289E+14,16.755223,0,,105,60,,,,
