Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181113_090300,,,,,,3731608,101740,27279,1077952832,139,18,0,0,10,29,55617477,73287
20181113_090330,,,,,,3731608,241596,27279,1077952832,6720,184,0,0,10,32,55617477,42995
20181113_090400,,,,,,3731608,240864,27279,1077952832,13221,333,0,0,10,31,55617477,42447
20181113_090430,,,,,,3731608,240172,27279,1077952832,19782,482,0,0,10,31,55617477,42518
20181113_090500,,,,,,3731608,238760,27279,1077952832,26297,638,0,0,10,30,55617477,43049
20181113_090530,,,,,,3731608,245604,27279,1077952832,32834,785,0,0,10,31,55617477,43341
20181113_090600,,,,,,3731608,249252,27279,1077952832,39367,932,0,0,10,30,55617477,42693
20181113_090630,,,,,,3731608,245528,27279,1077952832,45897,1070,0,0,10,31,55617477,43081
20181113_090700,,,,,,3731608,238004,27279,1077952832,52487,1220,0,0,10,30,55617477,43258
20181113_090730,,,,,,3731608,243380,27279,1077952832,59175,1369,0,0,10,31,55617477,43418
