Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181109_084732,594,10010.0,16.85185185185185
20181109_084742,597,10016.0,16.77721943048576
20181109_084752,597,10014.0,16.77386934673367
20181109_084802,595,10013.0,16.82857142857143
20181109_084812,597,10015.0,16.775544388609717
20181109_084822,597,10014.0,16.77386934673367
20181109_084832,596,10012.0,16.798657718120804
20181109_084842,596,10013.0,16.800335570469798
20181109_084852,596,10013.0,16.800335570469798
20181109_084902,597,10015.0,16.775544388609717
20181109_084912,596,10017.0,16.80704697986577
20181109_084922,597,10010.0,16.76716917922948
20181109_084932,597,10014.0,16.77386934673367
20181109_084942,596,10000.0,16.778523489932887
20181109_084952,596,10012.0,16.798657718120804
20181109_085002,597,10012.0,16.770519262981576
20181109_085012,596,10000.0,16.778523489932887
20181109_085022,597,10012.0,16.770519262981576
20181109_085032,597,10012.0,16.770519262981576
20181109_085042,597,10014.0,16.77386934673367
20181109_085052,597,10014.0,16.77386934673367
20181109_085102,597,10014.0,16.77386934673367
20181109_085112,597,10013.0,16.77219430485762
20181109_085122,597,10016.0,16.77721943048576
20181109_085132,597,10013.0,16.77219430485762
20181109_085142,597,10015.0,16.775544388609717
20181109_085152,597,10015.0,16.775544388609717
20181109_085203,597,10013.0,16.77219430485762
20181109_085213,597,10013.0,16.77219430485762
