Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181113_090309,594,10001.0,16.836700336700336
20181113_090319,597,10010.0,16.76716917922948
20181113_090329,597,10010.0,16.76716917922948
20181113_090339,597,10010.0,16.76716917922948
20181113_090349,597,10009.0,16.765494137353432
20181113_090359,597,10010.0,16.76716917922948
20181113_090409,596,10010.0,16.79530201342282
20181113_090419,597,10009.0,16.765494137353432
20181113_090429,596,10010.0,16.79530201342282
20181113_090439,596,10009.0,16.793624161073826
20181113_090449,597,10009.0,16.765494137353432
20181113_090459,597,10009.0,16.765494137353432
20181113_090509,597,10009.0,16.765494137353432
20181113_090519,596,10011.0,16.796979865771814
20181113_090529,597,10008.0,16.763819095477388
20181113_090539,596,10001.0,16.780201342281877
20181113_090549,597,10001.0,16.75209380234506
20181113_090559,597,10009.0,16.765494137353432
20181113_090610,597,10009.0,16.765494137353432
20181113_090620,597,10010.0,16.76716917922948
20181113_090630,597,10009.0,16.765494137353432
20181113_090640,597,10011.0,16.768844221105528
20181113_090650,597,10010.0,16.76716917922948
20181113_090700,597,10008.0,16.763819095477388
20181113_090710,597,10011.0,16.768844221105528
20181113_090720,597,10011.0,16.768844221105528
20181113_090730,597,10011.0,16.768844221105528
20181113_090740,597,10010.0,16.76716917922948
20181113_090750,597,10011.0,16.768844221105528
