Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181101_014134,3,dandelion,17,46
20181101_014135,14,dandelion,17,49
20181101_014136,24,dandelion,21,56
20181101_014137,33,dandelion,36,55
20181101_014138,43,dandelion,21,63
20181101_014139,53,dandelion,21,56
20181101_014140,63,dandelion,21,57
20181101_014141,72,dandelion,22,82
20181101_014142,82,dandelion,20,66
20181101_014143,92,dandelion,45,61
20181101_014144,101,dandelion,24,66
20181101_014145,111,dandelion,28,77
20181101_014146,121,dandelion,39,57
20181101_014147,131,dandelion,21,60
20181101_014148,141,dandelion,24,54
20181101_014149,151,dandelion,22,58
20181101_014150,160,dandelion,45,62
20181101_014151,170,dandelion,20,58
20181101_014152,180,dandelion,22,57
20181101_014153,190,dandelion,25,62
20181101_014154,200,dandelion,22,57
20181101_014155,209,dandelion,22,62
20181101_014156,219,dandelion,19,62
20181101_014157,228,dandelion,29,64
20181101_014158,237,dandelion,42,58
20181101_014159,246,dandelion,28,51
20181101_014200,256,dandelion,28,53
20181101_014201,264,dandelion,29,61
20181101_014202,276,dandelion,20,54
20181101_014203,285,dandelion,20,62
20181101_014204,295,dandelion,21,60
20181101_014205,304,dandelion,22,63
20181101_014206,312,dandelion,30,52
20181101_014207,321,dandelion,32,55
20181101_014208,330,dandelion,42,53
20181101_014209,338,dandelion,33,57
20181101_014210,349,dandelion,20,54
20181101_014211,358,dandelion,21,68
20181101_014212,366,dandelion,23,59
20181101_014213,374,dandelion,22,57
20181101_014214,384,dandelion,22,63
20181101_014215,392,dandelion,35,65
20181101_014216,400,dandelion,24,58
20181101_014217,410,dandelion,24,55
20181101_014218,419,dandelion,22,56
20181101_014219,428,dandelion,32,58
20181101_014220,438,dandelion,21,63
20181101_014221,448,dandelion,21,58
20181101_014222,458,dandelion,20,57
20181101_014223,467,dandelion,21,57
20181101_014224,477,dandelion,23,56
20181101_014225,487,dandelion,22,59
20181101_014226,497,dandelion,20,63
20181101_014227,507,dandelion,34,61
20181101_014228,517,dandelion,20,59
20181101_014229,526,dandelion,21,59
20181101_014230,536,dandelion,21,51
20181101_014231,546,dandelion,21,64
20181101_014232,554,dandelion,28,59
20181101_014233,564,dandelion,21,63
20181101_014234,574,dandelion,22,59
20181101_014235,584,dandelion,19,61
20181101_014236,593,dandelion,25,62
20181101_014237,603,dandelion,23,58
20181101_014238,613,dandelion,20,55
20181101_014239,622,dandelion,20,59
20181101_014240,632,dandelion,21,62
20181101_014241,642,dandelion,22,59
20181101_014242,651,dandelion,43,61
20181101_014243,661,dandelion,22,66
20181101_014244,671,dandelion,24,58
20181101_014245,680,dandelion,21,64
20181101_014246,690,dandelion,22,62
20181101_014247,698,dandelion,29,64
20181101_014248,708,dandelion,22,54
20181101_014249,716,dandelion,28,58
20181101_014250,725,dandelion,21,67
20181101_014251,735,dandelion,23,60
20181101_014252,745,dandelion,38,63
20181101_014253,755,dandelion,20,58
20181101_014254,764,dandelion,23,67
20181101_014255,773,dandelion,22,60
20181101_014256,783,dandelion,21,66
20181101_014257,793,dandelion,22,64
20181101_014258,802,dandelion,42,59
20181101_014259,812,dandelion,22,67
20181101_014300,822,dandelion,28,60
20181101_014301,831,dandelion,22,66
20181101_014302,840,dandelion,30,60
20181101_014303,850,dandelion,22,68
20181101_014304,860,dandelion,21,68
20181101_014305,870,dandelion,21,58
20181101_014306,879,dandelion,24,57
20181101_014307,887,dandelion,21,67
20181101_014308,895,dandelion,22,61
20181101_014309,903,dandelion,32,58
20181101_014310,911,dandelion,24,66
20181101_014311,921,dandelion,31,64
20181101_014312,929,dandelion,30,92
20181101_014313,938,dandelion,21,64
20181101_014314,946,dandelion,29,65
20181101_014315,954,dandelion,46,61
20181101_014316,962,dandelion,27,57
20181101_014317,970,dandelion,22,64
20181101_014318,978,dandelion,24,66
20181101_014319,986,dandelion,50,60
20181101_014320,994,dandelion,31,61
20181101_014321,1003,dandelion,21,62
20181101_014322,1012,dandelion,21,64
20181101_014323,1020,dandelion,22,66
20181101_014324,1029,dandelion,34,64
20181101_014325,1037,dandelion,21,65
20181101_014326,1047,dandelion,39,59
20181101_014327,1057,dandelion,23,57
20181101_014328,1067,dandelion,22,61
20181101_014329,1077,dandelion,21,61
20181101_014330,1087,dandelion,22,62
20181101_014331,1097,dandelion,22,59
20181101_014332,1106,dandelion,55,61
20181101_014333,1116,dandelion,25,59
20181101_014334,1126,dandelion,22,69
20181101_014335,1136,dandelion,22,65
20181101_014336,1144,dandelion,22,69
20181101_014337,1154,dandelion,21,55
20181101_014338,1164,dandelion,22,63
20181101_014339,1174,dandelion,24,63
20181101_014340,1184,dandelion,21,57
20181101_014341,1192,dandelion,22,66
20181101_014342,1202,dandelion,22,62
20181101_014343,1212,dandelion,23,63
20181101_014344,1222,dandelion,22,64
20181101_014345,1231,dandelion,42,60
20181101_014346,1241,dandelion,49,57
20181101_014347,1251,dandelion,22,61
20181101_014348,1259,dandelion,26,63
20181101_014349,1269,dandelion,23,60
20181101_014350,1279,dandelion,23,69
20181101_014351,1288,dandelion,21,66
20181101_014352,1296,dandelion,22,57
20181101_014353,1305,dandelion,26,66
20181101_014354,1315,dandelion,24,56
20181101_014355,1325,dandelion,26,64
20181101_014356,1334,dandelion,30,61
20181101_014357,1344,dandelion,21,65
20181101_014358,1353,dandelion,22,67
20181101_014359,1363,dandelion,38,62
20181101_014400,1372,dandelion,43,67
20181101_014401,1382,dandelion,21,67
20181101_014402,1391,dandelion,22,58
20181101_014403,1400,dandelion,22,68
20181101_014404,1408,dandelion,44,61
20181101_014405,1416,dandelion,22,66
20181101_014406,1425,dandelion,32,63
20181101_014407,1434,dandelion,30,57
20181101_014408,1442,dandelion,23,60
20181101_014409,1449,dandelion,31,60
20181101_014410,1458,dandelion,47,62
20181101_014411,1466,dandelion,23,61
20181101_014412,1474,dandelion,22,57
20181101_014413,1482,dandelion,24,59
20181101_014414,1491,dandelion,33,57
20181101_014415,1499,dandelion,30,67
20181101_014416,1507,dandelion,23,67
20181101_014417,1514,dandelion,28,59
20181101_014418,1522,dandelion,27,60
20181101_014419,1531,dandelion,33,58
20181101_014420,1539,dandelion,23,60
20181101_014421,1548,dandelion,22,62
20181101_014422,1556,dandelion,27,70
20181101_014423,1564,dandelion,22,64
20181101_014424,1572,dandelion,21,67
20181101_014425,1581,dandelion,23,62
20181101_014426,1589,dandelion,54,64
