Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181101_014427,1597,dandelion,29,56
20181101_014428,1605,dandelion,27,61
20181101_014429,1613,dandelion,24,64
20181101_014430,1621,dandelion,28,65
20181101_014431,1630,dandelion,22,64
20181101_014432,1638,dandelion,29,62
20181101_014433,1646,dandelion,21,65
20181101_014434,1654,dandelion,26,63
20181101_014435,1662,dandelion,25,70
20181101_014436,1671,dandelion,23,58
20181101_014437,1680,dandelion,34,67
20181101_014438,1688,dandelion,20,65
20181101_014439,1698,dandelion,22,61
20181101_014440,1706,dandelion,26,63
20181101_014441,1714,dandelion,32,63
20181101_014442,1722,dandelion,23,64
20181101_014443,1730,dandelion,28,61
20181101_014444,1738,dandelion,34,65
20181101_014445,1746,dandelion,34,71
20181101_014446,1754,dandelion,26,67
20181101_014447,1762,dandelion,24,73
20181101_014448,1770,dandelion,32,66
20181101_014449,1778,dandelion,28,68
20181101_014450,1785,dandelion,26,70
20181101_014451,1793,dandelion,29,75
20181101_014452,1801,dandelion,26,69
20181101_014453,1808,dandelion,29,75
20181101_014454,1817,dandelion,26,67
20181101_014455,1824,dandelion,28,76
20181101_014456,1832,dandelion,31,70
20181101_014457,1840,dandelion,25,71
20181101_014458,1848,dandelion,26,85
20181101_014459,1856,dandelion,25,69
20181101_014500,1864,dandelion,26,72
20181101_014501,1872,dandelion,35,69
20181101_014502,1879,dandelion,33,76
20181101_014503,1887,dandelion,25,76
20181101_014504,1895,dandelion,26,73
20181101_014505,1904,dandelion,58,66
20181101_014506,1910,dandelion,28,78
20181101_014507,1918,dandelion,26,75
20181101_014508,1926,dandelion,25,73
20181101_014509,1933,dandelion,26,72
20181101_014510,1942,dandelion,31,72
20181101_014511,1950,dandelion,28,68
20181101_014512,1957,dandelion,26,71
20181101_014513,1965,dandelion,26,71
20181101_014514,1973,dandelion,28,78
20181101_014515,1980,dandelion,26,71
20181101_014516,1988,dandelion,26,70
20181101_014517,1996,dandelion,51,66
20181101_014518,2004,dandelion,26,77
20181101_014519,2012,dandelion,27,68
20181101_014520,2020,dandelion,26,79
20181101_014521,2028,dandelion,29,73
20181101_014522,2036,dandelion,28,69
20181101_014523,2044,dandelion,25,66
20181101_014524,2052,dandelion,28,70
20181101_014525,2060,dandelion,26,75
20181101_014526,2068,dandelion,27,68
20181101_014527,2076,dandelion,26,78
20181101_014528,2084,dandelion,27,74
20181101_014529,2092,dandelion,27,76
20181101_014530,2100,dandelion,32,70
20181101_014531,2108,dandelion,27,75
20181101_014532,2115,dandelion,27,66
20181101_014533,2123,dandelion,26,86
20181101_014534,2131,dandelion,27,72
20181101_014535,2139,dandelion,26,69
20181101_014536,2147,dandelion,27,65
20181101_014537,2155,dandelion,26,69
20181101_014538,2163,dandelion,26,68
20181101_014539,2171,dandelion,25,73
20181101_014540,2179,dandelion,26,73
20181101_014541,2187,dandelion,30,72
20181101_014542,2195,dandelion,25,70
20181101_014543,2203,dandelion,26,67
20181101_014544,2211,dandelion,26,66
20181101_014545,2219,dandelion,29,68
20181101_014546,2227,dandelion,26,74
20181101_014547,2235,dandelion,29,69
20181101_014548,2243,dandelion,26,75
20181101_014549,2251,dandelion,26,71
20181101_014550,2259,dandelion,25,66
20181101_014551,2267,dandelion,25,69
20181101_014552,2275,dandelion,30,76
20181101_014553,2283,dandelion,28,79
20181101_014554,2291,dandelion,26,69
20181101_014555,2299,dandelion,28,71
20181101_014556,2306,dandelion,32,69
20181101_014557,2314,dandelion,27,70
20181101_014558,2322,dandelion,28,80
20181101_014559,2330,dandelion,26,72
20181101_014600,2338,dandelion,32,77
20181101_014601,2346,dandelion,26,71
20181101_014602,2353,dandelion,28,77
20181101_014603,2361,dandelion,26,71
20181101_014604,2369,dandelion,26,73
20181101_014605,2377,dandelion,26,74
20181101_014606,2385,dandelion,28,76
20181101_014607,2393,dandelion,26,70
20181101_014608,2401,dandelion,49,70
20181101_014609,2409,dandelion,25,70
20181101_014610,2417,dandelion,26,75
20181101_014611,2425,dandelion,27,71
20181101_014612,2433,dandelion,26,75
20181101_014613,2441,dandelion,26,74
20181101_014614,2449,dandelion,28,69
20181101_014615,2457,dandelion,27,73
20181101_014616,2465,dandelion,26,71
20181101_014617,2473,dandelion,27,80
20181101_014618,2481,dandelion,26,65
20181101_014619,2488,dandelion,27,74
20181101_014620,2496,dandelion,26,68
20181101_014621,2504,dandelion,29,75
20181101_014622,2512,dandelion,43,65
20181101_014623,2520,dandelion,26,70
20181101_014624,2528,dandelion,31,71
20181101_014625,2536,dandelion,30,101
20181101_014626,2543,dandelion,26,93
20181101_014627,2549,dandelion,33,71
20181101_014628,2557,dandelion,36,72
20181101_014629,2564,dandelion,33,75
20181101_014630,2570,dandelion,40,70
20181101_014631,2578,dandelion,26,72
20181101_014632,2585,dandelion,26,81
20181101_014633,2592,dandelion,34,70
20181101_014634,2594,dandelion,28,84
