Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181101_012706,1797,dandelion,30,60
20181101_012707,1805,dandelion,29,59
20181101_012708,1812,dandelion,38,54
20181101_012709,1820,dandelion,37,67
20181101_012710,1828,dandelion,21,55
20181101_012711,1835,dandelion,39,65
20181101_012712,1842,dandelion,38,61
20181101_012713,1850,dandelion,36,56
20181101_012714,1857,dandelion,34,54
20181101_012715,1865,dandelion,33,54
20181101_012716,1872,dandelion,33,51
20181101_012717,1880,dandelion,28,58
20181101_012718,1887,dandelion,35,58
20181101_012719,1895,dandelion,29,54
20181101_012720,1902,dandelion,24,60
20181101_012721,1910,dandelion,33,53
20181101_012722,1917,dandelion,29,53
20181101_012723,1925,dandelion,41,59
20181101_012724,1932,dandelion,50,61
20181101_012725,1940,dandelion,32,59
20181101_012726,1947,dandelion,40,57
20181101_012727,1955,dandelion,26,62
20181101_012728,1962,dandelion,23,69
20181101_012729,1970,dandelion,23,63
20181101_012730,1977,dandelion,20,54
20181101_012731,1985,dandelion,34,50
20181101_012732,1992,dandelion,23,63
20181101_012733,1999,dandelion,38,57
20181101_012734,2007,dandelion,39,60
20181101_012735,2015,dandelion,28,54
20181101_012736,2022,dandelion,26,62
20181101_012737,2029,dandelion,27,56
20181101_012738,2037,dandelion,32,58
20181101_012739,2044,dandelion,20,62
20181101_012740,2052,dandelion,19,54
20181101_012741,2059,dandelion,22,56
20181101_012742,2067,dandelion,40,55
20181101_012743,2074,dandelion,31,61
20181101_012744,2082,dandelion,39,63
20181101_012745,2089,dandelion,32,56
20181101_012746,2097,dandelion,31,59
20181101_012747,2104,dandelion,32,54
20181101_012748,2112,dandelion,36,62
20181101_012749,2119,dandelion,26,55
20181101_012750,2127,dandelion,32,58
20181101_012751,2134,dandelion,28,59
20181101_012752,2142,dandelion,39,64
20181101_012753,2149,dandelion,24,56
20181101_012754,2157,dandelion,41,60
20181101_012755,2164,dandelion,30,59
20181101_012756,2172,dandelion,42,60
20181101_012757,2179,dandelion,43,55
20181101_012758,2187,dandelion,38,57
20181101_012759,2194,dandelion,21,59
20181101_012800,2202,dandelion,36,56
20181101_012801,2209,dandelion,19,71
20181101_012802,2217,dandelion,31,55
20181101_012803,2224,dandelion,39,65
20181101_012804,2232,dandelion,38,57
20181101_012805,2239,dandelion,40,60
20181101_012806,2246,dandelion,27,55
20181101_012807,2247,dandelion,40,59
