Timestamp,Attempt No,Result,Time to Preprocess (millis),Time to Classify (millis)
20181101_013003,789,dandelion,21,56
20181101_013004,796,dandelion,39,59
20181101_013005,804,dandelion,20,58
20181101_013006,811,dandelion,36,56
20181101_013007,818,dandelion,34,56
20181101_013008,826,dandelion,30,58
20181101_013009,833,dandelion,33,52
20181101_013010,841,dandelion,29,56
20181101_013011,848,dandelion,37,55
20181101_013012,856,dandelion,31,62
20181101_013013,863,dandelion,36,60
20181101_013014,871,dandelion,44,58
20181101_013015,878,dandelion,42,63
20181101_013016,886,dandelion,38,62
20181101_013017,893,dandelion,28,57
20181101_013018,901,dandelion,35,61
20181101_013019,908,dandelion,43,61
20181101_013020,916,dandelion,20,58
20181101_013021,923,dandelion,30,57
20181101_013022,931,dandelion,24,58
20181101_013023,938,dandelion,42,63
20181101_013024,946,dandelion,32,61
20181101_013025,953,dandelion,37,59
20181101_013026,961,dandelion,30,61
20181101_013027,968,dandelion,39,58
20181101_013028,976,dandelion,38,60
20181101_013029,983,dandelion,38,53
20181101_013030,991,dandelion,26,60
20181101_013031,998,dandelion,34,58
20181101_013032,1006,dandelion,30,54
20181101_013033,1013,dandelion,33,95
20181101_013034,1021,dandelion,20,57
20181101_013035,1028,dandelion,24,53
20181101_013036,1036,dandelion,33,58
20181101_013037,1043,dandelion,31,62
20181101_013038,1051,dandelion,33,54
20181101_013039,1058,dandelion,43,60
20181101_013040,1065,dandelion,42,64
20181101_013041,1073,dandelion,29,58
20181101_013042,1081,dandelion,21,60
20181101_013043,1088,dandelion,39,62
20181101_013044,1095,dandelion,31,61
20181101_013045,1103,dandelion,37,60
20181101_013046,1110,dandelion,41,62
20181101_013047,1118,dandelion,39,57
20181101_013048,1125,dandelion,39,79
20181101_013049,1133,dandelion,21,52
20181101_013050,1140,dandelion,44,59
20181101_013051,1148,dandelion,36,53
20181101_013052,1155,dandelion,36,66
20181101_013053,1163,dandelion,38,53
20181101_013054,1170,dandelion,39,63
20181101_013055,1178,dandelion,39,58
20181101_013056,1185,dandelion,32,59
20181101_013057,1193,dandelion,41,56
20181101_013058,1200,dandelion,32,55
20181101_013059,1208,dandelion,29,55
20181101_013100,1215,dandelion,37,61
20181101_013101,1223,dandelion,44,60
20181101_013102,1230,dandelion,21,56
20181101_013103,1238,dandelion,23,64
20181101_013104,1245,dandelion,37,58
20181101_013105,1252,dandelion,34,56
20181101_013106,1260,dandelion,40,57
20181101_013107,1268,dandelion,20,54
20181101_013108,1275,dandelion,35,63
20181101_013109,1283,dandelion,21,55
20181101_013110,1290,dandelion,52,58
20181101_013111,1297,dandelion,42,57
20181101_013112,1305,dandelion,30,61
20181101_013113,1312,dandelion,25,63
20181101_013114,1320,dandelion,52,63
20181101_013115,1327,dandelion,24,56
20181101_013116,1335,dandelion,28,58
20181101_013117,1342,dandelion,31,56
20181101_013118,1350,dandelion,29,58
20181101_013119,1357,dandelion,22,54
20181101_013120,1365,dandelion,26,61
20181101_013121,1372,dandelion,39,56
20181101_013122,1380,dandelion,32,60
20181101_013123,1387,dandelion,22,56
20181101_013124,1395,dandelion,34,59
20181101_013125,1402,dandelion,26,65
20181101_013126,1410,dandelion,44,61
20181101_013127,1417,dandelion,24,54
20181101_013128,1425,dandelion,39,56
20181101_013129,1432,dandelion,36,65
20181101_013130,1440,dandelion,40,58
20181101_013131,1447,dandelion,21,58
20181101_013132,1455,dandelion,42,64
20181101_013133,1462,dandelion,27,60
20181101_013134,1469,dandelion,41,58
20181101_013135,1477,dandelion,35,58
20181101_013136,1484,dandelion,19,55
20181101_013137,1492,dandelion,32,60
20181101_013138,1499,dandelion,33,62
20181101_013139,1507,dandelion,25,58
20181101_013140,1515,dandelion,28,63
20181101_013141,1522,dandelion,33,61
20181101_013142,1529,dandelion,41,60
20181101_013143,1537,dandelion,26,59
20181101_013144,1544,dandelion,27,57
20181101_013145,1552,dandelion,37,57
20181101_013146,1559,dandelion,36,53
20181101_013147,1567,dandelion,30,58
20181101_013148,1575,dandelion,22,51
20181101_013149,1582,dandelion,37,58
20181101_013150,1589,dandelion,38,64
20181101_013151,1597,dandelion,21,58
20181101_013152,1604,dandelion,41,57
20181101_013153,1612,dandelion,25,58
20181101_013154,1619,dandelion,36,65
20181101_013155,1627,dandelion,42,60
20181101_013156,1634,dandelion,43,57
20181101_013157,1642,dandelion,34,52
20181101_013158,1649,dandelion,37,54
20181101_013159,1657,dandelion,39,67
20181101_013200,1664,dandelion,37,56
20181101_013201,1672,dandelion,30,56
20181101_013202,1679,dandelion,43,56
20181101_013203,1686,dandelion,36,54
20181101_013204,1694,dandelion,21,57
20181101_013205,1702,dandelion,36,56
20181101_013206,1709,dandelion,45,61
20181101_013207,1717,dandelion,36,62
20181101_013208,1724,dandelion,21,58
20181101_013209,1731,dandelion,30,61
20181101_013210,1739,dandelion,35,58
20181101_013211,1747,dandelion,22,60
20181101_013212,1754,dandelion,39,57
20181101_013213,1762,dandelion,21,63
20181101_013214,1769,dandelion,38,56
20181101_013215,1776,dandelion,22,53
20181101_013216,1784,dandelion,41,54
20181101_013217,1791,dandelion,39,60
20181101_013218,1799,dandelion,22,59
20181101_013219,1806,dandelion,36,64
20181101_013220,1814,dandelion,20,55
20181101_013221,1821,dandelion,20,54
20181101_013222,1829,dandelion,39,64
20181101_013223,1836,dandelion,26,54
20181101_013224,1844,dandelion,36,61
20181101_013225,1851,dandelion,34,58
20181101_013226,1859,dandelion,24,54
20181101_013227,1866,dandelion,20,65
20181101_013228,1874,dandelion,32,56
20181101_013229,1881,dandelion,32,74
20181101_013230,1889,dandelion,42,62
20181101_013231,1896,dandelion,37,67
20181101_013232,1904,dandelion,24,65
20181101_013233,1911,dandelion,44,66
20181101_013234,1919,dandelion,32,54
20181101_013235,1926,dandelion,36,58
20181101_013236,1934,dandelion,26,62
20181101_013237,1941,dandelion,31,61
20181101_013238,1949,dandelion,38,59
20181101_013239,1956,dandelion,34,57
20181101_013240,1963,dandelion,33,62
20181101_013241,1971,dandelion,35,65
20181101_013242,1979,dandelion,22,69
20181101_013243,1986,dandelion,28,69
20181101_013244,1993,dandelion,39,59
20181101_013245,2001,dandelion,30,63
20181101_013246,2008,dandelion,36,59
20181101_013247,2016,dandelion,22,63
20181101_013248,2023,dandelion,29,65
20181101_013249,2031,dandelion,23,63
20181101_013250,2038,dandelion,41,56
20181101_013251,2046,dandelion,39,61
20181101_013252,2053,dandelion,43,59
20181101_013253,2061,dandelion,22,59
20181101_013254,2068,dandelion,41,65
20181101_013255,2076,dandelion,32,63
20181101_013256,2083,dandelion,32,57
20181101_013257,2091,dandelion,40,66
20181101_013258,2098,dandelion,23,73
20181101_013259,2106,dandelion,22,63
20181101_013300,2113,dandelion,41,64
20181101_013301,2121,dandelion,30,64
20181101_013302,2128,dandelion,29,59
20181101_013303,2136,dandelion,27,62
20181101_013304,2143,dandelion,26,64
20181101_013305,2151,dandelion,34,57
20181101_013306,2158,dandelion,29,64
20181101_013307,2165,dandelion,40,60
20181101_013308,2173,dandelion,22,62
20181101_013309,2180,dandelion,30,60
20181101_013310,2188,dandelion,23,60
20181101_013311,2195,dandelion,28,59
20181101_013312,2203,dandelion,37,61
20181101_013313,2210,dandelion,40,58
20181101_013314,2218,dandelion,34,62
20181101_013315,2225,dandelion,42,63
20181101_013316,2233,dandelion,27,64
20181101_013317,2240,dandelion,34,62
20181101_013318,2245,dandelion,24,60
