Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3583076k used 148532k free 55992k buffers ,3731608,3583076,148532,55992,, 800%cpu 213%user 0%nice 65%sys 516%idle 0%iow 6%irq 0%sirq 0%host ,800,213,,65,,
2,5, Mem: 3731608k total 3594800k used 136808k free 56000k buffers ,3731608,3594800,136808,56000,, 800%cpu 225%user 3%nice 56%sys 509%idle 0%iow 6%irq 0%sirq 0%host ,800,225,,56,,
3,10, Mem: 3731608k total 3572716k used 158892k free 56008k buffers ,3731608,3572716,158892,56008,, 800%cpu 222%user 0%nice 63%sys 509%idle 0%iow 3%irq 3%sirq 0%host ,800,222,,63,,
4,15, Mem: 3731608k total 3586988k used 144620k free 56044k buffers ,3731608,3586988,144620,56044,, 800%cpu 210%user 0%nice 55%sys 529%idle 0%iow 3%irq 3%sirq 0%host ,800,210,,55,,
5,20, Mem: 3731608k total 3597628k used 133980k free 56044k buffers ,3731608,3597628,133980,56044,, 800%cpu 213%user 0%nice 61%sys 516%idle 0%iow 6%irq 3%sirq 0%host ,800,213,,61,,
6,26, Mem: 3731608k total 3577460k used 154148k free 56052k buffers ,3731608,3577460,154148,56052,, 800%cpu 239%user 0%nice 61%sys 487%idle 0%iow 10%irq 3%sirq 0%host ,800,239,,61,,
7,31, Mem: 3731608k total 3589708k used 141900k free 56052k buffers ,3731608,3589708,141900,56052,, 800%cpu 203%user 0%nice 69%sys 522%idle 0%iow 6%irq 0%sirq 0%host ,800,203,,69,,
8,36, Mem: 3731608k total 3599916k used 131692k free 56052k buffers ,3731608,3599916,131692,56052,, 800%cpu 242%user 0%nice 74%sys 471%idle 0%iow 10%irq 3%sirq 0%host ,800,242,,74,,
9,41, Mem: 3731608k total 3579348k used 152260k free 56052k buffers ,3731608,3579348,152260,56052,, 800%cpu 242%user 3%nice 55%sys 494%idle 0%iow 3%irq 3%sirq 0%host ,800,242,,55,,
10,46, Mem: 3731608k total 3589388k used 142220k free 56052k buffers ,3731608,3589388,142220,56052,, 800%cpu 219%user 0%nice 65%sys 503%idle 0%iow 10%irq 3%sirq 0%host ,800,219,,65,,
11,51, Mem: 3731608k total 3580924k used 150684k free 56064k buffers ,3731608,3580924,150684,56064,, 800%cpu 242%user 0%nice 48%sys 497%idle 0%iow 10%irq 3%sirq 0%host ,800,242,,48,,
12,56, Mem: 3731608k total 3579892k used 151716k free 56072k buffers ,3731608,3579892,151716,56072,, 800%cpu 203%user 0%nice 61%sys 527%idle 0%iow 6%irq 3%sirq 0%host ,800,203,,61,,
13,61, Mem: 3731608k total 3589872k used 141736k free 56072k buffers ,3731608,3589872,141736,56072,, 800%cpu 209%user 3%nice 59%sys 519%idle 0%iow 9%irq 0%sirq 0%host ,800,209,,59,,
14,66, Mem: 3731608k total 3572784k used 158824k free 56072k buffers ,3731608,3572784,158824,56072,, 800%cpu 229%user 0%nice 68%sys 487%idle 0%iow 10%irq 6%sirq 0%host ,800,229,,68,,
15,71, Mem: 3731608k total 3581008k used 150600k free 56080k buffers ,3731608,3581008,150600,56080,, 800%cpu 181%user 0%nice 50%sys 559%idle 3%iow 3%irq 3%sirq 0%host ,800,181,,50,,
16,76, Mem: 3731608k total 3591648k used 139960k free 56088k buffers ,3731608,3591648,139960,56088,, 800%cpu 194%user 3%nice 59%sys 534%idle 0%iow 6%irq 3%sirq 0%host ,800,194,,59,,
17,81, Mem: 3731608k total 3579224k used 152384k free 56088k buffers ,3731608,3579224,152384,56088,, 800%cpu 222%user 0%nice 59%sys 513%idle 0%iow 6%irq 0%sirq 0%host ,800,222,,59,,
