Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Total Time Elapsed (ms)
60,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.960627,23.733283
60,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.165731,23.938387
60,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.833961,23.606617
60,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.886929,23.659585
60,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.828492,23.601148
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.121982,23.894638
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.016409,23.789065
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.041721,23.814377
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.492399,24.265055
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.338752,24.111408
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.132033,23.904689
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.765262,24.537918
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.959326,23.731982
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.582867,24.355523
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.647814,24.42047
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.586825,24.359481
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.426461,24.199117
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.660003,25.432659
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.29568,24.068336
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.753544,23.5262
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.8187,23.591356
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.878336,24.650992
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.91995,24.692606
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.958023,24.730679
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.9537,24.726356
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.982867,23.755523
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.649533,24.422189
61,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.191357,23.964013
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.315054,24.08771
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.800106,23.572762
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.015836,23.788492
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.254794,24.02745
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.28995,24.062606
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.187711,23.960367
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.012606,23.785262
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.05693,23.829586
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.82844,24.601096
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.805367,23.578023
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.816721,23.589377
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.386721,24.159377
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.872034,23.64469
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.061669,23.834325
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.088179,23.860835
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.19094,23.963596
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.098232,23.870888
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.357346,24.130002
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.139169,23.911825
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.181617,23.954273
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.42245,24.195106
62,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.811044,24.5837
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.120523,23.893179
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.330263,24.102919
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.055054,23.82771
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.490315,24.262971
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.852814,23.62547
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.81896,23.591616
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.604273,24.376929
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.180106,23.952762
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.922971,23.695627
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.904221,23.676877
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.827138,23.599794
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.804638,23.577294
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.02568,23.798336
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.797398,24.570054
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.257867,24.030523
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.328544,24.1012
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.979846,23.752502
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.873023,24.645679
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.82068,24.593336
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.402659,24.175315
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.560002,24.332658
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.14068,23.913336
63,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.507919,24.280575
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.074482,23.847138
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.953856,24.726512
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.86594,23.638596
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.81021,23.582866
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.737033,23.509689
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.875887,23.648543
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.002815,23.775471
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.934012,23.706668
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.92396,23.696616
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.048961,23.821617
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.181669,23.954325
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.047241,23.819897
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.479586,24.252242
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.160888,23.933544
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.541096,24.313752
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.210263,23.982919
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.445055,24.217711
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.654846,24.427502
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.631773,24.404429
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.163648,23.936304
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.627555,24.400211
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.764429,23.537085
64,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.8062,23.578856
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.982294,23.75495
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.93745,23.710106
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.108023,23.880679
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.305314,24.07797
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.152918,23.925574
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.921408,23.694064
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.91844,23.691096
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.085628,23.858284
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.438544,24.2112
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,24.186929,25.959585
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.509221,24.281877
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.401877,24.174533
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.080991,23.853647
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.040471,23.813127
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.480627,24.253283
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.076981,23.849637
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.390158,24.162814
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.825888,23.598544
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.674117,24.446773
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.836773,23.609429
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.825471,23.598127
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.87344,23.646096
65,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.775366,23.548022
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.96922,23.741876
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.27146,24.044116
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.416044,24.1887
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.330003,24.102659
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.378648,24.151304
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.166096,23.938752
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.097346,23.870002
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.097971,23.870627
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.993544,23.7662
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.1012,23.873856
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.016513,23.789169
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.8362,23.608856
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.244117,24.016773
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.886408,23.659064
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.983231,23.755887
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.779378,23.552034
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.041512,23.814168
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.117346,23.890002
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.377502,24.150158
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.01719,23.789846
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.283596,24.056252
66,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.437971,24.210627
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.954221,23.726877
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.073283,23.845939
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.706929,24.479585
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.183336,23.955992
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.131043,23.903699
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.174221,24.946877
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.21396,23.986616
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.039117,23.811773
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.955367,23.728023
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.9937,23.766356
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.560992,24.333648
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.943492,23.716148
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.886877,23.659533
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.017711,23.790367
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.814221,23.586877
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.891877,24.664533
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.705523,24.478179
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.087294,23.85995
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.213805,23.986461
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.369846,24.142502
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.244846,24.017502
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.450731,24.223387
67,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.453387,24.226043
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.097919,23.870575
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.40719,24.179846
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.419429,24.192085
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.152919,23.925575
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.078908,23.851564
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.700367,24.473023
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.744481,23.517137
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.016408,23.789064
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.847815,23.620471
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.00943,23.782086
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.119637,23.892293
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.784065,23.556721
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.163283,23.935939
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.996721,23.769377
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.264065,24.036721
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.157554,23.93021
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.231929,25.004585
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.687346,24.460002
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.597398,24.370054
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.444117,24.216773
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.268023,24.040679
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.19219,23.964846
68,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.171721,23.944377
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.213492,23.986148
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.123075,23.895731
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.447867,24.220523
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.865211,23.637867
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.893909,23.666565
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.977346,23.750002
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.206357,23.979013
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.980835,24.753491
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.31771,24.090366
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.862294,24.63495
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.963023,24.735679
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.268439,24.041095
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.323752,24.096408
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.218752,23.991408
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.237919,24.010575
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.215419,23.988075
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.16094,23.933596
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.210835,23.983491
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.546565,24.319221
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.362867,24.135523
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.138023,23.910679
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.823075,23.595731
69,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.903648,23.676304
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.996616,23.769272
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.883961,23.656617
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.760887,24.533543
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.085002,23.857658
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.2162,23.988856
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.421877,24.194533
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.699793,24.472449
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.533648,24.306304
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.988492,23.761148
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.132294,23.90495
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.029013,24.801669
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.124689,23.897345
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.176669,23.949325
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.857606,24.630262
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.486252,25.258908
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.88495,23.657606
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.898179,24.670835
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.114117,24.886773
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.771356,23.544012
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.903857,23.676513
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.030939,23.803595
70,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.080106,24.852762
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.256669,24.029325
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.172919,23.945575
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.050991,23.823647
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.666565,24.439221
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.135367,23.908023
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.355419,24.128075
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.108127,23.880783
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.984013,23.756669
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.014637,23.787293
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.200575,23.973231
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.233909,24.006565
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.570887,24.343543
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.78995,24.562606
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.6987,24.471356
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.993127,23.765783
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.768909,23.541565
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.840732,23.613388
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.614638,24.387294
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.841877,23.614533
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.052971,23.825627
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.241773,24.014429
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.139116,23.911772
71,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.164273,23.936929
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.974429,23.747085
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.428596,24.201252
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.183336,23.955992
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.881096,24.653752
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.584482,24.357138
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.743805,24.516461
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.431044,24.2037
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.35995,24.132606
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.784117,24.556773
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.424898,24.197554
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.5862,24.358856
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.405784,24.17844
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.529221,24.301877
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.879846,24.652502
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.263909,25.036565
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.228127,24.000783
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.67146,24.444116
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.80344,24.576096
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.035471,24.808127
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.505679,24.278335
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.825887,24.598543
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.457971,25.230627
72,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.019064,24.79172
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.082346,23.855002
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.845419,23.618075
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.245784,24.01844
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.122658,23.895314
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.099273,23.871929
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.281044,24.0537
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.997398,23.770054
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.539116,24.311772
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.561096,24.333752
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.438231,24.210887
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.942711,25.715367
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.350055,24.122711
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.555627,24.328283
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.664273,24.436929
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.571669,24.344325
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.296304,24.06896
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.126409,23.899065
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.02443,23.797086
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.397451,24.170107
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.519534,24.29219
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.29693,24.069586
73,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.401043,24.173699
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.687346,24.460002
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.759481,24.532137
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.885107,24.657763
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.782554,24.55521
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.886877,24.659533
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.714481,24.487137
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.205992,23.978648
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.581305,24.353961
74,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.854481,24.627137
