Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Total Time Elapsed (ms)
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.235992,25.008648
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.519429,24.292085
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.834482,24.607138
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.563127,24.335783
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.314429,24.087085
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.807138,24.579794
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.033127,23.805783
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.106929,23.879585
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.226669,23.999325
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.283128,24.055784
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.107242,23.879898
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.039013,24.811669
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.269847,25.042503
178,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.600158,24.372814
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.353805,25.126461
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.426565,24.199221
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.528543,24.301199
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.653701,24.426357
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.65193,24.424586
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.473075,24.245731
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.550263,24.322919
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.462086,24.234742
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.44068,24.213336
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.138023,23.910679
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.253544,24.0262
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.110835,23.883491
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.316461,24.089117
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.782502,24.555158
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.645263,24.417919
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.430159,24.202815
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.662503,24.435159
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.4062,24.178856
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.512503,24.285159
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.295731,24.068387
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.592711,24.365367
179,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.31344,24.086096
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.887346,24.660002
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.581721,25.354377
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.082555,23.855211
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.58495,24.357606
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.756408,24.529064
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.348335,24.120991
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.34469,24.117346
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.566564,24.33922
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.859221,24.631877
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.429742,24.202398
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.579689,24.352345
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.867607,24.640263
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.139742,24.912398
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.303231,24.075887
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.485575,24.258231
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.050627,24.823283
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.264273,24.036929
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.448648,24.221304
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.332919,24.105575
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.672971,24.445627
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.396201,24.168857
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.429273,24.201929
180,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.47495,24.247606
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.371721,24.144377
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.362137,25.134793
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.599638,24.372294
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.448492,25.221148
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.475523,25.248179
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.713961,24.486617
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.096513,24.869169
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.017971,24.790627
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.840627,24.613283
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.484065,24.256721
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.344168,24.116824
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.230107,24.002763
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.524221,24.296877
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.209013,23.981669
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.224429,23.997085
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.270419,24.043075
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.876305,24.648961
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.393335,25.165991
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.649013,24.421669
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.292502,24.065158
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.805731,24.578387
181,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.554117,24.326773
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.787711,24.560367
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.398596,24.171252
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.571669,24.344325
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.757659,24.530315
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.17318,23.945836
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.99745,23.770106
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.19469,23.967346
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.100523,23.873179
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.13094,23.903596
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.906721,24.679377
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.91896,24.691616
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.901304,24.67396
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.580054,24.35271
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.925419,24.698075
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.493804,24.26646
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.69469,24.467346
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.31193,24.084586
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.721617,24.494273
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.606617,24.379273
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.300628,24.073284
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.159065,23.931721
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.557137,24.329793
182,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.612034,24.38469
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.216356,23.989012
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.843127,24.615783
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.927763,24.700419
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.903023,24.675679
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.93745,24.710106
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.731564,24.50422
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.765054,24.53771
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.432606,24.205262
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.403596,24.176252
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.555888,24.328544
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.676617,24.449273
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.291878,24.064534
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.081408,23.854064
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.189638,23.962294
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.033231,23.805887
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.151721,23.924377
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.659534,24.43219
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.011721,23.784377
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.595471,24.368127
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.515418,24.288074
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.4337,24.206356
183,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.355471,24.128127
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.13719,24.909846
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.607398,24.380054
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.671408,24.444064
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.649012,24.421668
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.646929,24.419585
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.319377,24.092033
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.530419,24.303075
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.992085,23.764741
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.080419,23.853075
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.109377,23.882033
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.887971,24.660627
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.36094,24.133596
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.191773,23.964429
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.831982,24.604638
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.378544,24.1512
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.681981,24.454637
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.516878,24.289534
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.573023,24.345679
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.652971,24.425627
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.442086,24.214742
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.237346,25.010002
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.805888,24.578544
184,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.326982,24.099638
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.549689,24.322345
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.414846,24.187502
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.273023,24.045679
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.048179,23.820835
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.259065,24.031721
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.279585,24.052241
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.244898,24.017554
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.610106,24.382762
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.228753,25.001409
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.548388,24.321044
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.400159,24.172815
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.889846,24.662502
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.426408,24.199064
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.152086,24.924742
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.696044,24.4687
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.063908,24.836564
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.797346,24.570002
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.610263,24.382919
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.167762,23.940418
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.117554,23.89021
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.0962,23.868856
185,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.541252,24.313908
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.382607,25.155263
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.881409,24.654065
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.980992,24.753648
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.497398,24.270054
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.455054,24.22771
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.456825,24.229481
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.431461,25.204117
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.438856,24.211512
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.271096,24.043752
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.472502,24.245158
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.159794,23.93245
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.011044,23.7837
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.126356,23.899012
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.159846,23.932502
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.027294,23.79995
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.991253,23.763909
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.340783,24.113439
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.27693,24.049586
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.392502,24.165158
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.243127,24.015783
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.516617,24.289273
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.233387,25.006043
186,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.344221,24.116877
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.384637,24.157293
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.176825,23.949481
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.612294,24.38495
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.151773,23.924429
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.182606,23.955262
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.118232,23.890888
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.119742,23.892398
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.665835,24.438491
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.396044,24.1687
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.938284,24.71094
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.580835,24.353491
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.809326,24.581982
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.815992,24.588648
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.2987,24.071356
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.52745,24.300106
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.667346,24.440002
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.177971,23.950627
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.828023,24.600679
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.33844,24.111096
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.009846,23.782502
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.131825,23.904481
187,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.418752,24.191408
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.088179,23.860835
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.282867,24.055523
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.106721,23.879377
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.575887,24.348543
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.640211,24.412867
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.648388,24.421044
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.562242,24.334898
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.50771,24.280366
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.950107,24.722763
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.413752,24.186408
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.716408,24.489064
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.275992,24.048648
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.836877,24.609533
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.601512,24.374168
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.257814,24.03047
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,21.870627,23.643283
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.421616,24.194272
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.584169,25.356825
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.112033,23.884689
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.471617,24.244273
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.342763,24.115419
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.560159,24.332815
188,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.708648,24.481304
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.021252,24.793908
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.634637,24.407293
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.376512,24.149168
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.03844,24.811096
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.826148,24.598804
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.295211,24.067867
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.671773,24.444429
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.290627,24.063283
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.134534,23.90719
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.023075,23.795731
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.180263,23.952919
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.4612,24.233856
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.049846,23.822502
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.609117,24.381773
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.674273,24.446929
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.688335,24.460991
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.10594,24.878596
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.794533,24.567189
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.309534,24.08219
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.470679,24.243335
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.86995,24.642606
189,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.318388,24.091044
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.793804,24.56646
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.366668,24.139324
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.537658,24.310314
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.121044,23.8937
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.070419,23.843075
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.217815,23.990471
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.710523,24.483179
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.5362,24.308856
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.919951,24.692607
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.42745,24.200106
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.338856,24.111512
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.447242,24.219898
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.5887,24.361356
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.45719,25.229846
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.025731,24.798387
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.226356,24.999012
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.875159,24.647815
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.060835,23.833491
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.125887,23.898543
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.148283,23.920939
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.099585,23.872241
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.291721,24.064377
190,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.438336,24.210992
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.791565,24.564221
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.682138,24.454794
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.400263,24.172919
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.648492,24.421148
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.518805,24.291461
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.472971,24.245627
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.855262,24.627918
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.630888,24.403544
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.933752,24.706408
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.150523,23.923179
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,23.306408,25.079064
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.287086,24.059742
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.240523,24.013179
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.055419,23.828075
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.315523,24.088179
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.731304,24.50396
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.587658,24.360314
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.845732,24.618388
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.410784,24.18344
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.55146,24.324116
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.308596,24.081252
191,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.637659,24.410315
192,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.655679,24.428335
192,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.623753,24.396409
192,4.48E+14,4.48E+14,1.772656,4.48E+14,4.48E+14,22.410054,24.18271
