Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.508128,38.904119
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.531669,38.92766
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.712711,38.108702
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.247034,37.643025
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,22.628283,37.024274
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,22.770367,37.166358
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.421929,38.81792
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.915627,39.311618
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.847502,39.243493
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,25.012086,39.408077
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,26.714065,41.110056
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,25.670002,40.065993
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,25.841409,40.2374
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,27.240055,41.636046
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,25.830888,40.226879
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.80594,39.201931
0,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.645575,38.041566
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.269065,37.665056
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,24.293284,38.689275
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,22.833336,37.229327
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,22.913335,37.309326
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.043023,37.439014
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.233387,37.629378
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,22.561461,36.957452
1,6.43E+14,6.43E+14,14.395991,6.43E+14,6.43E+14,23.282346,37.678337
