Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
19,367897066991543,367897032818050,-34.173493,367897032824509,367897101511911,68.687402,up,0.65172625
19,367897226747340,367897133707748,-93.039592,367897133730456,367897227484528,93.754072,up,0.7797087
19,367897345045217,367897258477292,-86.567925,367897258487031,367897345246623,86.759592,up,0.78215766
19,367897425227412,367897375752095,-49.475317,367897375758501,367897431221840,55.463339,up,0.77662164
19,367897505128827,367897461660593,-43.468234,367897461669395,367897514003827,52.334432,up,0.7749796
20,367897585221282,367897544520133,-40.701149,367897544526226,367897588922845,44.396619,up,0.91590106
20,367897664977436,367897619389307,-45.588129,367897619395036,367897671505614,52.110578,up,0.83186275
20,367897745344059,367897701924263,-43.419796,367897701929836,367897774933749,73.003913,up,0.8158429
20,367897865025685,367897805674794,-59.350891,367897805694325,367897890561052,84.866727,up,0.8958095
20,367897985397937,367897921425170,-63.972767,367897921440535,367897986425645,64.98511,up,0.87233794
20,367898065106330,367898016791169,-48.315161,367898016795232,367898080131644,63.336412,up,0.77324665
20,367898184863998,367898111773470,-73.090528,367898111792897,367898188277853,76.484956,up,0.58917433
20,367898265541767,367898219213481,-46.328286,367898219227127,367898298652916,79.425789,up,0.64606494
20,367898385577195,367898329848857,-55.728338,367898329857867,367898389997873,60.140006,up,0.680887
20,367898465379287,367898420797720,-44.581567,367898420807199,367898486325383,65.518184,up,0.521146
21,367898585682007,367898519194969,-66.487038,367898519208615,367898605591176,86.382561,up,0.41917148
21,367898707182644,367898638474304,-68.70834,367898638494721,367898720989364,82.494643,up,0.5185522
21,367898826794323,367898752328430,-74.465893,367898752347649,367898841318178,88.970529,up,0.49810255
21,367898905167924,367898871761723,-33.406201,367898871766671,367898943018761,71.25209,up,0.5578801
21,367899026182311,367898974651056,-51.531255,367898974657515,367899041724396,67.066881,up,0.5874128
21,367899147165448,367899072954972,-74.210476,367899072975181,367899161658939,88.683758,up,0.56965566
21,367899225779415,367899192343474,-33.435941,367899192347432,367899241966031,49.618599,up,0.63607943
21,367899345897135,367899274116034,-71.781101,367899274532701,367899362519532,87.986831,up,0.64489865
21,367899465489282,367899394398963,-71.090319,367899394406567,367899466320845,71.914278,up,0.54843277
22,367899585813044,367899498049546,-87.763498,367899498065483,367899587032055,88.966572,up,0.44700968
22,367899665672740,367899617824610,-47.84813,367899617830808,367899683673002,65.842194,up,0.5006713
22,367899785808533,367899715182588,-70.625945,367899715193057,367899790050617,74.85756,up,0.5828385
22,367899865501197,367899820793693,-44.707504,367899820797495,367899879095938,58.298443,up,0.5130977
22,367899946541466,367899909858129,-36.683337,367899909864066,367899972205479,62.341413,up,0.52149343
22,367900066011998,367900003831836,-62.180162,367900003841940,367900069745644,65.903704,up,0.5767179
22,367900186299562,367900102055804,-84.243758,367900102077210,367900190787896,88.710686,up,0.42656153
22,367900265435820,367900222291597,-43.144223,367900222295920,367900294059625,71.763705,up,0.52530545
22,367900385823176,367900324916243,-60.906933,367900324926034,367900392267916,67.341882,up,0.54189247
22,367900465621153,367900423120107,-42.501046,367900423135263,367900499552406,76.417143,up,0.48245937
23,367900546016994,367900530115534,-15.90146,367900530120742,367900582693352,52.57261,up,0.44885886
23,367900666489975,367900614711168,-51.778807,367900614732782,367900695732999,81.000217,up,0.385969
23,367900786798424,367900726942272,-59.856152,367900726962429,367900813726239,86.76381,up,0.3728935
23,367900906163905,367900845851138,-60.312767,367900845863222,367900916187343,70.324121,up,0.3312179
23,367901025437094,367900947622919,-77.814175,367900947634951,367901030931469,83.296518,up,0.39106053
23,367901104978977,367901061491837,-43.48714,367901061504181,367901124104968,62.600787,up,0.4294098
23,367901187764089,367901154786117,-32.977972,367901154790961,367901206429664,51.638703,up,0.39589173
23,367901306981236,367901237950292,-69.030944,367901237954823,367901311287331,73.332508,up,0.49381652
23,367901385599473,367901343040875,-42.558598,367901343053167,367901413465258,70.412091,up,0.4443442
23,367901505918965,367901445757136,-60.161829,367901445778282,367901539768031,93.989749,up,0.37700808
24,367901626338560,367901570604440,-55.73412,367901570611679,367901628147310,57.535631,up,0.47382444
24,367901705871537,367901659932886,-45.938651,367901659945699,367901728816539,68.87084,up,0.4153517
24,367901825058111,367901760013052,-65.045059,367901760033782,367901838108894,78.075112,up,0.467987
24,367901905447338,367901868497959,-36.949379,367901868502803,367901930108121,61.605318,up,0.53391814
24,367902027348444,367901962036354,-65.31209,367901962049843,367902040407612,78.357769,up,0.5658192
