Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181113_074030,591,10000.0,16.920473773265652
20181113_074040,595,10005.0,16.81512605042017
20181113_074050,597,10007.0,16.76214405360134
20181113_074100,595,10007.0,16.818487394957984
20181113_074110,597,10007.0,16.76214405360134
20181113_074120,597,10008.0,16.763819095477388
20181113_074130,596,10008.0,16.79194630872483
20181113_074140,596,10005.0,16.786912751677853
20181113_074150,596,10007.0,16.790268456375838
20181113_074200,595,10009.0,16.8218487394958
20181113_074210,597,10006.0,16.76046901172529
20181113_074220,597,10007.0,16.76214405360134
20181113_074230,597,10007.0,16.76214405360134
20181113_074240,597,10008.0,16.763819095477388
20181113_074250,597,10007.0,16.76214405360134
20181113_074300,597,10008.0,16.763819095477388
20181113_074310,596,10008.0,16.79194630872483
20181113_074320,594,10009.0,16.85016835016835
20181113_074330,595,10009.0,16.8218487394958
20181113_074340,596,10008.0,16.79194630872483
20181113_074350,595,10007.0,16.818487394957984
20181113_074400,596,10011.0,16.796979865771814
20181113_074410,596,10007.0,16.790268456375838
20181113_074420,594,10009.0,16.85016835016835
20181113_074430,593,10009.0,16.87858347386172
20181113_074440,597,10009.0,16.765494137353432
20181113_074450,597,10010.0,16.76716917922948
20181113_074500,596,10009.0,16.793624161073826
20181113_074510,595,10009.0,16.8218487394958
