Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3436856k used 294752k free 76428k buffers ,3731608,3436856,294752,76428,, 800%cpu 209%user 144%nice 147%sys 266%idle 16%iow 13%irq 6%sirq 0%host ,800,209,,147,,
2,5, Mem: 3731608k total 3574044k used 157564k free 76444k buffers ,3731608,3574044,157564,76444,, 800%cpu 294%user 3%nice 63%sys 431%idle 0%iow 6%irq 3%sirq 0%host ,800,294,,63,,
3,10, Mem: 3731608k total 3569188k used 162420k free 76456k buffers ,3731608,3569188,162420,76456,, 800%cpu 231%user 3%nice 56%sys 503%idle 0%iow 6%irq 0%sirq 0%host ,800,231,,56,,
4,15, Mem: 3731608k total 3578036k used 153572k free 76460k buffers ,3731608,3578036,153572,76460,, 800%cpu 216%user 0%nice 56%sys 519%idle 0%iow 3%irq 6%sirq 0%host ,800,216,,56,,
5,20, Mem: 3731608k total 3580212k used 151396k free 76460k buffers ,3731608,3580212,151396,76460,, 800%cpu 263%user 0%nice 53%sys 472%idle 0%iow 9%irq 3%sirq 0%host ,800,263,,53,,
6,25, Mem: 3731608k total 3586276k used 145332k free 76468k buffers ,3731608,3586276,145332,76468,, 800%cpu 234%user 0%nice 56%sys 503%idle 0%iow 6%irq 0%sirq 0%host ,800,234,,56,,
7,30, Mem: 3731608k total 3510232k used 221376k free 76468k buffers ,3731608,3510232,221376,76468,, 800%cpu 247%user 0%nice 56%sys 488%idle 0%iow 6%irq 3%sirq 0%host ,800,247,,56,,
8,35, Mem: 3731608k total 3509684k used 221924k free 76476k buffers ,3731608,3509684,221924,76476,, 800%cpu 213%user 0%nice 63%sys 519%idle 0%iow 6%irq 0%sirq 0%host ,800,213,,63,,
9,40, Mem: 3731608k total 3517180k used 214428k free 76480k buffers ,3731608,3517180,214428,76480,, 800%cpu 231%user 3%nice 47%sys 506%idle 0%iow 9%irq 3%sirq 0%host ,800,231,,47,,
10,45, Mem: 3731608k total 3523944k used 207664k free 76484k buffers ,3731608,3523944,207664,76484,, 800%cpu 228%user 22%nice 56%sys 484%idle 3%iow 6%irq 0%sirq 0%host ,800,228,,56,,
11,50, Mem: 3731608k total 3531464k used 200144k free 76484k buffers ,3731608,3531464,200144,76484,, 800%cpu 245%user 3%nice 61%sys 484%idle 0%iow 6%irq 0%sirq 0%host ,800,245,,61,,
12,55, Mem: 3731608k total 3538352k used 193256k free 76484k buffers ,3731608,3538352,193256,76484,, 800%cpu 219%user 16%nice 59%sys 500%idle 0%iow 3%irq 3%sirq 0%host ,800,219,,59,,
13,60, Mem: 3731608k total 3545760k used 185848k free 76484k buffers ,3731608,3545760,185848,76484,, 800%cpu 206%user 0%nice 59%sys 525%idle 0%iow 9%irq 0%sirq 0%host ,800,206,,59,,
