Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3429444k used 302164k free 75396k buffers ,3731608,3429444,302164,75396,, 800%cpu 266%user 194%nice 138%sys 175%idle 9%iow 13%irq 6%sirq 0%host ,800,266,,138,,
2,5, Mem: 3731608k total 3602812k used 128796k free 75772k buffers ,3731608,3602812,128796,75772,, 800%cpu 297%user 0%nice 69%sys 422%idle 0%iow 9%irq 3%sirq 0%host ,800,297,,69,,
3,10, Mem: 3731608k total 3606332k used 125276k free 75800k buffers ,3731608,3606332,125276,75800,, 800%cpu 247%user 0%nice 56%sys 484%idle 0%iow 6%irq 6%sirq 0%host ,800,247,,56,,
4,15, Mem: 3731608k total 3610020k used 121588k free 75808k buffers ,3731608,3610020,121588,75808,, 800%cpu 294%user 3%nice 75%sys 422%idle 0%iow 6%irq 0%sirq 0%host ,800,294,,75,,
5,20, Mem: 3731608k total 3616592k used 115016k free 75808k buffers ,3731608,3616592,115016,75808,, 800%cpu 200%user 3%nice 59%sys 528%idle 0%iow 6%irq 3%sirq 0%host ,800,200,,59,,
6,25, Mem: 3731608k total 3624688k used 106920k free 75816k buffers ,3731608,3624688,106920,75816,, 800%cpu 206%user 0%nice 52%sys 536%idle 0%iow 3%irq 3%sirq 0%host ,800,206,,52,,
7,30, Mem: 3731608k total 3579432k used 152176k free 75840k buffers ,3731608,3579432,152176,75840,, 800%cpu 259%user 19%nice 72%sys 441%idle 0%iow 6%irq 3%sirq 0%host ,800,259,,72,,
8,35, Mem: 3731608k total 3554136k used 177472k free 75840k buffers ,3731608,3554136,177472,75840,, 800%cpu 194%user 0%nice 66%sys 531%idle 0%iow 6%irq 3%sirq 0%host ,800,194,,66,,
9,41, Mem: 3731608k total 3559792k used 171816k free 75844k buffers ,3731608,3559792,171816,75844,, 800%cpu 309%user 3%nice 63%sys 419%idle 0%iow 6%irq 0%sirq 0%host ,800,309,,63,,
10,46, Mem: 3731608k total 3563644k used 167964k free 75844k buffers ,3731608,3563644,167964,75844,, 800%cpu 191%user 3%nice 53%sys 538%idle 0%iow 13%irq 3%sirq 0%host ,800,191,,53,,
11,51, Mem: 3731608k total 3577128k used 154480k free 75860k buffers ,3731608,3577128,154480,75860,, 800%cpu 234%user 0%nice 59%sys 497%idle 0%iow 9%irq 0%sirq 0%host ,800,234,,59,,
12,56, Mem: 3731608k total 3577772k used 153836k free 75864k buffers ,3731608,3577772,153836,75864,, 800%cpu 284%user 0%nice 69%sys 431%idle 0%iow 13%irq 3%sirq 0%host ,800,284,,69,,
13,61, Mem: 3731608k total 3582012k used 149596k free 75864k buffers ,3731608,3582012,149596,75864,, 800%cpu 294%user 3%nice 77%sys 416%idle 0%iow 6%irq 3%sirq 0%host ,800,294,,77,,
14,66, Mem: 3731608k total 3552776k used 178832k free 75872k buffers ,3731608,3552776,178832,75872,, 800%cpu 288%user 3%nice 50%sys 444%idle 0%iow 13%irq 3%sirq 0%host ,800,288,,50,,
15,71, Mem: 3731608k total 3558096k used 173512k free 75888k buffers ,3731608,3558096,173512,75888,, 800%cpu 252%user 3%nice 65%sys 468%idle 0%iow 10%irq 3%sirq 0%host ,800,252,,65,,
16,76, Mem: 3731608k total 3563384k used 168224k free 75892k buffers ,3731608,3563384,168224,75892,, 800%cpu 253%user 3%nice 41%sys 497%idle 0%iow 6%irq 0%sirq 0%host ,800,253,,41,,
17,81, Mem: 3731608k total 3569812k used 161796k free 75892k buffers ,3731608,3569812,161796,75892,, 800%cpu 266%user 0%nice 69%sys 456%idle 0%iow 6%irq 3%sirq 0%host ,800,266,,69,,
18,86, Mem: 3731608k total 3575048k used 156560k free 75900k buffers ,3731608,3575048,156560,75900,, 800%cpu 281%user 0%nice 69%sys 441%idle 0%iow 6%irq 3%sirq 0%host ,800,281,,69,,
19,91, Mem: 3731608k total 3579248k used 152360k free 75900k buffers ,3731608,3579248,152360,75900,, 800%cpu 231%user 3%nice 63%sys 494%idle 0%iow 9%irq 0%sirq 0%host ,800,231,,63,,
20,96, Mem: 3731608k total 3554848k used 176760k free 75908k buffers ,3731608,3554848,176760,75908,, 800%cpu 230%user 3%nice 52%sys 503%idle 0%iow 6%irq 6%sirq 0%host ,800,230,,52,,
21,101, Mem: 3731608k total 3560104k used 171504k free 75908k buffers ,3731608,3560104,171504,75908,, 800%cpu 253%user 0%nice 50%sys 488%idle 0%iow 9%irq 0%sirq 0%host ,800,253,,50,,
22,107, Mem: 3731608k total 3565500k used 166108k free 75928k buffers ,3731608,3565500,166108,75928,, 800%cpu 252%user 0%nice 65%sys 474%idle 0%iow 6%irq 3%sirq 0%host ,800,252,,65,,
23,112, Mem: 3731608k total 3575216k used 156392k free 75928k buffers ,3731608,3575216,156392,75928,, 800%cpu 266%user 0%nice 59%sys 459%idle 0%iow 9%irq 6%sirq 0%host ,800,266,,59,,
24,117, Mem: 3731608k total 3580216k used 151392k free 75936k buffers ,3731608,3580216,151392,75936,, 800%cpu 225%user 0%nice 59%sys 509%idle 0%iow 3%irq 3%sirq 0%host ,800,225,,59,,
25,122, Mem: 3731608k total 3586472k used 145136k free 75948k buffers ,3731608,3586472,145136,75948,, 800%cpu 256%user 3%nice 56%sys 481%idle 0%iow 3%irq 0%sirq 0%host ,800,256,,56,,
26,127, Mem: 3731608k total 3555356k used 176252k free 75964k buffers ,3731608,3555356,176252,75964,, 800%cpu 235%user 3%nice 35%sys 519%idle 0%iow 3%irq 3%sirq 0%host ,800,235,,35,,
27,133, Mem: 3731608k total 3575092k used 156516k free 76052k buffers ,3731608,3575092,156516,76052,, 800%cpu 241%user 3%nice 62%sys 485%idle 0%iow 6%irq 3%sirq 0%host ,800,241,,62,,
28,138, Mem: 3731608k total 3584132k used 147476k free 76056k buffers ,3731608,3584132,147476,76056,, 800%cpu 215%user 0%nice 52%sys 527%idle 0%iow 3%irq 3%sirq 0%host ,800,215,,52,,
29,143, Mem: 3731608k total 3588984k used 142624k free 76056k buffers ,3731608,3588984,142624,76056,, 800%cpu 203%user 0%nice 59%sys 528%idle 0%iow 6%irq 3%sirq 0%host ,800,203,,59,,
30,148, Mem: 3731608k total 3595696k used 135912k free 76064k buffers ,3731608,3595696,135912,76064,, 800%cpu 216%user 0%nice 72%sys 500%idle 0%iow 6%irq 6%sirq 0%host ,800,216,,72,,
31,153, Mem: 3731608k total 3597344k used 134264k free 76072k buffers ,3731608,3597344,134264,76072,, 800%cpu 229%user 0%nice 52%sys 510%idle 0%iow 6%irq 3%sirq 0%host ,800,229,,52,,
32,158, Mem: 3731608k total 3569984k used 161624k free 76084k buffers ,3731608,3569984,161624,76084,, 800%cpu 306%user 0%nice 58%sys 426%idle 0%iow 10%irq 0%sirq 0%host ,800,306,,58,,
33,163, Mem: 3731608k total 3576380k used 155228k free 76092k buffers ,3731608,3576380,155228,76092,, 800%cpu 238%user 0%nice 66%sys 488%idle 0%iow 9%irq 0%sirq 0%host ,800,238,,66,,
