,Before Trial 1,Before Trial 2,Before Trial 3,Before Trial 4,Before Trial 5,After Trial 1,After Trial 2,After Trial 3,After Trial 4,After Trial 5
Num,Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%),Mem Usage (%)
46,0.95638663,0.958574427,0.959697803,0.955669513,0.953300561,0.969452311,0.957148768,0.966909708,0.96096053,0.962746355
47,0.958857415,0.960638952,0.960716131,0.950306677,0.956173317,0.963520284,0.959286184,0.961561879,0.955531235,0.965069214
48,0.961686222,0.963327338,0.964302789,0.952826771,0.950118019,0.965878517,0.960715059,0.964763716,0.95824749,0.968332151
49,0.95632553,0.957802642,0.959874671,0.956265503,0.952602739,0.968352517,0.95501028,0.968057738,0.960621802,0.969699926
50,0.959617409,0.960852265,0.961701229,0.950355986,0.955463704,0.963844005,0.957552883,0.962745283,0.955418683,0.965417589
51,0.963108665,0.963977996,0.964725127,0.953615707,0.952355124,0.964918073,0.960702196,0.96530075,0.957555027,0.968042731
52,0.956983692,0.957866957,0.959866095,0.951180295,0.95136681,0.967410296,0.956276222,0.96796984,0.960329166,0.970760058
53,0.960722562,0.960718275,0.961367861,0.950392431,0.954597589,0.971405357,0.958254994,0.962959668,0.956013601,0.964552547
54,0.960045107,0.963844005,0.96425348,0.953726115,0.9497675,0.964542899,0.961115959,0.964880556,0.957588257,0.967297744
55,0.95707159,0.957947351,0.960238053,0.94948344,0.951703394,0.966382321,0.964588992,0.968242109,0.960266995,0.969895016
56,0.960261635,0.961156692,0.962116064,0.951153497,0.953949075,0.969348335,0.95824213,0.964101267,0.961057003,0.964903066
57,0.959877886,0.96389117,0.965176407,0.954053052,0.957124114,0.964068037,0.959301191,0.964892347,0.955765986,0.966188303
58,0.957775844,0.957800498,0.960390266,0.953532097,0.95083192,0.966577411,0.962207177,0.968692317,0.958292511,0.968755561
59,0.960485667,0.961377508,0.962049604,0.951114908,0.953049731,0.968976377,0.957298837,0.971143807,0.960889783,0.972134265
60,0.958784524,0.963757179,0.96574667,0.953661799,0.95635876,0.963399157,0.959465196,0.965519422,0.955674873,0.965380072
