,BT 1,BT 2,BT 3,BT 4,BT 5,AT 1,AT 2,AT 3,AT 4,AT 5
433,61.726829,65.807767,55.176568,61.468444,61.006621,,,,,
434,58.92287,65.042819,57.92162,64.537246,56.857714,,,,,
435,58.781517,63.137193,62.796464,57.904016,58.767037,,,,,
436,61.583964,59.711725,58.078704,66.108184,65.002975,,,,,
437,65.469121,65.208757,55.511099,55.627245,62.732298,,,,,
438,55.996047,62.636934,59.172923,58.740891,60.753079,,,,,
439,52.576672,60.134746,55.126672,66.153756,59.719954,,,,,
440,59.506464,58.206464,55.987766,58.174224,60.310788,,,,,
441,54.413911,60.530475,61.805996,61.957194,52.300995,,,,,
442,61.691568,62.140527,56.59662,63.620214,57.005579,,,,,
443,54.982089,63.505163,59.674485,65.196882,56.900839,,,,,
444,57.763964,61.393391,57.117454,63.26459,59.003652,,,,,
445,58.409277,67.546622,61.783704,65.035163,58.684537,,,,,
446,64.026674,56.888131,62.132871,65.276256,55.692349,,,,,
447,59.93938,63.213235,58.232453,63.695006,59.231985,,,,,
448,55.908286,66.750058,56.251933,66.994694,56.269381,,,,,
449,61.778079,66.858965,56.224016,71.359278,55.665475,,,,,
450,58.370266,65.649434,56.979276,62.493653,52.546099,,,,,
451,66.9461,57.542297,57.981099,65.608028,55.6686,,,,,
452,61.727142,62.613027,58.883131,64.672767,61.648809,,,,,
453,57.23511,60.845631,54.943287,63.202819,60.811308,,,,,
454,60.839329,59.490058,59.737923,65.620007,53.357036,,,,,
455,58.626621,78.100997,61.516464,70.682403,58.6686,,,,,
456,62.021829,54.879433,54.386256,62.684642,59.563704,,,,,
457,59.78662,67.25235,56.907089,59.877089,54.420578,,,,,
458,61.6286,63.443079,54.179954,61.474329,58.309016,,,,,
459,61.810162,63.756413,59.509069,62.845267,61.563236,,,,,
460,65.824746,59.732558,56.930214,65.56334,54.437245,,,,,
461,69.454747,66.001517,52.844432,59.703339,59.479798,,,,,
462,59.207141,65.474225,56.317662,61.971517,59.091204,,,,,
463,65.40709,60.380631,57.532922,75.185477,54.684432,,,,,
464,64.451933,67.345163,64.516048,65.900944,62.396621,,,,,
465,55.764485,57.821516,57.502766,60.306412,63.902819,,,,,
466,59.126828,64.359642,61.234329,61.928236,57.348026,,,,,
467,60.651673,56.060943,56.255891,65.94886,54.870891,,,,,
468,63.515371,66.675215,60.541725,64.281881,64.281049,,,,,
469,59.472089,66.668965,62.847454,61.8936,58.627714,,,,,
470,59.454902,74.362507,57.031464,58.345214,60.753183,,,,,
471,54.14313,70.812664,59.255579,63.382351,59.404485,,,,,
472,53.482974,60.018079,54.735891,58.294381,61.290318,,,,,
473,60.918652,63.858288,52.732818,62.221152,57.15813,,,,,
474,60.367662,66.655944,61.547715,62.385058,61.839485,,,,,
475,58.492923,61.717767,60.567089,66.121622,57.929433,,,,,
476,57.849849,64.361777,58.14761,65.701465,57.298182,,,,,
477,66.763965,64.803288,60.389589,64.375944,58.552453,,,,,
478,58.918912,65.67084,58.635475,65.788913,56.143808,,,,,
479,60.974381,60.181881,52.879484,60.143444,54.390318,,,,,
480,62.201465,60.233079,58.44412,64.934537,52.853339,,,,,
481,64.559954,58.34537,56.077245,67.468184,60.627246,,,,,
482,63.69933,63.290267,62.17386,65.34308,55.253391,,,,,
483,60.809954,63.031621,60.519693,63.642403,62.081985,,,,,
484,56.791933,61.846412,58.304745,65.526205,59.8411,,,,,
485,55.811568,62.679277,58.513391,65.906778,58.459121,,,,,
486,55.802453,60.95761,58.428444,66.783653,57.149902,,,,,
487,60.830058,61.112975,55.901568,68.790736,64.540475,,,,,
488,67.435371,65.724121,59.82261,63.426257,57.093756,,,,,
489,53.599224,59.7361,55.996464,55.459484,60.580735,,,,,
490,57.241985,58.858287,55.109328,64.420475,69.012871,,,,,
491,68.591621,62.197038,61.044225,65.503704,58.053704,,,,,
492,58.852141,69.498704,63.119277,66.369694,59.966308,,,,,
493,56.580995,60.344121,63.751517,68.383444,60.228548,,,,,
494,54.992193,65.640788,58.87886,59.871256,65.662142,,,,,
495,58.542818,66.920893,56.64287,60.990058,62.486152,,,,,
496,60.700006,64.655579,57.603652,70.058132,60.798131,,,,,
497,66.506621,63.587142,56.605422,66.617507,61.503079,,,,,
498,60.110214,57.322662,60.847193,65.357299,56.800996,,,,,
499,71.426778,66.024954,52.834328,69.403236,56.975006,,,,,
500,58.994017,64.919798,59.390266,70.448132,55.332349,,,,,
501,57.859589,63.665423,58.48162,64.882663,55.681308,,,,,
502,54.891203,61.415787,59.564224,66.785631,61.053079,,,,,
503,60.253288,68.702819,52.654953,68.410892,63.981308,,,,,
504,63.104173,55.186516,54.210578,59.504276,60.079433,,,,,
505,56.354068,60.912298,57.525891,66.27584,59.941517,,,,,
506,60.527089,66.180162,60.865579,69.898757,54.76886,,,,,
507,54.283756,63.234173,53.428755,67.768704,57.074537,,,,,
508,62.368808,60.213287,55.246047,70.511673,55.818495,,,,,
509,66.401048,62.090527,64.306569,67.488027,63.053183,,,,,
510,58.087922,60.519642,57.113391,69.342507,61.741361,,,,,
511,61.046256,62.804121,53.979068,70.908966,56.001724,,,,,
512,60.875943,60.171099,53.330943,66.022194,52.947453,,,,,
513,61.044902,62.0961,59.127245,65.167403,58.335527,,,,,
514,62.965527,62.110996,59.982506,67.832455,58.295318,,,,,
515,54.470943,64.14334,54.911672,65.410788,53.563547,,,,,
516,62.799954,61.897142,61.520631,60.869589,61.906673,,,,,
517,62.458132,60.477454,61.684954,61.179017,58.962454,,,,,
518,55.680422,63.961621,54.560318,69.649695,54.232089,,,,,
519,60.452246,70.067403,53.703756,67.250996,59.7336,,,,,
520,65.473184,70.510789,55.735214,70.530424,56.990683,,,,,
521,57.961777,62.156934,54.44162,57.517557,61.361673,,,,,
522,71.06282,63.776152,59.517298,60.349485,59.327453,,,,,
523,55.230943,61.668027,53.028443,66.111153,56.825839,,,,,
524,62.957454,61.323808,55.831412,62.314121,57.276933,,,,,
525,57.160422,61.83485,59.612923,78.437248,60.188131,,,,,
526,52.399537,66.347298,59.647141,84.232091,63.009798,,,,,
527,54.728912,65.160892,54.414432,68.605892,57.317193,,,,,
528,60.0161,61.607871,55.189953,60.358079,59.178496,,,,,
529,65.018236,58.30334,52.748235,68.849798,56.18511,,,,,
530,56.012714,58.621881,58.696048,65.620528,59.777662,,,,,
531,60.870996,58.017505,63.704329,65.346361,55.628912,,,,,
532,56.02787,55.34313,63.159121,65.016778,58.554433,,,,,
533,62.728131,56.65886,58.71938,66.770111,58.601256,,,,,
534,56.582245,58.563912,61.632559,56.275266,59.728079,,,,,
535,59.10037,55.211724,61.25334,65.5611,55.534902,,,,,
536,58.564642,66.753861,52.677817,58.443026,59.709225,,,,,
537,61.952402,60.420215,59.753808,66.494902,57.05188,,,,,
538,57.784381,55.577402,59.079537,63.613756,58.607506,,,,,
539,56.250526,60.944746,63.633132,59.00386,62.796412,,,,,
540,71.697976,59.109902,57.63537,59.796517,55.872923,,,,,
541,62.358861,57.618912,59.220735,67.137247,64.00485,,,,,
542,54.971047,63.930214,61.146464,67.160007,55.750005,,,,,
543,60.629954,63.641204,55.793287,60.528704,57.228131,,,,,
544,56.81985,60.060267,58.416516,65.402455,55.283338,,,,,
545,58.83584,59.754381,59.10287,67.006934,58.5986,,,,,
546,59.400163,62.736048,59.580474,65.980683,63.715684,,,,,
547,65.250006,62.014225,60.913235,60.167611,52.899068,,,,,
548,59.814381,67.944069,56.677193,59.670891,64.302871,,,,,
549,64.748288,62.683965,60.330006,64.054225,60.187193,,,,,
550,55.430475,59.752923,60.936308,60.865371,57.785058,,,,,
551,57.835162,65.513652,64.63735,67.071517,58.523912,,,,,
552,57.990266,67.75683,52.954432,65.560683,56.502975,,,,,
553,54.854954,66.383809,60.34761,69.637923,53.184641,,,,,
554,64.143965,59.670371,60.032558,65.485996,63.636829,,,,,
555,52.457245,66.840944,53.580057,69.213341,55.742818,,,,,
556,59.667818,66.414069,54.873131,65.692611,58.720579,,,,,
557,59.044902,68.11058,55.175734,66.551777,61.751777,,,,,
558,60.350214,68.045163,57.649902,59.595631,56.053078,,,,,
559,53.011933,60.376204,54.079276,61.187506,61.662245,,,,,
560,60.733027,57.988026,64.157558,69.936257,62.801048,,,,,
561,66.509798,65.007767,58.916933,63.05959,63.804277,,,,,
562,51.119588,58.562558,59.302089,67.851569,59.262819,,,,,
563,60.755163,62.627038,56.391047,64.32959,63.982766,,,,,
564,55.894016,61.110579,54.772089,65.245736,62.403443,,,,,
565,55.610318,59.225162,61.460162,64.953444,60.775266,,,,,
566,84.118238,57.384693,54.832349,61.887038,56.650006,,,,,
567,56.374016,57.691829,65.312402,65.397246,55.196048,,,,,
568,58.694068,60.588131,68.589122,66.973809,64.057819,,,,,
569,56.023235,62.882454,64.327142,60.90985,63.207402,,,,,
570,57.348912,66.482663,59.107975,59.675475,61.830215,,,,,
571,57.193391,58.332193,58.915839,65.508861,55.033026,,,,,
572,55.604745,61.233965,61.263287,66.695735,62.815475,,,,,
573,53.990943,60.126933,58.256932,65.859017,59.025735,,,,,
574,59.345527,61.604224,63.686569,65.222923,63.307298,,,,,
575,59.957245,59.602975,52.369849,60.888392,60.812401,,,,,
576,57.94136,61.37011,61.928339,64.315058,61.78735,,,,,
577,59.605162,64.203443,52.349485,58.444485,62.703392,,,,,
578,58.58386,66.000162,56.043078,59.964225,60.11787,,,,,
579,56.702141,59.063183,55.542974,59.57662,55.729902,,,,,
580,61.367611,59.283339,53.207506,66.161153,58.42636,,,,,
581,56.424745,58.487349,65.683965,65.503705,62.078027,,,,,
582,58.672454,60.639121,59.172089,70.399747,61.347454,,,,,
583,60.549902,59.412089,60.626152,65.071986,57.082871,,,,,
584,64.55459,62.904642,68.408914,63.257819,56.775527,,,,,
585,62.010058,55.777505,62.773704,64.046726,56.899797,,,,,
586,60.815892,60.802871,60.325735,68.926204,62.902819,,,,,
587,61.076516,58.790318,62.699172,61.159746,61.828496,,,,,
588,62.521725,68.1511,60.687193,69.554487,69.240632,,,,,
589,58.494746,61.97011,58.399328,61.66959,59.59313,,,,,
590,59.971203,60.407245,63.003027,57.443235,55.20537,,,,,
591,60.843131,61.419329,58.051933,60.894173,60.709485,,,,,
592,63.760996,57.963964,55.85188,65.830267,61.326777,,,,,
593,56.910423,68.355736,59.243808,59.981413,56.927714,,,,,
594,59.626933,62.468027,59.763808,68.34334,63.068965,,,,,
595,61.889121,65.287194,57.420839,57.874745,56.944953,,,,,
596,53.905422,62.120995,60.917246,60.508704,58.092141,,,,,
597,57.497975,56.296776,54.13136,60.187194,59.851672,,,,,
598,66.435007,60.288443,60.189798,63.796256,54.883755,,,,,
599,63.776777,59.616985,61.077193,61.944589,58.107037,,,,,
600,61.759069,59.201725,61.317974,80.603497,64.759017,,,,,
601,58.094485,56.012037,63.07459,66.832663,54.71412,,,,,
602,65.388756,59.356464,61.594902,67.271725,56.533808,,,,,
603,56.062453,56.358964,57.532142,62.250058,59.6111,,,,,
604,60.274485,62.266308,60.38886,70.428653,60.344381,,,,,
605,57.270475,59.474745,58.908287,61.598495,58.61485,,,,,
606,53.66063,66.429017,60.014173,66.547299,64.672923,,,,,
607,62.38037,66.727194,60.018183,65.595475,63.779277,,,,,
608,59.570891,61.06136,54.73886,61.581621,64.013861,,,,,
609,59.120892,59.721985,56.664433,63.114173,63.450059,,,,,
610,60.052194,59.956516,62.334537,67.781101,63.899173,,,,,
611,55.014745,60.047662,58.609225,69.858652,56.573131,,,,,
612,52.710943,57.059016,57.462767,59.927871,60.348079,,,,,
613,56.466776,61.0586,57.327141,65.502351,65.417246,,,,,
614,56.998391,57.825787,59.959902,68.820579,55.500057,,,,,
615,61.393235,55.808234,55.482766,70.860268,57.489224,,,,,
616,56.15886,84.981311,64.530684,66.023548,59.596204,,,,,
617,62.107975,57.435214,56.351412,65.795423,59.884172,,,,,
618,64.133184,56.592297,56.846776,66.366778,60.019173,,,,,
619,63.405996,58.440943,57.12261,70.46584,60.002714,,,,,
620,68.574382,61.661777,60.523027,66.073028,59.927089,,,,,
621,60.247819,60.409485,62.295736,61.876464,62.262402,,,,,
622,54.955214,59.478913,56.906933,67.752298,68.794121,,,,,
623,57.081151,63.02412,54.471932,68.050684,59.811412,,,,,
624,57.370058,62.131204,54.199954,68.413965,60.093444,,,,,
625,67.534538,58.433652,61.900631,87.701259,68.580736,,,,,
626,60.853236,65.742142,68.971517,59.967662,60.86011,,,,,
627,59.465735,56.714589,60.772975,62.735996,60.43485,,,,,
628,57.252818,60.704537,58.963339,66.447819,54.336255,,,,,
629,66.357298,56.688548,61.132923,59.286464,55.357193,,,,,
630,63.984537,59.777819,57.038912,64.046933,60.664173,,,,,
631,57.523704,63.675371,58.770162,62.09084,54.074224,,,,,
632,57.557557,58.807037,67.689173,65.222976,56.563704,,,,,
633,62.453444,59.173443,66.855527,66.954329,79.492508,,,,,
634,59.9986,60.289225,54.125057,88.09402,52.416099,,,,,
635,58.065787,64.069537,53.243235,68.729902,57.036933,,,,,
636,53.990162,57.773339,56.153547,66.146621,62.107714,,,,,
637,61.375319,60.609381,53.135474,64.998028,53.46037,,,,,
638,55.373704,58.8161,56.127349,67.717716,62.341465,,,,,
639,63.159277,64.55511,56.359797,69.935007,59.582558,,,,,
640,61.532922,60.842246,60.839537,66.486829,59.243756,,,,,
641,65.974954,57.297766,58.916047,62.395267,59.065943,,,,,
642,58.622141,60.079016,56.321203,61.382037,56.396359,,,,,
643,55.985891,59.707871,61.225736,63.062767,59.324954,,,,,
644,64.673809,69.580528,56.119849,70.351257,59.260891,,,,,
645,73.108809,58.0561,74.331466,65.707142,59.259849,,,,,
646,57.00011,60.718861,53.34037,67.602298,59.225215,,,,,
647,59.698651,58.216204,61.865162,63.438131,59.820631,,,,,
648,63.208704,61.911673,56.17162,68.506622,62.26209,,,,,
649,58.127818,57.482193,54.685422,69.436361,52.526411,,,,,
650,56.308444,58.260162,60.153964,71.028913,59.258808,,,,,
651,63.141204,60.492558,54.057036,66.555684,59.65261,,,,,
652,58.669329,62.899173,96.680843,70.318861,57.604328,,,,,
653,58.557037,62.784329,53.844745,67.034798,53.842974,,,,,
654,61.642141,58.424016,59.676099,61.491308,58.321204,,,,,
655,67.636048,60.618912,58.319433,60.541099,62.524433,,,,,
656,66.248497,59.224589,55.340057,68.611257,62.626309,,,,,
657,60.710526,63.012714,62.743756,63.54709,67.892923,,,,,
658,59.693756,59.725839,56.175995,67.155945,59.007246,,,,,
659,60.847923,60.647767,54.665787,66.176101,52.993807,,,,,
660,53.900578,59.50761,53.611047,59.256673,53.500734,,,,,
661,65.03558,59.168079,54.158287,69.415632,60.818443,,,,,
662,64.464694,60.494538,58.856047,67.614799,52.595942,,,,,
663,60.980214,60.824381,53.736881,62.895996,59.521673,,,,,
664,61.120996,62.527141,52.06813,68.816882,65.23808,,,,,
665,60.095006,58.384225,53.504693,67.132506,59.417298,,,,,
666,63.992819,56.872871,52.692662,67.410163,58.672454,,,,,
667,66.019277,55.216255,56.299693,57.74636,59.65636,,,,,
668,56.433495,60.589434,61.170683,62.584746,55.444537,,,,,
669,66.570111,58.141725,62.401829,58.806308,53.596204,,,,,
670,59.719641,59.369381,58.269901,57.746829,62.320475,,,,,
671,56.020005,63.657767,56.535318,58.577818,53.423495,,,,,
672,58.93912,62.741048,58.697038,68.367975,63.389798,,,,,
673,62.368027,66.341778,59.844486,60.769954,58.042401,,,,,
674,57.410579,66.969486,61.092558,67.1336,55.588963,,,,,
675,56.614693,57.222871,58.134328,60.502714,60.36511,,,,,
676,56.232401,67.807247,57.124694,74.132976,84.107613,,,,,
677,61.38584,62.051777,57.13188,70.778861,57.348808,,,,,
678,58.511725,60.067923,54.447557,82.524383,56.530683,,,,,
679,58.865995,59.116725,56.500683,64.091153,52.734745,,,,,
680,64.217037,59.649798,58.333183,58.64209,65.131829,,,,,
681,56.120318,59.757766,56.051516,63.605788,56.351933,,,,,
682,56.676933,59.811777,59.639694,62.425111,58.971256,,,,,
683,60.424276,64.917455,54.118183,61.87584,59.274537,,,,,
684,70.547768,57.410319,57.756881,63.063443,56.154224,,,,,
685,54.333599,57.437818,51.452401,71.775632,55.308391,,,,,
686,60.431621,60.93912,57.978235,64.953965,54.129381,,,,,
687,62.648912,64.97959,61.522506,65.219954,58.193444,,,,,
688,54.349693,59.622402,51.477297,61.268756,72.17407,,,,,
689,64.502767,61.877559,57.669224,61.912922,63.664641,,,,,
690,52.453131,60.918912,60.453079,64.264017,51.930734,,,,,
691,64.386048,63.132558,53.677454,62.059173,62.692298,,,,,
692,56.510995,57.482297,59.681152,63.726985,54.362141,,,,,
693,58.369797,61.093965,58.655579,58.533496,55.611308,,,,,
694,64.752662,57.885787,59.44761,61.358027,53.746464,,,,,
695,59.571412,59.37485,53.796255,63.003392,53.940578,,,,,
696,59.724173,63.063131,58.314642,66.270945,67.648965,,,,,
697,63.785215,61.940214,62.601569,59.336152,52.986932,,,,,
698,59.50261,62.973965,59.795059,59.528079,63.419902,,,,,
699,56.840058,55.70938,57.36063,66.916048,58.162766,,,,,
700,58.629329,70.547663,53.176463,71.399538,60.6261,,,,,
701,63.599173,56.718287,63.415996,62.096934,56.834693,,,,,
702,60.143808,57.339745,60.722923,67.673392,51.907037,,,,,
703,54.957766,59.297558,56.670579,67.498392,68.11558,,,,,
704,55.200891,61.063131,54.253026,71.804539,55.754016,,,,,
705,63.619329,62.685527,60.549381,60.076829,53.405995,,,,,
706,63.29485,58.409694,54.568651,84.951935,58.025006,,,,,
707,60.103079,59.285944,55.379328,61.541048,52.422557,,,,,
708,58.744798,66.783131,64.439902,57.913235,54.734224,,,,,
709,64.836673,58.989329,54.206411,62.458287,54.807349,,,,,
710,58.719954,62.069589,57.300578,59.080527,55.683026,,,,,
711,56.161516,65.827247,59.482454,66.053183,57.276516,,,,,
712,60.34886,65.932871,60.358599,68.322872,53.436776,,,,,
713,59.656724,63.252818,56.376204,66.133913,54.371932,,,,,
714,57.96235,68.9161,56.23735,59.405214,55.473079,,,,,
715,58.393183,61.665423,55.362662,61.209485,54.889224,,,,,
716,62.064329,65.139486,62.658132,63.837298,62.639329,,,,,
717,60.94011,67.187559,54.068026,61.515474,57.949537,,,,,
718,62.842402,63.229433,55.945057,82.90756,61.465892,,,,,
719,59.880944,64.901257,51.657557,87.466415,55.832662,,,,,
720,56.290214,64.906517,57.3361,57.234537,60.687975,,,,,
721,57.900735,62.178235,58.084225,67.955788,54.770891,,,,,
722,59.6686,61.58959,55.42287,58.21485,63.510214,,,,,
723,58.237766,58.737089,52.800214,65.702559,61.543912,,,,,
724,54.402349,59.676361,60.4036,60.988339,52.531568,,,,,
725,54.597297,59.559225,56.636255,63.64386,52.902557,,,,,
726,54.083339,57.218235,59.021881,66.627142,54.319224,,,,,
727,58.111047,63.533235,60.941256,57.823755,56.819693,,,,,
728,61.570318,54.730838,59.516881,58.198131,54.278495,,,,,
729,60.884433,63.903391,63.475632,60.641517,58.430214,,,,,
730,63.93485,60.026152,66.78209,63.979017,56.82188,,,,,
731,60.236829,60.645995,62.127559,59.332089,56.740318,,,,,
732,58.694225,56.40761,58.621829,60.239693,59.955318,,,,,
733,57.723964,57.073286,51.347817,67.12459,62.557402,,,,,
734,56.09037,56.785943,56.390735,66.184329,57.735631,,,,,
735,56.994589,61.347766,61.986516,59.697766,58.293287,,,,,
736,54.708026,59.517975,54.712714,56.478183,61.205683,,,,,
737,59.343704,64.642819,90.41527,57.362661,60.12584,,,,,
738,59.677714,61.646152,58.108704,59.562245,56.612245,,,,,
739,58.665578,60.495267,53.845943,57.510891,62.851725,,,,,
740,56.391204,59.113131,57.542818,63.1111,67.235944,,,,,
741,58.037922,62.828912,53.418339,68.521934,58.221464,,,,,
742,62.873652,61.435163,60.835631,61.636881,60.486569,,,,,
743,56.345787,68.783236,60.744849,63.589277,57.032089,,,,,
744,62.818547,60.4811,54.147454,67.459017,53.285057,,,,,
745,56.716308,59.059693,63.495422,70.737924,55.571933,,,,,
746,57.608548,66.996986,66.396101,71.275372,60.401777,,,,,
747,54.029224,63.151568,62.165891,70.37808,62.702558,,,,,
748,59.74261,62.825632,54.757922,63.498495,58.343496,,,,,
749,57.728548,64.152454,54.88839,71.408965,65.255527,,,,,
750,60.947558,59.553808,59.813704,72.050215,64.102558,,,,,
751,66.995684,60.358444,58.590683,58.076256,61.39886,,,,,
752,55.202714,58.65136,70.384746,59.212089,57.854798,,,,,
753,60.920995,62.074329,67.020579,71.442143,60.441517,,,,,
754,56.13412,62.093756,71.510684,67.344642,57.39037,,,,,
755,56.137401,61.095787,56.864381,56.88912,60.728704,,,,,
756,57.444224,58.017454,69.919903,64.242142,57.845579,,,,,
757,60.657767,58.91537,57.829746,64.248391,59.529225,,,,,
758,61.171882,60.925579,62.004746,73.518914,59.49313,,,,,
759,56.175266,64.278339,57.782297,55.910683,54.042297,,,,,
760,58.03261,60.166776,60.773756,65.017611,53.374849,,,,,
761,55.570422,63.721829,54.125005,59.651048,61.001724,,,,,
762,60.573339,65.233183,58.475943,59.925996,55.240474,,,,,
763,60.676517,58.044901,62.209902,59.769225,54.075839,,,,,
764,59.774277,63.173965,60.187558,64.187455,60.257767,,,,,
765,56.361725,62.920423,52.532974,60.465214,58.950579,,,,,
766,61.215371,55.548756,61.883652,58.868027,58.946829,,,,,
767,54.612818,62.89761,60.604954,64.210684,56.621933,,,,,
768,60.722506,63.278496,52.225109,77.882821,57.66636,,,,,
769,57.29412,58.049329,54.540058,55.873808,63.367142,,,,,
770,60.306204,60.281361,61.662767,62.39459,58.182245,,,,,
771,56.480682,64.051829,58.482037,66.75209,61.043704,,,,,
772,68.875736,62.617298,77.549071,58.100214,57.928703,,,,,
773,58.729902,62.86485,60.822923,59.363599,62.350058,,,,,
774,58.280683,63.059278,58.130163,63.692142,56.740891,,,,,
775,58.484277,64.992506,57.325475,71.647298,57.537818,,,,,
776,51.739692,58.560787,59.293808,62.992038,59.052506,,,,,
777,58.838495,89.062509,60.416413,64.232766,56.415162,,,,,
778,55.701516,65.057767,58.93959,66.406882,64.955476,,,,,
779,65.293809,55.777922,55.581933,66.649485,57.856933,,,,,
780,58.050371,60.574954,62.22084,68.915215,54.943756,,,,,
781,62.252923,60.764537,60.367402,72.595215,52.358078,,,,,
782,59.436985,61.671568,59.870214,69.616726,57.392297,,,,,
783,56.450787,62.178547,55.766464,66.868496,57.01162,,,,,
784,58.257975,57.116568,58.985527,71.994955,59.32235,,,,,
785,59.69287,58.451308,57.802297,66.701934,57.069693,,,,,
786,61.807194,64.941933,56.106984,65.610788,61.909173,,,,,
787,59.269902,63.587715,59.152298,87.479488,60.842298,,,,,
788,61.388548,63.41235,58.888183,66.794434,61.150891,,,,,
789,63.0011,58.867297,59.454173,57.271152,60.031256,,,,,
790,63.927455,60.515787,63.033705,56.478182,60.755214,,,,,
791,62.114486,60.020006,58.170006,63.333913,61.587871,,,,,
792,59.716464,56.312975,58.500996,63.258132,60.047662,,,,,
793,56.1211,58.381932,55.950995,56.069329,53.093026,,,,,
794,58.011099,56.49662,61.381881,56.645475,53.898651,,,,,
795,57.865891,57.445735,55.544172,63.947298,53.429485,,,,,
796,54.186672,58.634953,61.014746,59.80709,66.528548,,,,,
797,52.497037,56.650475,57.164589,61.032454,58.244329,,,,,
798,60.186152,68.621153,59.183495,60.660423,53.218808,,,,,
799,57.519798,59.854537,53.85938,55.227141,58.653704,,,,,
800,55.538548,62.180006,55.41136,56.86735,59.85287,,,,,
801,60.56261,66.029225,56.813183,67.312819,55.896776,,,,,
802,58.787975,57.635162,61.075943,68.066882,61.190684,,,,,
803,56.285787,60.262766,57.003599,60.158287,61.742819,,,,,
804,55.535943,63.339486,55.363704,57.185006,56.655734,,,,,
805,59.799225,56.722922,65.651048,62.548287,59.419069,,,,,
806,54.786256,60.392871,58.199329,62.264329,59.864902,,,,,
807,53.04037,68.97959,55.462088,60.274694,60.883913,,,,,
808,62.397819,62.422663,67.839902,59.271933,55.709276,,,,,
809,55.333964,68.871934,61.844381,59.553235,57.987714,,,,,
810,53.583755,60.58261,55.730109,56.92537,57.682819,,,,,
811,56.773079,60.866152,58.479224,57.642246,61.481725,,,,,
812,53.618339,65.594902,56.921151,64.185683,63.011621,,,,,
813,58.568755,66.698653,55.846985,59.346412,53.693964,,,,,
814,63.663548,64.293652,53.981464,58.393443,58.392246,,,,,
815,60.675787,66.781361,59.788496,56.980005,59.16261,,,,,
816,52.120317,61.902142,58.379016,60.313704,54.690839,,,,,
817,58.498183,61.442923,62.595631,57.811412,57.984901,,,,,
818,59.95011,63.14834,55.724641,64.191465,62.2211,,,,,
819,60.708808,63.782194,55.075943,64.269277,62.280527,,,,,
820,60.630267,59.661621,57.967975,67.455319,57.227714,,,,,
821,54.827766,56.472349,54.372922,64.087923,59.163079,,,,,
822,55.642297,58.454485,60.207974,66.411881,61.024172,,,,,
823,56.772402,59.126724,62.631621,64.394746,54.169433,,,,,
824,57.755735,59.821308,59.2561,69.73683,60.18386,,,,,
825,56.852766,70.948966,62.193027,71.078861,58.078756,,,,,
826,56.84438,62.384434,55.406621,65.689642,54.518338,,,,,
827,59.941985,61.191933,54.369381,64.485163,60.416777,,,,,
828,56.512766,58.176933,57.396985,62.437767,65.86735,,,,,
829,64.484798,58.329745,62.806933,61.509642,56.334016,,,,,
830,63.504121,60.796568,58.491568,69.53308,57.011047,,,,,
831,60.692402,64.700423,57.69412,59.707558,57.416621,,,,,
832,57.049954,64.955371,61.61261,65.509329,59.356152,,,,,
833,59.79235,64.709538,60.246152,68.086829,56.649798,,,,,
834,55.440266,60.97037,57.635109,69.72308,59.330423,,,,,
835,59.3261,63.823965,54.80011,66.308235,61.758236,,,,,
836,58.50735,58.468026,59.128756,59.8061,56.95261,,,,,
837,53.172088,62.130788,62.991517,63.104538,61.732454,,,,,
838,56.437557,61.254225,57.861725,64.949068,54.619015,,,,,
839,51.283026,90.637301,58.155058,65.848652,57.434537,,,,,
840,54.7661,63.226829,56.846099,70.188601,53.139172,,,,,
841,53.760943,67.919694,61.800527,69.907038,57.115631,,,,,
842,60.989433,62.597715,62.175163,69.252663,58.536777,,,,,
843,56.847766,62.764693,71.118601,66.160944,57.68511,,,,,
844,57.959901,60.110683,61.346361,69.732716,55.837141,,,,,
845,56.445214,63.285215,63.513652,62.93084,54.491725,,,,,
846,61.51834,61.538548,62.281256,67.37084,57.026516,,,,,
847,59.894538,62.200162,53.645214,65.690892,61.880475,,,,,
848,61.542715,62.554329,85.255946,58.184224,62.54709,,,,,
849,55.597505,54.700578,52.953964,67.390476,53.308339,,,,,
850,63.619798,59.656308,58.263912,66.695059,55.324225,,,,,
851,59.240631,60.631152,54.75537,71.985059,57.137505,,,,,
852,59.973235,60.960423,59.231725,66.434434,61.266725,,,,,
853,60.570371,62.880892,54.860162,59.027142,56.186256,,,,,
854,63.940632,61.99683,55.48287,72.02058,58.055162,,,,,
855,62.86433,62.659173,59.815006,64.0161,57.262818,,,,,
856,55.656933,64.327298,54.36912,60.717975,60.263235,,,,,
857,56.166516,63.926465,61.398443,65.870528,56.396568,,,,,
858,62.854798,63.004694,56.132453,58.569953,60.361777,,,,,
859,58.37511,63.26761,58.049432,65.235788,56.474277,,,,,
860,57.078704,58.702297,58.166256,62.5661,56.028807,,,,,
861,56.391568,58.36011,60.708288,61.986881,57.805006,,,,,
862,61.635371,61.298912,56.741829,63.766621,60.149902,,,,,
863,58.831308,61.477663,59.149642,67.282142,59.499433,,,,,
864,60.805683,63.480736,51.692609,58.451308,58.043912,,,,,
865,57.304537,66.345319,60.452558,70.025944,55.395943,,,,,
866,51.216568,69.006518,54.286308,71.148757,54.47787,,,,,
867,61.159745,67.288132,60.370266,57.848339,59.809381,,,,,
