Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,,Min FPS
0,1.23188E+14,1.23188E+14,33.845331,1,,,0,45,,19
0,1.23188E+14,1.23189E+14,233.640938,13,,,1,60,,
0,1.23189E+14,1.23189E+14,34.662079,2,,,2,59,,Max FPS
0,1.23189E+14,1.23189E+14,50.203768,2,,,3,60,,60
0,1.23189E+14,1.23189E+14,16.97169,0,,,4,60,,
0,1.23189E+14,1.23189E+14,16.768747,0,,,5,59,,Avg FPS
0,1.23189E+14,1.23189E+14,16.768422,0,,,6,60,,59.42192691
0,1.23189E+14,1.23189E+14,16.768606,0,,,7,59,,
0,1.23189E+14,1.23189E+14,16.768396,0,,,8,60,,
0,1.23189E+14,1.23189E+14,16.768397,0,,,9,60,,
0,1.23189E+14,1.23189E+14,16.768527,0,,,10,59,,
0,1.23189E+14,1.23189E+14,16.768296,0,,,11,60,,
0,1.23189E+14,1.23189E+14,16.768465,0,,,12,60,,
0,1.23189E+14,1.23189E+14,16.76829,0,,,13,59,,
0,1.23189E+14,1.23189E+14,16.768312,0,,,14,60,,
0,1.23189E+14,1.23189E+14,16.768438,0,,,15,59,,
0,1.23189E+14,1.23189E+14,16.768311,0,,,16,60,,
0,1.23189E+14,1.23189E+14,16.768338,0,,,17,60,,
0,1.23189E+14,1.23189E+14,16.768334,0,,,18,59,,
0,1.23189E+14,1.23189E+14,16.768229,0,,,19,60,,
0,1.23189E+14,1.23189E+14,16.768159,0,,,20,60,,
0,1.23189E+14,1.23189E+14,16.768259,0,,,21,59,,
0,1.23189E+14,1.23189E+14,16.767899,0,,,22,60,,
0,1.23189E+14,1.23189E+14,16.767909,0,,,23,60,,
0,1.23189E+14,1.23189E+14,16.76827,0,,,24,59,,
0,1.23189E+14,1.23189E+14,16.768406,0,,,25,60,,
0,1.23189E+14,1.23189E+14,16.768051,0,,,26,59,,
0,1.23189E+14,1.23189E+14,16.767964,0,,,27,60,,
0,1.23189E+14,1.23189E+14,16.768461,0,,,28,60,,
0,1.23189E+14,1.23189E+14,16.768509,0,,,29,59,,
0,1.23189E+14,1.23189E+14,16.768568,0,,,30,60,,
0,1.23189E+14,1.23189E+14,16.768621,0,,,31,60,,
0,1.23189E+14,1.23189E+14,16.768458,0,,,32,59,,
0,1.23189E+14,1.23189E+14,16.768424,0,,,33,60,,
0,1.23189E+14,1.23189E+14,16.768203,0,,,34,59,,
0,1.23189E+14,1.23189E+14,16.7681,0,,,35,60,,
0,1.23189E+14,1.23189E+14,16.768073,0,,,36,60,,
0,1.23189E+14,1.23189E+14,16.768141,0,,,37,59,,
0,1.23189E+14,1.23189E+14,16.768069,0,,,38,60,,
0,1.23189E+14,1.23189E+14,16.767735,0,,,39,60,,
0,1.23189E+14,1.23189E+14,16.768116,0,,,40,59,,
0,1.23189E+14,1.23189E+14,16.768234,0,,,41,60,,
0,1.23189E+14,1.23189E+14,16.768094,0,,,42,59,,
0,1.23189E+14,1.23189E+14,16.768303,0,,,43,60,,
0,1.23189E+14,1.23189E+14,16.768166,0,,,44,60,,
1,1.23189E+14,1.23189E+14,16.76788,0,,,45,59,,
1,1.23189E+14,1.23189E+14,16.768266,0,,,46,60,,
1,1.23189E+14,1.23189E+14,16.768268,0,,,47,60,,
1,1.23189E+14,1.23189E+14,16.768323,0,,,48,59,,
1,1.23189E+14,1.23189E+14,16.768393,0,,,49,60,,
1,1.23189E+14,1.23189E+14,16.768346,0,,,50,59,,
1,1.23189E+14,1.23189E+14,16.768482,0,,,51,60,,
1,1.23189E+14,1.23189E+14,16.768301,0,,,52,60,,
1,1.23189E+14,1.23189E+14,16.76792,0,,,53,59,,
1,1.23189E+14,1.23189E+14,16.768239,0,,,54,60,,
1,1.23189E+14,1.2319E+14,16.768188,0,,,55,60,,
1,1.2319E+14,1.2319E+14,16.768188,0,,,56,59,,
1,1.2319E+14,1.2319E+14,16.76817,0,,,57,60,,
1,1.2319E+14,1.2319E+14,16.76812,0,,,58,60,,
1,1.2319E+14,1.2319E+14,16.768134,0,,,59,59,,
1,1.2319E+14,1.2319E+14,16.767999,0,,,60,60,,
1,1.2319E+14,1.2319E+14,16.768269,0,,,61,59,,
1,1.2319E+14,1.2319E+14,16.768117,0,,,62,60,,
1,1.2319E+14,1.2319E+14,16.768237,0,,,63,60,,
1,1.2319E+14,1.2319E+14,16.768009,0,,,64,59,,
1,1.2319E+14,1.2319E+14,16.768109,0,,,65,60,,
1,1.2319E+14,1.2319E+14,16.768005,0,,,66,60,,
1,1.2319E+14,1.2319E+14,16.768075,0,,,67,59,,
1,1.2319E+14,1.2319E+14,16.768224,0,,,68,60,,
1,1.2319E+14,1.2319E+14,16.768076,0,,,69,59,,
1,1.2319E+14,1.2319E+14,16.768173,0,,,70,60,,
1,1.2319E+14,1.2319E+14,16.768142,0,,,71,60,,
1,1.2319E+14,1.2319E+14,16.767981,0,,,72,59,,
1,1.2319E+14,1.2319E+14,16.768097,0,,,73,60,,
1,1.2319E+14,1.2319E+14,16.767992,0,,,74,60,,
1,1.2319E+14,1.2319E+14,16.76807,0,,,75,59,,
1,1.2319E+14,1.2319E+14,16.767914,0,,,76,60,,
1,1.2319E+14,1.2319E+14,16.768084,0,,,77,60,,
