Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3585748k used 145860k free 135008k buffers ,3731608,3585748,145860,135008,, 800%cpu 225%user 0%nice 28%sys 531%idle 0%iow 13%irq 3%sirq 0%host ,800,225,,28,,
2,5, Mem: 3731608k total 3585408k used 146200k free 135012k buffers ,3731608,3585408,146200,135012,, 800%cpu 231%user 0%nice 34%sys 524%idle 0%iow 7%irq 3%sirq 0%host ,800,231,,34,,
3,10, Mem: 3731608k total 3586256k used 145352k free 135012k buffers ,3731608,3586256,145352,135012,, 800%cpu 228%user 0%nice 34%sys 528%idle 0%iow 6%irq 3%sirq 0%host ,800,228,,34,,
4,15, Mem: 3731608k total 3587696k used 143912k free 135012k buffers ,3731608,3587696,143912,135012,, 800%cpu 252%user 0%nice 35%sys 510%idle 0%iow 3%irq 0%sirq 0%host ,800,252,,35,,
5,20, Mem: 3731608k total 3583432k used 148176k free 135016k buffers ,3731608,3583432,148176,135016,, 800%cpu 239%user 0%nice 29%sys 526%idle 0%iow 3%irq 3%sirq 0%host ,800,239,,29,,
6,25, Mem: 3731608k total 3583960k used 147648k free 135016k buffers ,3731608,3583960,147648,135016,, 800%cpu 187%user 0%nice 19%sys 590%idle 0%iow 0%irq 3%sirq 0%host ,800,187,,19,,
7,30, Mem: 3731608k total 3584948k used 146660k free 135016k buffers ,3731608,3584948,146660,135016,, 800%cpu 243%user 0%nice 43%sys 513%idle 0%iow 0%irq 0%sirq 0%host ,800,243,,43,,
8,35, Mem: 3731608k total 3585676k used 145932k free 135016k buffers ,3731608,3585676,145932,135016,, 800%cpu 217%user 3%nice 33%sys 543%idle 0%iow 3%irq 0%sirq 0%host ,800,217,,33,,
9,40, Mem: 3731608k total 3587160k used 144448k free 135016k buffers ,3731608,3587160,144448,135016,, 800%cpu 188%user 0%nice 28%sys 584%idle 0%iow 0%irq 0%sirq 0%host ,800,188,,28,,
10,45, Mem: 3731608k total 3586464k used 145144k free 135016k buffers ,3731608,3586464,145144,135016,, 800%cpu 197%user 3%nice 33%sys 557%idle 0%iow 7%irq 3%sirq 0%host ,800,197,,33,,
