Num,Time (sec),Raw Mem,Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),Raw CPU,CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0, Mem: 3731608k total 3583428k used 148180k free 54904k buffers ,3731608,3583428,148180,54904,, 800%cpu 240%user 3%nice 63%sys 487%idle 0%iow 3%irq 3%sirq 0%host ,800,240,,63,,
2,5, Mem: 3731608k total 3587704k used 143904k free 54912k buffers ,3731608,3587704,143904,54912,, 800%cpu 260%user 0%nice 50%sys 480%idle 0%iow 10%irq 0%sirq 0%host ,800,260,,50,,
3,10, Mem: 3731608k total 3565708k used 165900k free 54920k buffers ,3731608,3565708,165900,54920,, 800%cpu 213%user 0%nice 47%sys 537%idle 0%iow 3%irq 0%sirq 0%host ,800,213,,47,,
4,15, Mem: 3731608k total 3577120k used 154488k free 54984k buffers ,3731608,3577120,154488,54984,, 800%cpu 230%user 0%nice 60%sys 500%idle 0%iow 7%irq 3%sirq 0%host ,800,230,,60,,
5,20, Mem: 3731608k total 3591816k used 139792k free 54984k buffers ,3731608,3591816,139792,54984,, 800%cpu 193%user 13%nice 63%sys 523%idle 0%iow 3%irq 3%sirq 0%host ,800,193,,63,,
6,25, Mem: 3731608k total 3569960k used 161648k free 54984k buffers ,3731608,3569960,161648,54984,, 800%cpu 220%user 0%nice 47%sys 527%idle 0%iow 7%irq 0%sirq 0%host ,800,220,,47,,
7,30, Mem: 3731608k total 3584984k used 146624k free 54992k buffers ,3731608,3584984,146624,54992,, 800%cpu 203%user 0%nice 60%sys 530%idle 0%iow 3%irq 3%sirq 0%host ,800,203,,60,,
8,35, Mem: 3731608k total 3564916k used 166692k free 55100k buffers ,3731608,3564916,166692,55100,, 800%cpu 203%user 3%nice 70%sys 510%idle 0%iow 7%irq 7%sirq 0%host ,800,203,,70,,
9,40, Mem: 3731608k total 3578364k used 153244k free 55100k buffers ,3731608,3578364,153244,55100,, 800%cpu 213%user 3%nice 61%sys 519%idle 0%iow 3%irq 0%sirq 0%host ,800,213,,61,,
10,45, Mem: 3731608k total 3592580k used 139028k free 55108k buffers ,3731608,3592580,139028,55108,, 800%cpu 207%user 0%nice 57%sys 530%idle 0%iow 3%irq 3%sirq 0%host ,800,207,,57,,
11,50, Mem: 3731608k total 3573268k used 158340k free 55108k buffers ,3731608,3573268,158340,55108,, 800%cpu 203%user 3%nice 53%sys 537%idle 0%iow 3%irq 0%sirq 0%host ,800,203,,53,,
12,55, Mem: 3731608k total 3584492k used 147116k free 55116k buffers ,3731608,3584492,147116,55116,, 800%cpu 230%user 3%nice 47%sys 517%idle 0%iow 3%irq 0%sirq 0%host ,800,230,,47,,
13,60, Mem: 3731608k total 3568536k used 163072k free 55116k buffers ,3731608,3568536,163072,55116,, 800%cpu 213%user 3%nice 58%sys 523%idle 0%iow 3%irq 0%sirq 0%host ,800,213,,58,,
14,65, Mem: 3731608k total 3576564k used 155044k free 55116k buffers ,3731608,3576564,155044,55116,, 800%cpu 193%user 0%nice 57%sys 540%idle 0%iow 7%irq 3%sirq 0%host ,800,193,,57,,
15,70, Mem: 3731608k total 3590080k used 141528k free 55124k buffers ,3731608,3590080,141528,55124,, 800%cpu 213%user 3%nice 61%sys 516%idle 0%iow 6%irq 0%sirq 0%host ,800,213,,61,,
16,75, Mem: 3731608k total 3571784k used 159824k free 55124k buffers ,3731608,3571784,159824,55124,, 800%cpu 206%user 0%nice 45%sys 539%idle 0%iow 6%irq 3%sirq 0%host ,800,206,,45,,
17,80, Mem: 3731608k total 3582628k used 148980k free 55124k buffers ,3731608,3582628,148980,55124,, 800%cpu 203%user 3%nice 68%sys 523%idle 0%iow 3%irq 0%sirq 0%host ,800,203,,68,,
18,85, Mem: 3731608k total 3567880k used 163728k free 55124k buffers ,3731608,3567880,163728,55124,, 800%cpu 237%user 3%nice 70%sys 480%idle 0%iow 7%irq 3%sirq 0%host ,800,237,,70,,
19,90, Mem: 3731608k total 3576692k used 154916k free 55124k buffers ,3731608,3576692,154916,55124,, 800%cpu 206%user 0%nice 52%sys 535%idle 0%iow 3%irq 3%sirq 0%host ,800,206,,52,,
20,95, Mem: 3731608k total 3591424k used 140184k free 55164k buffers ,3731608,3591424,140184,55164,, 800%cpu 210%user 3%nice 61%sys 523%idle 0%iow 3%irq 0%sirq 0%host ,800,210,,61,,
