Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.843804,29.323493
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.318387,28.798076
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.762866,28.242555
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.007398,28.487087
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.779897,27.259586
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.704793,27.184482
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.766668,27.246357
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.023283,27.502972
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.654012,28.133701
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.581095,28.060784
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.989532,28.469221
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.002658,28.482347
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,17.451095,29.930784
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.131408,28.611097
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.719429,29.199118
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.695627,29.175316
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,17.54245,30.022139
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.604741,29.08443
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.10344,28.583129
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,16.186095,28.665784
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.60797,28.087659
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.414011,27.8937
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.444742,27.924431
0,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.485939,27.965628
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.843178,27.322867
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.625001,27.10469
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.802397,27.282086
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.689064,27.168753
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.679116,27.158805
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.658543,27.138232
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.75771,27.237399
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.794533,27.274222
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,15.012398,27.492087
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.694845,27.174534
1,6.42E+14,6.42E+14,12.479689,6.42E+14,6.42E+14,14.746824,27.226513
