Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3562744,168864,135136,0.954747658,800,184,0.23,100,0.125
2,5,3731608,3566644,164964,135136,0.955792784,800,169,0.21125,75,0.09375
3,10,3731608,3574432,157176,135144,0.95787982,800,163,0.20375,78,0.0975
4,15,3731608,3577080,154528,135144,0.958589434,800,191,0.23875,81,0.10125
5,20,3731608,3583284,148324,135144,0.960251988,800,166,0.2075,97,0.12125
6,25,3731608,3586948,144660,135144,0.96123387,800,161,0.20125,85,0.10625
7,30,3731608,3564548,167060,135144,0.955231096,800,181,0.22625,88,0.11
8,35,3731608,3570632,160976,135144,0.956861492,800,172,0.215,88,0.11
9,40,3731608,3576172,155436,135144,0.958346107,800,166,0.2075,88,0.11
10,45,3731608,3581500,150108,135144,0.95977391,800,181,0.22625,91,0.11375
11,50,3731608,3584524,147084,135144,0.960584284,800,181,0.22625,91,0.11375
12,55,3731608,3577596,154012,135144,0.958727712,800,153,0.19125,91,0.11375
13,60,3731608,3567072,164536,135144,0.95590748,800,181,0.22625,78,0.0975
14,65,3731608,3569268,162340,135144,0.956495966,800,166,0.2075,94,0.1175
15,70,3731608,3575524,156084,135144,0.958172455,800,163,0.20375,72,0.09
16,75,3731608,3581040,150568,135148,0.959650639,800,169,0.21125,97,0.12125
17,80,3731608,3563236,168372,135152,0.954879505,800,175,0.21875,138,0.1725
18,85,3731608,3542964,188644,135152,0.949446994,800,166,0.2075,88,0.11
19,90,3731608,3544540,187068,135152,0.949869332,800,156,0.195,94,0.1175
20,95,3731608,3549292,182316,135152,0.951142778,800,188,0.235,81,0.10125
21,100,3731608,3553888,177720,135160,0.952374419,800,169,0.21125,88,0.11
22,106,3731608,3562164,169444,135160,0.954592229,800,166,0.2075,88,0.11
23,111,3731608,3566924,164684,135160,0.955867819,800,181,0.22625,78,0.0975
24,116,3731608,3543388,188220,135168,0.949560618,800,163,0.20375,88,0.11
25,121,3731608,3549484,182124,135168,0.95119423,800,169,0.21125,88,0.11
26,126,3731608,3553124,178484,135168,0.952169681,800,178,0.2225,94,0.1175
27,131,3731608,3558624,172984,135168,0.953643577,800,175,0.21875,103,0.12875
28,136,3731608,3564376,167232,135168,0.955185003,800,147,0.18375,81,0.10125
29,141,3731608,3566232,165376,135172,0.955682376,800,178,0.2225,103,0.12875
30,146,3731608,3548012,183596,135176,0.950799762,800,172,0.215,91,0.11375
31,151,3731608,3549000,182608,135176,0.951064528,800,166,0.2075,97,0.12125
32,156,3731608,3553136,178472,135176,0.952172897,800,184,0.23,94,0.1175
33,161,3731608,3559000,172608,135184,0.953744338,800,156,0.195,81,0.10125
34,166,3731608,3562596,169012,135184,0.954707997,800,159,0.19875,100,0.125
35,171,3731608,3568440,163168,135184,0.956274078,800,181,0.22625,103,0.12875
36,176,3731608,3575656,155952,135184,0.958207829,800,163,0.20375,100,0.125
37,181,3731608,3547032,184576,135184,0.950537141,800,163,0.20375,88,0.11
38,186,3731608,3552068,179540,135184,0.951886693,800,178,0.2225,84,0.105
39,191,3731608,3558136,173472,135184,0.953512802,800,166,0.2075,84,0.105
40,196,3731608,3562780,168828,135192,0.954757306,800,169,0.21125,91,0.11375
41,201,3731608,3568100,163508,135200,0.956182965,800,188,0.235,91,0.11375
42,206,3731608,3573660,157948,135208,0.957672939,800,178,0.2225,97,0.12125
43,211,3731608,3576612,154996,135212,0.958464019,800,175,0.21875,75,0.09375
44,216,3731608,3551064,180544,135212,0.95161764,800,178,0.2225,106,0.1325
45,221,3731608,3555260,176348,135236,0.952742089,800,163,0.20375,88,0.11
46,226,3731608,3558396,173212,135236,0.953582477,800,175,0.21875,84,0.105
47,231,3731608,3563188,168420,135236,0.954866642,800,175,0.21875,94,0.1175
48,236,3731608,3569612,161996,135236,0.956588152,800,163,0.20375,88,0.11
49,241,3731608,3573260,158348,135236,0.957565746,800,156,0.195,72,0.09
50,246,3731608,3549552,182056,135236,0.951212453,800,172,0.215,100,0.125
51,251,3731608,3549052,182556,135236,0.951078463,800,156,0.195,84,0.105
52,256,3731608,3554512,177096,135236,0.952541639,800,153,0.19125,84,0.105
53,261,3731608,3558592,173016,135236,0.953635001,800,172,0.215,113,0.14125
54,266,3731608,3565452,166156,135240,0.955473351,800,169,0.21125,97,0.12125
55,271,3731608,3568908,162700,135240,0.956399493,800,181,0.22625,81,0.10125
56,276,3731608,3574872,156736,135240,0.957997732,800,187,0.23375,97,0.12125
57,281,3731608,3550956,180652,135240,0.951588698,800,184,0.23,91,0.11375
58,286,3731608,3551436,180172,135240,0.951717329,800,147,0.18375,103,0.12875
59,291,3731608,3556816,174792,135240,0.953159067,800,184,0.23,88,0.11
60,296,3731608,3561292,170316,135240,0.95435855,800,172,0.215,84,0.105
