Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.89E+14,1.89E+14,35.632399,1.89E+14,1.89E+14,229.9157,roses,0.43028176,,,265.548099,,0,4,,247570.0165,,daisy
0,1.89E+14,1.89E+14,10.285261,1.89E+14,1.89E+14,70.91558,roses,0.4803146,,,81.200841,,1,10,,,,
0,1.89E+14,1.89E+14,13.872033,1.89E+14,1.89E+14,68.654747,roses,0.62159985,,,82.52678,,2,10,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
0,1.89E+14,1.89E+14,14.592606,1.89E+14,1.89E+14,68.615788,roses,0.6924771,,,83.208394,,3,10,,83.63851909,,2960
1,1.89E+14,1.89E+14,8.997397,1.89E+14,1.89E+14,71.333236,roses,0.5969889,,,80.330633,,4,9,,,,
1,1.89E+14,1.89E+14,17.336304,1.89E+14,1.89E+14,67.27459,roses,0.64694047,,,84.610894,,5,10,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
1,1.89E+14,1.89E+14,9.168543,1.89E+14,1.89E+14,72.495164,roses,0.67036533,,,81.663707,,6,10,,9.833887043,,53.61544667
1,1.89E+14,1.89E+14,9.34599,1.89E+14,1.89E+14,73.177247,roses,0.60133034,,,82.523237,,7,10,,,,
1,1.89E+14,1.89E+14,9.577293,1.89E+14,1.89E+14,70.517871,roses,0.69649595,,,80.095164,,8,10,,Avg TP Confidence,,
1,1.89E+14,1.89E+14,9.478595,1.89E+14,1.89E+14,77.352143,roses,0.6444097,,,86.830738,,9,10,,0.478709345,,
1,1.89E+14,1.89E+14,18.696043,1.89E+14,1.89E+14,75.08907,roses,0.6161547,,,93.785113,,10,9,,,,
1,1.89E+14,1.89E+14,8.918386,1.89E+14,1.89E+14,69.367299,roses,0.67600936,,,78.285685,,11,10,,Total Classifications,,
1,1.89E+14,1.89E+14,14.548127,1.89E+14,1.89E+14,72.534747,roses,0.6565525,,,87.082874,,12,10,,2960,,
1,1.89E+14,1.89E+14,9.653803,1.89E+14,1.89E+14,68.447768,roses,0.6741343,,,78.101571,,13,9,,,,
2,1.89E+14,1.89E+14,18.834637,1.89E+14,1.89E+14,69.020737,roses,0.6342156,,,87.855374,,14,10,,True Positives,,
