Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class SEnd Time (ns),Class STime Elapsed (ms),Result,,Total Proc Time (ms),Avg Proc Time (ms),,Num,Classifications Per Second,Avg Class per Sec,,Total Classifications
10,1.65E+14,1.65E+14,505.6016132,,1.65E+14,81.507248,daisy,,587.1088612,,,15,1,,,
11,1.65E+14,1.65E+14,503.5350516,,1.65E+14,83.500268,daisy,,587.0353196,,,16,2,,,
11,1.65E+14,1.65E+14,509.6500516,,1.65E+14,60.027193,daisy,,569.6772446,,,17,2,,,
12,1.65E+14,1.65E+14,512.2389572,,1.65E+14,72.71084,daisy,,584.9497972,,,18,1,,,
13,1.65E+14,1.65E+14,509.8240612,,1.65E+14,71.141778,daisy,,580.9658392,,,19,2,,,
13,1.65E+14,1.65E+14,505.0455712,,1.65E+14,66.493757,daisy,,571.5393282,,,20,2,,,
14,1.65E+14,1.65E+14,503.9521332,,1.65E+14,73.520789,daisy,,577.4729222,,,21,1,,,
14,1.65E+14,1.65E+14,507.6595822,,1.65E+14,60.414433,daisy,,568.0740152,,,22,2,,,
15,1.65E+14,1.65E+14,513.4719782,,1.65E+14,74.888288,daisy,,588.3602662,,,23,2,,,
16,1.65E+14,1.65E+14,509.1142172,,1.65E+14,76.396153,daisy,,585.5103702,,,24,1,,,
16,1.65E+14,1.65E+14,504.0315092,,1.65E+14,68.079799,daisy,,572.1113082,,,25,2,,,
17,1.65E+14,1.65E+14,506.2927072,,1.65E+14,69.548496,daisy,,575.8412032,,,26,2,,,
17,1.65E+14,1.65E+14,511.2353632,,1.65E+14,74.458445,daisy,,585.6938082,,,27,2,,,
18,1.65E+14,1.65E+14,504.1475516,,1.65E+14,72.126465,daisy,,576.2740166,,,28,1,,,
19,1.65E+14,1.65E+14,510.0858842,,1.65E+14,70.329174,roses,,580.4150582,,,29,2,,,
19,1.65E+14,1.65E+14,505.1649992,,1.65E+14,71.927716,daisy,,577.0927152,,,30,1,,,
20,1.65E+14,1.65E+14,502.9547382,,1.65E+14,75.288705,daisy,,578.2434432,,,31,2,,,
20,1.65E+14,1.65E+14,508.9029672,,1.65E+14,72.612976,daisy,,581.5159432,,,32,2,,,
21,1.65E+14,1.65E+14,513.9019262,,1.65E+14,60.15235,daisy,,574.0542762,,,33,1,,,
22,1.65E+14,1.65E+14,509.9224982,,1.65E+14,76.871102,daisy,,586.7936002,,,34,2,,,
22,1.65E+14,1.65E+14,508.6397382,,1.65E+14,75.051258,daisy,,583.6909962,,,35,2,,,
23,1.65E+14,1.65E+14,509.8215092,,1.65E+14,72.974747,roses,,582.7962562,,,36,1,,,
23,1.65E+14,1.65E+14,503.3740082,,1.65E+14,78.082455,daisy,,581.4564632,,,37,2,,,
24,1.65E+14,1.65E+14,509.8848942,,1.65E+14,60.98037,daisy,,570.8652642,,,38,2,,,
25,1.65E+14,1.65E+14,507.7237482,,1.65E+14,78.939174,daisy,,586.6629222,,,39,1,,,
25,1.65E+14,1.65E+14,501.7907272,,1.65E+14,67.855475,daisy,,569.6462022,,,40,2,,,
26,1.65E+14,1.65E+14,509.7569772,,1.65E+14,72.65157,daisy,,582.4085472,,,41,2,,,
26,1.65E+14,1.65E+14,504.6172382,,1.65E+14,91.355686,daisy,,595.9729242,,,42,1,,,
27,1.65E+14,1.65E+14,504.6309362,,1.65E+14,72.506831,roses,,577.1377672,,,43,2,,,
27,1.65E+14,1.65E+14,503.5945822,,1.65E+14,71.464382,daisy,,575.0589642,,,44,1,,,
28,1.65E+14,1.65E+14,506.0956762,,1.65E+14,61.8561,daisy,,567.9517762,,,45,2,,,
29,1.65E+14,1.65E+14,503.3414042,,1.65E+14,96.762354,daisy,,600.1037582,,,46,2,,,
29,1.65E+14,1.65E+14,512.1030722,,1.65E+14,73.879069,daisy,,585.9821412,,,47,1,,,
30,1.65E+14,1.65E+14,510.7210412,,1.65E+14,69.520684,daisy,,580.2417252,,,48,1,,,
31,1.65E+14,1.65E+14,504.6131762,,1.65E+14,63.813496,daisy,,568.4266722,,,49,2,,,
31,1.65E+14,1.65E+14,506.1698952,,1.65E+14,68.87808,daisy,,575.0479752,,,50,1,,,
32,1.65E+14,1.65E+14,512.8359362,,1.65E+14,81.316519,daisy,,594.1524552,,,51,2,,,
32,1.65E+14,1.65E+14,513.2998432,,1.65E+14,69.991205,daisy,,583.2910482,,,52,1,,,
33,1.65E+14,1.65E+14,509.5381762,,1.65E+14,72.947246,daisy,,582.4854222,,,53,1,,,
34,1.65E+14,1.65E+14,507.3007282,,1.65E+14,71.258757,daisy,,578.5594852,,,54,2,,,
34,1.65E+14,1.65E+14,510.3020316,,1.65E+14,72.717768,roses,,583.0197996,,,55,1,,,
35,1.65E+14,1.65E+14,514.8908842,,1.65E+14,72.760944,daisy,,587.6518282,,,56,2,,,
35,1.65E+14,1.65E+14,502.9359362,,1.65E+14,64.781516,daisy,,567.7174522,,,57,1,,,
36,1.65E+14,1.65E+14,518.2029682,,1.65E+14,72.599487,daisy,,590.8024552,,,58,2,,,
37,1.65E+14,1.65E+14,500.7023412,,1.65E+14,78.902455,daisy,,579.6047962,,,59,1,,,
37,1.65E+14,1.65E+14,500.2590082,,1.65E+14,68.833549,daisy,,569.0925572,,,60,1,,,
38,1.65E+14,1.65E+14,504.4855722,,1.65E+14,62.489538,daisy,,566.9751102,,,61,2,,,
38,1.65E+14,1.65E+14,507.2680722,,1.65E+14,67.078549,daisy,,574.3466212,,,62,1,,,
39,1.65E+14,1.65E+14,503.5467172,,1.65E+14,67.3711,daisy,,570.9178172,,,63,2,,,
40,1.65E+14,1.65E+14,511.0314572,,1.65E+14,64.285058,roses,,575.3165152,,,64,1,,,
40,1.65E+14,1.65E+14,510.1367692,,1.65E+14,60.534902,daisy,,570.6716712,,,65,1,,,
41,1.65E+14,1.65E+14,512.8114052,,1.65E+14,72.639643,daisy,,585.4510482,,,66,2,,,
41,1.65E+14,1.65E+14,524.4421872,,1.65E+14,73.787351,daisy,,598.2295382,,,67,1,,,
42,1.65E+14,1.65E+14,528.9411992,,1.65E+14,71.642663,daisy,,600.5838622,,,68,2,,,
43,1.65E+14,1.65E+14,527.0998962,,1.65E+14,71.008705,daisy,,598.1086012,,,69,1,,,
43,1.65E+14,1.65E+14,551.5260442,,1.65E+14,69.239799,daisy,,620.7658432,,,70,2,,,
44,1.65E+14,1.65E+14,548.4491172,,1.65E+14,71.301361,daisy,,619.7504782,,,71,1,,,
45,1.65E+14,1.65E+14,546.1315652,,1.65E+14,75.342507,daisy,,621.4740722,,,72,1,,,
45,1.65E+14,1.65E+14,573.5230262,,1.65E+14,82.847821,daisy,,656.3708472,,,73,2,,,
46,1.65E+14,1.65E+14,571.8900052,,1.65E+14,82.490945,daisy,,654.3809502,,,74,1,,,
46,1.65E+14,1.65E+14,576.2263616,,1.65E+14,74.780372,daisy,,651.0067336,,,75,2,,,
47,1.65E+14,1.65E+14,606.8543832,,1.65E+14,82.500008,daisy,,689.3543912,,,76,1,,,
48,1.65E+14,1.65E+14,601.7847992,,1.65E+14,82.282769,daisy,,684.0675682,,,77,1,,,
49,1.65E+14,1.65E+14,604.9686022,,1.65E+14,78.396466,daisy,,683.3650682,,,78,2,,,
49,1.65E+14,1.65E+14,606.5377682,,1.65E+14,90.002925,daisy,,696.5406932,,,79,1,,,
50,1.65E+14,1.65E+14,611.3802692,,1.65E+14,82.565789,roses,,693.9460582,,,80,2,,,
51,1.65E+14,1.65E+14,602.4482892,,1.65E+14,83.126206,daisy,,685.5744952,,,81,1,,,
51,1.65E+14,1.65E+14,607.9808942,,1.65E+14,80.328706,daisy,,688.3096002,,,82,2,,,
52,1.65E+14,1.65E+14,604.5117272,,1.65E+14,80.087665,daisy,,684.5993922,,,83,1,,,
53,1.65E+14,1.65E+14,605.9311552,,1.65E+14,75.525997,daisy,,681.4571522,,,84,1,,,
54,1.65E+14,1.65E+14,603.4649042,,1.65E+14,80.758549,daisy,,684.2234532,,,85,2,,,
54,1.65E+14,1.65E+14,609.1653212,,1.65E+14,86.002091,daisy,,695.1674122,,,86,1,,,
55,1.65E+14,1.65E+14,603.4301132,,1.65E+14,84.49829,daisy,,687.9284032,,,87,2,,,
56,1.65E+14,1.65E+14,605.3631332,,1.65E+14,79.306778,daisy,,684.6699112,,,88,1,,,
56,1.65E+14,1.65E+14,600.6464142,,1.65E+14,73.744486,daisy,,674.3909002,,,89,2,,,
57,1.65E+14,1.65E+14,603.0177692,,1.65E+14,69.792975,roses,,672.8107442,,,90,1,,,
58,1.65E+14,1.65E+14,602.2670912,,1.65E+14,72.426257,daisy,,674.6933482,,,91,1,,,
58,1.65E+14,1.65E+14,603.6330292,,1.65E+14,78.550164,daisy,,682.1831932,,,92,2,,,
59,1.65E+14,1.65E+14,600.9705816,,1.65E+14,77.830268,roses,,678.8008496,,,93,1,,,
60,1.65E+14,1.65E+14,600.1242272,,1.65E+14,85.814435,roses,,685.9386622,,,94,2,,,
61,1.65E+14,1.65E+14,600.4314662,,1.65E+14,78.189695,daisy,,678.6211612,,,95,1,,,
61,1.65E+14,1.65E+14,599.8391232,,1.65E+14,74.400112,daisy,,674.2392352,,,96,2,,,
62,1.65E+14,1.65E+14,605.1395912,,1.65E+14,81.493602,daisy,,686.6331932,,,97,1,,,
63,1.65E+14,1.65E+14,617.2898532,,1.65E+14,80.309539,daisy,,697.5993922,,,98,1,,,
63,1.65E+14,1.65E+14,608.8064672,,1.65E+14,79.7823,daisy,,688.5887672,,,99,2,,,
64,1.65E+14,1.65E+14,601.7816222,,1.65E+14,79.777664,daisy,,681.5592862,,,100,1,,,
65,1.65E+14,1.65E+14,600.7001642,,1.65E+14,72.611153,roses,,673.3113172,,,101,2,,,
66,1.65E+14,1.65E+14,604.7724562,,1.65E+14,81.968342,daisy,,686.7407982,,,102,1,,,
66,1.65E+14,1.65E+14,608.8875612,,1.65E+14,86.709384,daisy,,695.5969452,,,103,2,,,
67,1.65E+14,1.65E+14,606.1526132,,1.65E+14,78.753862,daisy,,684.9064752,,,104,1,,,
68,1.65E+14,1.65E+14,609.3761022,,1.65E+14,82.942873,daisy,,692.3189752,,,105,1,,,
68,1.65E+14,1.65E+14,605.3404252,,1.65E+14,77.10381,daisy,,682.4442352,,,106,2,,,
69,1.65E+14,1.65E+14,620.4508952,,1.65E+14,79.544226,roses,,699.9951212,,,107,1,,,
70,1.65E+14,1.65E+14,614.4814672,,1.65E+14,78.810581,daisy,,693.2920482,,,108,2,,,
70,1.65E+14,1.65E+14,605.3758412,,1.65E+14,86.128342,roses,,691.5041832,,,109,1,,,
71,1.65E+14,1.65E+14,606.9275082,,1.65E+14,80.750476,daisy,,687.6779842,,,110,1,,,
72,1.65E+14,1.65E+14,605.3757916,,1.65E+14,79.67282,daisy,,685.0486116,,,111,2,,,
73,1.65E+14,1.65E+14,607.4829252,,1.65E+14,77.500841,daisy,,684.9837662,,,112,1,,,
73,1.65E+14,1.65E+14,609.6043842,,1.65E+14,69.822195,daisy,,679.4265792,,,113,2,,,
74,1.65E+14,1.65E+14,607.9437062,,1.65E+14,76.685633,roses,,684.6293392,,,114,1,,,
75,1.65E+14,1.65E+14,610.8828732,,1.65E+14,82.712873,roses,,693.5957462,,,115,2,,,
75,1.65E+14,1.65E+14,606.8718312,,1.65E+14,82.131675,daisy,,689.0035062,,,116,1,,,
76,1.65E+14,1.65E+14,608.8669872,,1.65E+14,76.822508,roses,,685.6894952,,,117,1,,,
77,1.65E+14,1.65E+14,609.6343322,,1.65E+14,88.959592,roses,,698.5939242,,,118,2,,,
78,1.65E+14,1.65E+14,614.2950612,,1.65E+14,82.870685,daisy,,697.1657462,,,119,1,,,
78,1.65E+14,1.65E+14,612.5075092,,1.65E+14,75.646882,daisy,,688.1543912,,,120,2,,,
79,1.65E+14,1.65E+14,597.4017262,,1.65E+14,83.509279,daisy,,680.9110052,,,121,1,,,
80,1.65E+14,1.65E+14,607.5121442,,1.65E+14,80.354331,daisy,,687.8664752,,,122,2,,,
80,1.65E+14,1.65E+14,608.7809982,,1.65E+14,79.746101,roses,,688.5270992,,,123,1,,,
81,1.65E+14,1.65E+14,605.4471962,,1.65E+14,93.539385,roses,,698.9865812,,,124,1,,,
82,1.65E+14,1.65E+14,601.5361022,,1.65E+14,85.448029,daisy,,686.9841312,,,125,2,,,
82,1.65E+14,1.65E+14,601.0312052,,1.65E+14,79.668914,daisy,,680.7001192,,,126,1,,,
83,1.65E+14,1.65E+14,605.1386542,,1.65E+14,75.779487,daisy,,680.9181412,,,127,2,,,
84,1.65E+14,1.65E+14,615.7926132,,1.65E+14,76.853601,daisy,,692.6462142,,,128,1,,,
85,1.65E+14,1.65E+14,602.2771952,,1.65E+14,81.452925,daisy,,683.7301202,,,129,1,,,
85,1.65E+14,1.65E+14,601.6241232,,1.65E+14,79.98058,roses,,681.6047032,,,130,2,,,
86,1.65E+14,1.65E+14,604.2889142,,1.65E+14,71.364174,daisy,,675.6530882,,,131,1,,,
87,1.65E+14,1.65E+14,611.4912072,,1.65E+14,80.73006,roses,,692.2212672,,,132,2,,,
87,1.65E+14,1.65E+14,612.2743322,,1.65E+14,72.607715,roses,,684.8820472,,,133,1,,,
88,1.65E+14,1.65E+14,612.8142282,,1.65E+14,73.583132,daisy,,686.3973602,,,134,1,,,
89,1.65E+14,1.65E+14,610.4707372,,1.65E+14,78.732664,daisy,,689.2034012,,,135,2,,,
89,1.65E+14,1.65E+14,611.3795416,,1.65E+14,83.346935,daisy,,694.7264766,,,136,1,,,
90,1.65E+14,1.65E+14,611.3446442,,1.65E+14,80.554643,daisy,,691.8992872,,,137,2,,,
91,1.65E+14,1.65E+14,610.5853212,,1.65E+14,79.658289,roses,,690.2436102,,,138,1,,,
92,1.65E+14,1.65E+14,612.4416242,,1.65E+14,78.760737,roses,,691.2023612,,,139,2,,,
92,1.65E+14,1.65E+14,610.4525092,,1.65E+14,77.452716,roses,,687.9052252,,,140,1,,,
93,1.65E+14,1.65E+14,611.0417792,,1.65E+14,77.261987,daisy,,688.3037662,,,141,1,,,
94,1.65E+14,1.65E+14,615.0249582,,1.65E+14,74.194695,daisy,,689.2196532,,,142,2,,,
94,1.65E+14,1.65E+14,613.7717816,,1.65E+14,77.836154,daisy,,691.6079356,,,143,1,,,
95,1.65E+14,1.65E+14,611.6878212,,1.65E+14,72.459642,roses,,684.1474632,,,144,2,,,
96,1.65E+14,1.65E+14,615.1603742,,1.65E+14,80.711102,roses,,695.8714762,,,145,1,,,
96,1.65E+14,1.65E+14,609.4038112,,1.65E+14,82.498289,roses,,691.9021002,,,146,2,,,
97,1.65E+14,1.65E+14,610.5294362,,1.65E+14,77.148498,daisy,,687.6779342,,,147,1,,,
98,1.65E+14,1.65E+14,607.8741762,,1.65E+14,79.175321,roses,,687.0494972,,,148,1,,,
99,1.65E+14,1.65E+14,608.4788112,,1.65E+14,81.64881,roses,,690.1276212,,,149,2,,,
99,1.65E+14,1.65E+14,613.0497482,,1.65E+14,73.60506,daisy,,686.6548082,,,150,1,,,
100,1.65E+14,1.65E+14,609.5573012,,1.65E+14,78.572977,roses,,688.1302782,,,151,2,,,
101,1.65E+14,1.65E+14,612.1753222,,1.65E+14,76.882196,roses,,689.0575182,,,152,1,,,
101,1.65E+14,1.65E+14,613.6662072,,1.65E+14,73.732404,roses,,687.3986112,,,153,1,,,
102,1.65E+14,1.65E+14,608.9783422,,1.65E+14,82.14506,daisy,,691.1234022,,,154,2,,,
103,1.65E+14,1.65E+14,608.7669362,,1.65E+14,78.34282,daisy,,687.1097562,,,155,1,,,
103,1.65E+14,1.65E+14,609.2314672,,1.65E+14,80.396883,roses,,689.6283502,,,156,2,,,
104,1.65E+14,1.65E+14,611.3876122,,1.65E+14,81.380477,roses,,692.7680892,,,157,1,,,
105,1.65E+14,1.65E+14,609.3491752,,1.65E+14,75.96782,daisy,,685.3169952,,,158,2,,,
106,1.65E+14,1.65E+14,611.7134472,,1.65E+14,78.836258,roses,,690.5497052,,,159,1,,,
106,1.65E+14,1.65E+14,613.0357382,,1.65E+14,78.095684,daisy,,691.1314222,,,160,1,,,
107,1.65E+14,1.65E+14,607.2196962,,1.65E+14,83.766154,roses,,690.9858502,,,161,2,,,
108,1.65E+14,1.65E+14,609.1622482,,1.65E+14,76.757091,daisy,,685.9193392,,,162,1,,,
108,1.65E+14,1.65E+14,614.8207912,,1.65E+14,75.753497,roses,,690.5742882,,,163,1,,,
109,1.65E+14,1.65E+14,611.2405292,,1.65E+14,88.957977,roses,,700.1985062,,,164,2,,,
110,1.65E+14,1.65E+14,616.7168852,,1.65E+14,78.662404,roses,,695.3792892,,,165,1,,,
111,1.65E+14,1.65E+14,610.2109462,,1.65E+14,85.529384,daisy,,695.7403302,,,166,2,,,
111,1.65E+14,1.65E+14,610.2576132,,1.65E+14,81.921518,roses,,692.1791312,,,167,1,,,
112,1.65E+14,1.65E+14,612.1688632,,1.65E+14,74.362247,roses,,686.5311102,,,168,1,,,
113,1.65E+14,1.65E+14,639.8051162,,1.65E+14,80.260842,roses,,720.0659582,,,169,2,,,
113,1.65E+14,1.65E+14,609.2236552,,1.65E+14,73.750111,daisy,,682.9737662,,,170,1,,,
114,1.65E+14,1.65E+14,608.0467792,,1.65E+14,80.116049,roses,,688.1628282,,,171,2,,,
115,1.65E+14,1.65E+14,615.0519362,,1.65E+14,80.762716,roses,,695.8146522,,,172,1,,,
115,1.65E+14,1.65E+14,603.0166232,,1.65E+14,77.6623,daisy,,680.6789232,,,173,1,,,
116,1.65E+14,1.65E+14,605.7503732,,1.65E+14,72.181622,roses,,677.9319952,,,174,2,,,
117,1.65E+14,1.65E+14,601.2438116,,1.65E+14,76.732612,daisy,,677.9764236,,,175,1,,,
118,1.65E+14,1.65E+14,604.5049562,,1.65E+14,76.967508,roses,,681.4724642,,,176,2,,,
118,1.65E+14,1.65E+14,602.6674562,,1.65E+14,84.233082,roses,,686.9005382,,,177,1,,,
119,1.65E+14,1.65E+14,602.0095392,,1.65E+14,77.435372,roses,,679.4449112,,,178,2,,,
120,1.65E+14,1.65E+14,601.5294352,,1.65E+14,78.988862,daisy,,680.5182972,,,179,1,,,
120,1.65E+14,1.65E+14,602.4758942,,1.65E+14,81.575529,daisy,,684.0514232,,,180,1,,,
121,1.65E+14,1.65E+14,604.9407382,,1.65E+14,84.02829,daisy,,688.9690282,,,181,2,,,
122,1.65E+14,1.65E+14,607.8694882,,1.65E+14,82.414331,daisy,,690.2838192,,,182,1,,,
122,1.65E+14,1.65E+14,614.1084992,,1.65E+14,74.214174,daisy,,688.3226732,,,183,2,,,
123,1.65E+14,1.65E+14,601.0927162,,1.65E+14,78.6773,roses,,679.7700162,,,184,1,,,
124,1.65E+14,1.65E+14,604.1595392,,1.65E+14,84.274904,daisy,,688.4344432,,,185,1,,,
125,1.65E+14,1.65E+14,607.7316232,,1.65E+14,112.234386,daisy,,719.9660092,,,186,2,,,
125,1.65E+14,1.65E+14,606.6649572,,1.65E+14,79.309852,roses,,685.9748092,,,187,1,,,
126,1.65E+14,1.65E+14,608.2111022,,1.65E+14,104.554698,daisy,,712.7658002,,,188,2,,,
127,1.65E+14,1.65E+14,603.9581332,,1.65E+14,85.633707,roses,,689.5918402,,,189,1,,,
127,1.65E+14,1.65E+14,615.6344882,,1.65E+14,76.460997,daisy,,692.0954852,,,190,2,,,
128,1.65E+14,1.65E+14,610.0688112,,1.65E+14,81.783602,daisy,,691.8524132,,,191,1,,,
129,1.65E+14,1.65E+14,611.3676652,,1.65E+14,80.536675,roses,,691.9043402,,,192,1,,,
130,1.65E+14,1.65E+14,609.4418312,,1.65E+14,85.748655,roses,,695.1904862,,,193,2,,,
130,1.65E+14,1.65E+14,614.3984472,,1.65E+14,92.718759,daisy,,707.1172062,,,194,1,,,
131,1.65E+14,1.65E+14,612.2427172,,1.65E+14,75.324226,roses,,687.5669432,,,195,2,,,
132,1.65E+14,1.65E+14,606.0363632,,1.65E+14,80.5248,roses,,686.5611632,,,196,1,,,
132,1.65E+14,1.65E+14,602.9981332,,1.65E+14,85.102873,roses,,688.1010062,,,197,1,,,
133,1.65E+14,1.65E+14,605.8092792,,1.65E+14,72.778445,daisy,,678.5877242,,,198,2,,,
134,1.65E+14,1.65E+14,608.6771962,,1.65E+14,73.614904,roses,,682.2921002,,,199,1,,,
135,1.65E+14,1.65E+14,605.4649042,,1.65E+14,75.843445,roses,,681.3083492,,,200,2,,,
135,1.65E+14,1.65E+14,605.8606862,,1.65E+14,77.026778,roses,,682.8874642,,,201,1,,,
136,1.65E+14,1.65E+14,606.6861542,,1.65E+14,77.213913,daisy,,683.9000672,,,202,2,,,
137,1.65E+14,1.65E+14,600.7417792,,1.65E+14,84.045372,roses,,684.7871512,,,203,1,,,
137,1.65E+14,1.65E+14,608.0114152,,1.65E+14,82.226727,daisy,,690.2381422,,,204,1,,,
138,1.65E+14,1.65E+14,602.8834462,,1.65E+14,86.997456,daisy,,689.8809022,,,205,2,,,
139,1.65E+14,1.65E+14,602.6924562,,1.65E+14,76.070216,daisy,,678.7626722,,,206,1,,,
139,1.65E+14,1.65E+14,604.4819352,,1.65E+14,86.599436,roses,,691.0813712,,,207,2,,,
140,1.65E+14,1.65E+14,603.2261542,,1.65E+14,82.750529,roses,,685.9766832,,,208,1,,,
141,1.65E+14,1.65E+14,606.2227172,,1.65E+14,78.167768,roses,,684.3904852,,,209,1,,,
142,1.65E+14,1.65E+14,599.8450082,,1.65E+14,86.587873,daisy,,686.4328812,,,210,2,,,
142,1.65E+14,1.65E+14,602.1892272,,1.65E+14,92.590686,roses,,694.7799132,,,211,1,,,
143,1.65E+14,1.65E+14,611.5636542,,1.65E+14,79.543966,roses,,691.1076202,,,212,2,,,
144,1.65E+14,1.65E+14,612.7112592,,1.65E+14,77.910216,roses,,690.6214752,,,213,1,,,
144,1.65E+14,1.65E+14,608.5576132,,1.65E+14,77.164903,roses,,685.7225162,,,214,1,,,
145,1.65E+14,1.65E+14,612.0741242,,1.65E+14,78.024435,daisy,,690.0985592,,,215,2,,,
146,1.65E+14,1.65E+14,608.8469882,,1.65E+14,98.879333,daisy,,707.7263212,,,216,1,,,
146,1.65E+14,1.65E+14,612.9639152,,1.65E+14,77.232403,roses,,690.1963182,,,217,2,,,
147,1.65E+14,1.65E+14,602.7380812,,1.65E+14,78.197612,roses,,680.9356932,,,218,1,,,
148,1.65E+14,1.65E+14,604.4201642,,1.65E+14,106.367458,daisy,,710.7876222,,,219,2,,,
149,1.65E+14,1.65E+14,610.3654252,,1.65E+14,72.145893,roses,,682.5113182,,,220,1,,,
149,1.65E+14,1.65E+14,607.0182892,,1.65E+14,67.276413,roses,,674.2947022,,,221,1,,,
150,1.65E+14,1.65E+14,608.1178212,,1.65E+14,78.757352,daisy,,686.8751732,,,222,2,,,
151,1.65E+14,1.65E+14,603.8646442,,1.65E+14,81.334019,roses,,685.1986632,,,223,1,,,
151,1.65E+14,1.65E+14,602.6999562,,1.65E+14,83.265738,roses,,685.9656942,,,224,2,,,
152,1.65E+14,1.65E+14,611.3553742,,1.65E+14,78.489175,daisy,,689.8445492,,,225,1,,,
153,1.65E+14,1.65E+14,603.5684982,,1.65E+14,77.240997,roses,,680.8094952,,,226,2,,,
154,1.65E+14,1.65E+14,600.2478216,,1.65E+14,85.69428,roses,,685.9421016,,,227,1,,,
154,1.65E+14,1.65E+14,604.3589672,,1.65E+14,75.590008,roses,,679.9489752,,,228,1,,,
155,1.65E+14,1.65E+14,603.4421962,,1.65E+14,81.097248,roses,,684.5394442,,,229,2,,,
156,1.65E+14,1.65E+14,600.7166742,,1.65E+14,80.744227,daisy,,681.4609012,,,230,1,,,
156,1.65E+14,1.65E+14,607.0575082,,1.65E+14,75.545164,daisy,,682.6026722,,,231,2,,,
157,1.65E+14,1.65E+14,607.4115716,,1.65E+14,78.904382,daisy,,686.3159536,,,232,1,,,
158,1.65E+14,1.65E+14,631.8092812,,1.65E+14,83.305998,roses,,715.1152792,,,233,2,,,
158,1.65E+14,1.65E+14,613.2144362,,1.65E+14,86.321467,daisy,,699.5359032,,,234,1,,,
159,1.65E+14,1.65E+14,614.5475116,,1.65E+14,82.337248,daisy,,696.8847596,,,235,1,,,
160,1.65E+14,1.65E+14,605.7517792,,1.65E+14,84.723237,roses,,690.4750162,,,236,2,,,
161,1.65E+14,1.65E+14,603.5961542,,1.65E+14,83.757613,daisy,,687.3537672,,,237,1,,,
161,1.65E+14,1.65E+14,603.8724562,,1.65E+14,85.455894,roses,,689.3283502,,,238,2,,,
162,1.65E+14,1.65E+14,618.9569892,,1.65E+14,89.053446,roses,,708.0104352,,,239,1,,,
163,1.65E+14,1.65E+14,608.1231332,,1.65E+14,107.493656,roses,,715.6167892,,,240,2,,,
164,1.65E+14,1.65E+14,623.0956352,,1.65E+14,76.839747,roses,,699.9353822,,,241,1,,,
164,1.65E+14,1.65E+14,633.0308972,,1.65E+14,87.021727,daisy,,720.0526242,,,242,1,,,
165,1.65E+14,1.65E+14,608.0537582,,1.65E+14,76.043497,roses,,684.0972552,,,243,2,,,
166,1.65E+14,1.65E+14,602.7797992,,1.65E+14,72.847663,roses,,675.6274622,,,244,1,,,
166,1.65E+14,1.65E+14,602.4766742,,1.65E+14,81.871622,daisy,,684.3482962,,,245,2,,,
167,1.65E+14,1.65E+14,607.5044362,,1.65E+14,76.664122,roses,,684.1685582,,,246,1,,,
168,1.65E+14,1.65E+14,606.7439142,,1.65E+14,109.307459,daisy,,716.0513732,,,247,1,,,
169,1.65E+14,1.65E+14,611.7268842,,1.65E+14,78.523341,roses,,690.2502252,,,248,2,,,
169,1.65E+14,1.65E+14,603.1757892,,1.65E+14,73.866413,roses,,677.0422022,,,249,1,,,
