Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.77E+14,1.77E+14,33.06417,1.77E+14,1.77E+14,154.086942,tulips,0.77214473,,,187.151112,,0,6,,251205.6429,,roses
0,1.77E+14,1.77E+14,17.373231,1.77E+14,1.77E+14,54.689329,roses,0.80033934,,,72.06256,,1,12,,,,
0,1.77E+14,1.77E+14,19.878856,1.77E+14,1.77E+14,56.057923,roses,0.7647366,,,75.936779,,2,10,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
0,1.77E+14,1.77E+14,16.647918,1.77E+14,1.77E+14,63.344069,roses,0.70146817,,,79.991987,,3,10,,84.92415242,,2958
0,1.77E+14,1.77E+14,16.235887,1.77E+14,1.77E+14,51.266307,roses,0.7923248,,,67.502194,,4,9,,,,
0,1.77E+14,1.77E+14,16.648751,1.77E+14,1.77E+14,50.503339,roses,0.87670666,,,67.15209,,5,10,,Avg Class per Sec,,
1,1.77E+14,1.77E+14,16.910939,1.77E+14,1.77E+14,46.002765,roses,0.89370716,,,62.913704,,6,9,,9.827242525,,
1,1.77E+14,1.77E+14,16.721512,1.77E+14,1.77E+14,50.535786,roses,0.9307875,,,67.257298,,7,10,,,,
1,1.77E+14,1.77E+14,28.314482,1.77E+14,1.77E+14,45.317661,roses,0.9376749,,,73.632143,,8,9,,Avg Confidence,,
1,1.77E+14,1.77E+14,16.349897,1.77E+14,1.77E+14,46.368442,roses,0.9421086,,,62.718339,,9,10,,0.866754184,,
1,1.77E+14,1.77E+14,36.01516,1.77E+14,1.77E+14,50.256828,roses,0.94500965,,,86.271988,,10,10,,,,
1,1.77E+14,1.77E+14,16.847085,1.77E+14,1.77E+14,46.212869,roses,0.904584,,,63.059954,,11,10,,Total Classifications,,
1,1.77E+14,1.77E+14,16.098127,1.77E+14,1.77E+14,49.786099,roses,0.93442166,,,65.884226,,12,10,,2958,,
1,1.77E+14,1.77E+14,17.115887,1.77E+14,1.77E+14,47.073077,roses,0.9359704,,,64.188964,,13,10,,,,
1,1.77E+14,1.77E+14,16.117085,1.77E+14,1.77E+14,45.454431,roses,0.92293453,,,61.571516,,14,10,,True Positives,,
1,1.77E+14,1.77E+14,16.357658,1.77E+14,1.77E+14,50.551724,roses,0.92250323,,,66.909382,,15,9,,2957,,
