Time (sec),Previous Frame (ns),Current Frame (ns),Time Elapsed (ms),Dropped Frame Count,,,Num,FPS,,Min FPS
0,1.23508E+14,1.23508E+14,33.990303,1,,,0,42,,17
0,1.23508E+14,1.23509E+14,266.996057,15,,,1,60,,
0,1.23509E+14,1.23509E+14,34.976073,2,,,2,59,,Max FPS
0,1.23509E+14,1.23509E+14,66.884887,3,,,3,60,,60
0,1.23509E+14,1.23509E+14,17.102974,0,,,4,59,,
0,1.23509E+14,1.23509E+14,16.775845,0,,,5,60,,Avg FPS
0,1.23509E+14,1.23509E+14,16.775644,0,,,6,60,,59.38870432
0,1.23509E+14,1.23509E+14,16.775615,0,,,7,59,,
0,1.23509E+14,1.23509E+14,16.77562,0,,,8,60,,
0,1.23509E+14,1.23509E+14,16.775711,0,,,9,60,,
0,1.23509E+14,1.23509E+14,16.775578,0,,,10,59,,
0,1.23509E+14,1.23509E+14,16.77544,0,,,11,60,,
0,1.23509E+14,1.23509E+14,16.775522,0,,,12,59,,
0,1.23509E+14,1.23509E+14,16.775477,0,,,13,60,,
0,1.23509E+14,1.23509E+14,16.775604,0,,,14,60,,
0,1.23509E+14,1.23509E+14,16.775122,0,,,15,59,,
0,1.23509E+14,1.23509E+14,16.775198,0,,,16,60,,
0,1.23509E+14,1.23509E+14,16.775841,0,,,17,60,,
0,1.23509E+14,1.23509E+14,16.775111,0,,,18,59,,
0,1.23509E+14,1.23509E+14,16.775225,0,,,19,60,,
0,1.23509E+14,1.23509E+14,16.775276,0,,,20,59,,
0,1.23509E+14,1.23509E+14,16.775358,0,,,21,60,,
0,1.23509E+14,1.23509E+14,16.775571,0,,,22,60,,
0,1.23509E+14,1.23509E+14,16.775316,0,,,23,59,,
0,1.23509E+14,1.23509E+14,16.775447,0,,,24,60,,
0,1.23509E+14,1.23509E+14,16.775163,0,,,25,59,,
0,1.23509E+14,1.23509E+14,16.775371,0,,,26,60,,
0,1.23509E+14,1.23509E+14,16.775198,0,,,27,60,,
0,1.23509E+14,1.23509E+14,16.775367,0,,,28,59,,
0,1.23509E+14,1.23509E+14,16.775136,0,,,29,60,,
0,1.23509E+14,1.23509E+14,16.775441,0,,,30,59,,
0,1.23509E+14,1.23509E+14,16.77509,0,,,31,60,,
0,1.23509E+14,1.23509E+14,16.775215,0,,,32,60,,
0,1.23509E+14,1.23509E+14,16.774883,0,,,33,59,,
0,1.23509E+14,1.23509E+14,16.775008,0,,,34,60,,
0,1.23509E+14,1.23509E+14,16.775193,0,,,35,60,,
0,1.23509E+14,1.23509E+14,16.775416,0,,,36,59,,
0,1.23509E+14,1.23509E+14,16.775298,0,,,37,60,,
0,1.23509E+14,1.23509E+14,16.775193,0,,,38,59,,
0,1.23509E+14,1.23509E+14,16.775055,0,,,39,60,,
0,1.23509E+14,1.23509E+14,16.77521,0,,,40,60,,
0,1.23509E+14,1.23509E+14,16.77414,0,,,41,59,,
1,1.23509E+14,1.23509E+14,16.775256,0,,,42,60,,
1,1.23509E+14,1.23509E+14,16.775414,0,,,43,59,,
1,1.23509E+14,1.23509E+14,16.775344,0,,,44,60,,
1,1.23509E+14,1.23509E+14,16.775418,0,,,45,60,,
1,1.23509E+14,1.23509E+14,16.775429,0,,,46,59,,
1,1.23509E+14,1.23509E+14,16.774861,0,,,47,60,,
1,1.23509E+14,1.23509E+14,16.775185,0,,,48,60,,
1,1.23509E+14,1.23509E+14,16.775368,0,,,49,59,,
1,1.23509E+14,1.23509E+14,16.77511,0,,,50,60,,
1,1.23509E+14,1.23509E+14,16.775203,0,,,51,59,,
1,1.23509E+14,1.23509E+14,16.775273,0,,,52,60,,
1,1.23509E+14,1.23509E+14,16.774856,0,,,53,60,,
1,1.23509E+14,1.23509E+14,16.775262,0,,,54,59,,
1,1.23509E+14,1.2351E+14,16.775071,0,,,55,60,,
1,1.2351E+14,1.2351E+14,16.775049,0,,,56,59,,
1,1.2351E+14,1.2351E+14,16.775343,0,,,57,60,,
1,1.2351E+14,1.2351E+14,16.775391,0,,,58,60,,
1,1.2351E+14,1.2351E+14,16.775115,0,,,59,59,,
1,1.2351E+14,1.2351E+14,16.775193,0,,,60,60,,
1,1.2351E+14,1.2351E+14,16.775277,0,,,61,59,,
1,1.2351E+14,1.2351E+14,16.775494,0,,,62,60,,
1,1.2351E+14,1.2351E+14,16.775459,0,,,63,60,,
1,1.2351E+14,1.2351E+14,16.775178,0,,,64,59,,
1,1.2351E+14,1.2351E+14,16.775216,0,,,65,60,,
1,1.2351E+14,1.2351E+14,16.775208,0,,,66,59,,
1,1.2351E+14,1.2351E+14,16.775381,0,,,67,60,,
1,1.2351E+14,1.2351E+14,16.775313,0,,,68,60,,
1,1.2351E+14,1.2351E+14,16.775377,0,,,69,59,,
1,1.2351E+14,1.2351E+14,16.775251,0,,,70,60,,
1,1.2351E+14,1.2351E+14,16.775296,0,,,71,59,,
1,1.2351E+14,1.2351E+14,16.775135,0,,,72,60,,
1,1.2351E+14,1.2351E+14,16.775252,0,,,73,60,,
1,1.2351E+14,1.2351E+14,16.775185,0,,,74,59,,
1,1.2351E+14,1.2351E+14,16.775355,0,,,75,60,,
1,1.2351E+14,1.2351E+14,16.775252,0,,,76,60,,
1,1.2351E+14,1.2351E+14,16.775135,0,,,77,59,,
1,1.2351E+14,1.2351E+14,16.774913,0,,,78,60,,
1,1.2351E+14,1.2351E+14,16.77542,0,,,79,59,,
1,1.2351E+14,1.2351E+14,16.775151,0,,,80,60,,
1,1.2351E+14,1.2351E+14,16.775245,0,,,81,60,,
1,1.2351E+14,1.2351E+14,16.775139,0,,,82,59,,
1,1.2351E+14,1.2351E+14,16.775499,0,,,83,60,,
1,1.2351E+14,1.2351E+14,16.774787,0,,,84,59,,
1,1.2351E+14,1.2351E+14,16.775451,0,,,85,60,,
1,1.2351E+14,1.2351E+14,16.775578,0,,,86,60,,
1,1.2351E+14,1.2351E+14,16.775413,0,,,87,59,,
1,1.2351E+14,1.2351E+14,16.775208,0,,,88,60,,
1,1.2351E+14,1.2351E+14,16.775086,0,,,89,59,,
1,1.2351E+14,1.2351E+14,16.775,0,,,90,60,,
1,1.2351E+14,1.2351E+14,16.775421,0,,,91,60,,
1,1.2351E+14,1.2351E+14,16.775264,0,,,92,59,,
1,1.2351E+14,1.2351E+14,16.775233,0,,,93,60,,
1,1.2351E+14,1.2351E+14,16.775314,0,,,94,59,,
1,1.2351E+14,1.2351E+14,16.775053,0,,,95,60,,
1,1.2351E+14,1.2351E+14,16.775248,0,,,96,60,,
1,1.2351E+14,1.2351E+14,16.775334,0,,,97,59,,
1,1.2351E+14,1.2351E+14,16.775288,0,,,98,60,,
1,1.2351E+14,1.2351E+14,16.775324,0,,,99,59,,
1,1.2351E+14,1.2351E+14,16.775336,0,,,100,60,,
1,1.2351E+14,1.2351E+14,16.77533,0,,,101,60,,
2,1.2351E+14,1.2351E+14,16.775399,0,,,102,59,,
2,1.2351E+14,1.2351E+14,16.775102,0,,,103,60,,
2,1.2351E+14,1.2351E+14,16.775107,0,,,104,60,,
2,1.2351E+14,1.2351E+14,16.775452,0,,,105,59,,
2,1.2351E+14,1.2351E+14,16.775476,0,,,106,60,,
2,1.2351E+14,1.2351E+14,16.775579,0,,,107,59,,
2,1.2351E+14,1.2351E+14,16.775244,0,,,108,60,,
2,1.2351E+14,1.2351E+14,16.774902,0,,,109,60,,
2,1.2351E+14,1.2351E+14,16.77521,0,,,110,59,,
2,1.2351E+14,1.2351E+14,16.775137,0,,,111,60,,
2,1.2351E+14,1.2351E+14,16.775235,0,,,112,59,,
2,1.2351E+14,1.2351E+14,16.775206,0,,,113,60,,
2,1.2351E+14,1.2351E+14,16.775283,0,,,114,60,,
2,1.2351E+14,1.23511E+14,16.775123,0,,,115,59,,
2,1.23511E+14,1.23511E+14,16.775149,0,,,116,60,,
2,1.23511E+14,1.23511E+14,16.775166,0,,,117,59,,
2,1.23511E+14,1.23511E+14,16.775263,0,,,118,60,,
2,1.23511E+14,1.23511E+14,16.775155,0,,,119,60,,
2,1.23511E+14,1.23511E+14,16.775285,0,,,120,59,,
2,1.23511E+14,1.23511E+14,16.775213,0,,,121,60,,
2,1.23511E+14,1.23511E+14,16.77521,0,,,122,60,,
2,1.23511E+14,1.23511E+14,16.775204,0,,,123,59,,
2,1.23511E+14,1.23511E+14,16.77547,0,,,124,60,,
2,1.23511E+14,1.23511E+14,16.77502,0,,,125,59,,
2,1.23511E+14,1.23511E+14,16.775004,0,,,126,60,,
2,1.23511E+14,1.23511E+14,16.775031,0,,,127,60,,
2,1.23511E+14,1.23511E+14,16.774158,0,,,128,59,,
2,1.23511E+14,1.23511E+14,16.773897,0,,,129,60,,
2,1.23511E+14,1.23511E+14,16.775166,0,,,130,59,,
2,1.23511E+14,1.23511E+14,16.773199,0,,,131,60,,
2,1.23511E+14,1.23511E+14,16.772674,0,,,132,60,,
2,1.23511E+14,1.23511E+14,16.773984,0,,,133,59,,
2,1.23511E+14,1.23511E+14,16.772747,0,,,134,60,,
2,1.23511E+14,1.23511E+14,16.774991,0,,,135,59,,
2,1.23511E+14,1.23511E+14,16.775212,0,,,136,60,,
2,1.23511E+14,1.23511E+14,16.774242,0,,,137,60,,
2,1.23511E+14,1.23511E+14,16.771375,0,,,138,59,,
2,1.23511E+14,1.23511E+14,16.773503,0,,,139,60,,
2,1.23511E+14,1.23511E+14,16.772375,0,,,140,60,,
2,1.23511E+14,1.23511E+14,16.773435,0,,,141,59,,
2,1.23511E+14,1.23511E+14,16.775509,0,,,142,60,,
2,1.23511E+14,1.23511E+14,16.775289,0,,,143,59,,
2,1.23511E+14,1.23511E+14,16.775304,0,,,144,60,,
2,1.23511E+14,1.23511E+14,16.774879,0,,,145,60,,
2,1.23511E+14,1.23511E+14,16.774647,0,,,146,59,,
2,1.23511E+14,1.23511E+14,16.773884,0,,,147,60,,
2,1.23511E+14,1.23511E+14,16.77454,0,,,148,59,,
2,1.23511E+14,1.23511E+14,16.775054,0,,,149,60,,
2,1.23511E+14,1.23511E+14,16.775388,0,,,150,60,,
2,1.23511E+14,1.23511E+14,16.774955,0,,,151,59,,
