Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.8759E+14,1.8759E+14,323.695657,1.8759E+14,1.8759E+14,216.600178,tulips,0.4709254,,,540.295835,,0,1,,267046.2889,,daisy
1,1.87591E+14,1.87591E+14,248.591327,1.87591E+14,1.87591E+14,66.283757,roses,0.7506121,,,314.875084,,1,2,,,,
1,1.87591E+14,1.87591E+14,246.143462,1.87591E+14,1.87591E+14,68.338496,roses,0.4502145,,,314.481958,,2,3,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
2,1.87591E+14,1.87592E+14,245.739816,1.87592E+14,1.87592E+14,68.366829,daisy,0.5034719,,,314.106645,,3,3,,326.4624559,,818
2,1.87592E+14,1.87592E+14,246.472785,1.87592E+14,1.87592E+14,68.663288,roses,0.48595822,,,315.136073,,4,3,,,,
2,1.87592E+14,1.87592E+14,250.614244,1.87592E+14,1.87592E+14,83.72204,daisy,0.6171801,,,334.336284,,5,2,,Avg Class per Sec,,((TOTAL TP CONFIDENCE))
3,1.87592E+14,1.87593E+14,248.334713,1.87593E+14,1.87593E+14,71.601569,daisy,0.6739392,,,319.936282,,6,3,,2.717607973,,551.3240071
3,1.87593E+14,1.87593E+14,254.111692,1.87593E+14,1.87593E+14,71.854122,daisy,0.61216235,,,325.965814,,7,3,,,,
3,1.87593E+14,1.87593E+14,254.002004,1.87593E+14,1.87593E+14,78.376571,roses,0.48894623,,,332.378575,,8,2,,Avg TP Confidence,,
4,1.87593E+14,1.87594E+14,255.788255,1.87594E+14,1.87594E+14,76.989643,daisy,0.5523242,,,332.777898,,9,3,,0.686580333,,
4,1.87594E+14,1.87594E+14,248.68367,1.87594E+14,1.87594E+14,69.794643,daisy,0.6109974,,,318.478313,,10,3,,,,
4,1.87594E+14,1.87594E+14,251.672264,1.87594E+14,1.87595E+14,77.298601,daisy,0.51081574,,,328.970865,,11,3,,Total Classifications,,
5,1.87595E+14,1.87595E+14,249.735389,1.87595E+14,1.87595E+14,67.577195,daisy,0.5684273,,,317.312584,,12,2,,818,,
5,1.87595E+14,1.87595E+14,254.782265,1.87595E+14,1.87595E+14,70.853966,daisy,0.46932578,,,325.636231,,13,3,,,,
6,1.87595E+14,1.87596E+14,253.717577,1.87596E+14,1.87596E+14,77.443445,daisy,0.5763161,,,331.161022,,14,3,,True Positives,,
6,1.87596E+14,1.87596E+14,247.738306,1.87596E+14,1.87596E+14,68.493965,daisy,0.46984428,,,316.232271,,15,3,,803,,
6,1.87596E+14,1.87596E+14,254.312994,1.87596E+14,1.87596E+14,79.046623,roses,0.5654623,,,333.359617,,16,2,,,,
7,1.87596E+14,1.87597E+14,249.168879,1.87597E+14,1.87597E+14,82.082664,daisy,0.48711136,,,331.251543,,17,3,,False Negatives,,
7,1.87597E+14,1.87597E+14,251.407473,1.87597E+14,1.87597E+14,71.204903,daisy,0.4445663,,,322.612376,,18,3,,15,,
7,1.87597E+14,1.87597E+14,251.851536,1.87597E+14,1.87597E+14,71.51834,daisy,0.55305195,,,323.369876,,19,2,,,,
8,1.87597E+14,1.87598E+14,253.727109,1.87598E+14,1.87598E+14,75.699852,daisy,0.44687104,,,329.426961,,20,3,,Recall,,
8,1.87598E+14,1.87598E+14,254.451276,1.87598E+14,1.87598E+14,78.419644,daisy,0.59602886,,,332.87092,,21,3,,0.981662592,,
9,1.87598E+14,1.87598E+14,249.049452,1.87598E+14,1.87599E+14,72.537664,daisy,0.47902927,,,321.587116,,22,3,,,,
