Start Time (ns),End Time (ns),Time Elapsed (ms),Result
4.34008E+12,4.34015E+12,61.711152,daisy
4.34018E+12,4.34025E+12,62.053235,daisy
4.34028E+12,4.34034E+12,60.581048,daisy
4.34039E+12,4.34045E+12,61.597871,daisy
4.34048E+12,4.34054E+12,56.202245,daisy
4.34059E+12,4.34065E+12,62.534642,daisy
4.3407E+12,4.34075E+12,54.181308,daisy
4.34079E+12,4.34085E+12,61.960267,daisy
4.34088E+12,4.34094E+12,55.594016,daisy
4.34099E+12,4.34105E+12,62.155423,daisy
4.34109E+12,4.34115E+12,60.254381,daisy
4.34119E+12,4.34125E+12,60.555631,daisy
4.34129E+12,4.34135E+12,65.643496,daisy
4.34138E+12,4.34144E+12,55.096828,daisy
4.3415E+12,4.34155E+12,55.45511,daisy
4.34158E+12,4.34164E+12,54.922297,daisy
4.34169E+12,4.34175E+12,61.559434,daisy
4.34179E+12,4.34184E+12,56.221464,daisy
4.34189E+12,4.34196E+12,64.75511,daisy
4.342E+12,4.34205E+12,57.139954,daisy
4.34208E+12,4.34214E+12,58.02662,daisy
4.3422E+12,4.34225E+12,57.287349,daisy
4.34228E+12,4.34234E+12,61.231881,daisy
4.3424E+12,4.34246E+12,59.123808,daisy
4.34248E+12,4.34254E+12,54.675786,daisy
4.34258E+12,4.34265E+12,62.531308,daisy
4.34268E+12,4.34275E+12,61.480006,daisy
4.34278E+12,4.34284E+12,59.445735,daisy
4.34288E+12,4.34294E+12,56.917662,daisy
4.34298E+12,4.34304E+12,59.044798,daisy
4.34308E+12,4.34315E+12,65.027819,daisy
4.34318E+12,4.34324E+12,52.959016,daisy
4.34328E+12,4.34334E+12,54.925266,daisy
4.34339E+12,4.34344E+12,56.411568,daisy
4.34349E+12,4.34355E+12,59.967402,daisy
4.34359E+12,4.34364E+12,55.446672,daisy
4.34368E+12,4.34374E+12,57.047818,daisy
4.34378E+12,4.34385E+12,65.107247,daisy
4.34388E+12,4.34394E+12,59.539537,daisy
4.34398E+12,4.34404E+12,57.65912,daisy
4.34408E+12,4.34414E+12,57.605579,daisy
4.34418E+12,4.34424E+12,57.842558,daisy
4.34428E+12,4.34435E+12,62.540579,daisy
4.34439E+12,4.34444E+12,58.69287,daisy
4.34449E+12,4.34455E+12,63.455267,daisy
4.34458E+12,4.34465E+12,69.992246,daisy
4.34468E+12,4.34475E+12,71.031934,daisy
4.34478E+12,4.34484E+12,58.109381,daisy
4.34488E+12,4.34494E+12,58.670891,daisy
4.34498E+12,4.34504E+12,60.734798,daisy
4.34511E+12,4.34517E+12,54.477558,dandelion
4.34522E+12,4.34531E+12,85.396467,daisy
4.34535E+12,4.34541E+12,60.648965,daisy
4.34545E+12,4.34551E+12,62.024433,daisy
4.34555E+12,4.34561E+12,60.88735,daisy
4.34565E+12,4.34571E+12,57.508339,dandelion
4.34575E+12,4.34582E+12,67.963913,daisy
4.34585E+12,4.34591E+12,62.418757,daisy
4.34595E+12,4.34601E+12,58.365944,daisy
4.34606E+12,4.34612E+12,60.379797,daisy
4.34615E+12,4.34621E+12,63.163965,daisy
4.34625E+12,4.34631E+12,55.535734,daisy
4.34635E+12,4.34641E+12,57.738391,daisy
4.34645E+12,4.34651E+12,58.924641,daisy
4.34655E+12,4.34661E+12,58.340631,daisy
4.34665E+12,4.34671E+12,65.998653,daisy
4.34675E+12,4.34682E+12,65.366621,daisy
4.34685E+12,4.3469E+12,55.370266,daisy
4.34697E+12,4.34702E+12,57.742141,daisy
4.34708E+12,4.34714E+12,59.46761,daisy
4.34719E+12,4.34725E+12,61.506464,daisy
4.3473E+12,4.34735E+12,57.941152,daisy
4.34738E+12,4.34744E+12,55.233912,daisy
4.34748E+12,4.34754E+12,63.16058,daisy
4.3476E+12,4.34766E+12,57.163235,daisy
4.34768E+12,4.34774E+12,59.85412,dandelion
4.34778E+12,4.34784E+12,55.833078,daisy
4.34789E+12,4.34795E+12,62.41084,daisy
4.348E+12,4.34805E+12,55.056047,daisy
4.34808E+12,4.34813E+12,52.635005,daisy
4.34818E+12,4.34824E+12,58.086412,daisy
4.34828E+12,4.34835E+12,65.304694,daisy
4.3484E+12,4.34846E+12,61.819954,daisy
4.34848E+12,4.34854E+12,55.228755,daisy
4.3486E+12,4.34866E+12,55.66813,daisy
4.3487E+12,4.34876E+12,56.954016,daisy
4.34878E+12,4.34883E+12,54.535474,daisy
4.34888E+12,4.34894E+12,59.430631,daisy
4.34898E+12,4.34904E+12,54.585057,daisy
4.34908E+12,4.34914E+12,59.940839,daisy
4.3492E+12,4.34926E+12,61.36209,daisy
4.34932E+12,4.34938E+12,63.549225,daisy
4.34943E+12,4.34949E+12,60.903809,daisy
4.34952E+12,4.34957E+12,57.520371,daisy
4.34961E+12,4.34968E+12,62.506725,daisy
4.34974E+12,4.3498E+12,60.693964,daisy
4.34985E+12,4.34991E+12,60.380214,daisy
4.34995E+12,4.35001E+12,64.931673,daisy
4.35005E+12,4.35011E+12,62.912871,daisy
4.35015E+12,4.35021E+12,59.315787,daisy
4.35025E+12,4.3503E+12,56.138234,daisy
4.35035E+12,4.35043E+12,80.071987,daisy
4.35049E+12,4.35055E+12,63.039225,daisy
4.3506E+12,4.35066E+12,56.6511,daisy
4.35068E+12,4.35073E+12,54.542349,daisy
4.3508E+12,4.35086E+12,59.309693,daisy
4.35092E+12,4.35098E+12,57.985735,daisy
4.35101E+12,4.35108E+12,61.386985,daisy
4.35111E+12,4.35117E+12,60.302663,daisy
4.35121E+12,4.35127E+12,53.162609,daisy
4.35132E+12,4.35138E+12,57.829641,daisy
4.35141E+12,4.35147E+12,61.320162,daisy
4.35151E+12,4.35157E+12,58.292037,daisy
4.35161E+12,4.35166E+12,50.945318,daisy
4.35172E+12,4.35178E+12,55.000058,daisy
4.35181E+12,4.35187E+12,56.494901,daisy
4.35192E+12,4.35197E+12,57.576256,daisy
4.35201E+12,4.35207E+12,61.536464,daisy
4.35211E+12,4.35217E+12,55.407557,daisy
4.35221E+12,4.35227E+12,58.104902,daisy
4.35231E+12,4.35237E+12,57.269225,daisy
4.35241E+12,4.35248E+12,61.712245,daisy
4.35251E+12,4.35257E+12,54.483026,daisy
4.35262E+12,4.3527E+12,79.6323,daisy
4.35275E+12,4.35281E+12,61.86537,daisy
4.35285E+12,4.35291E+12,58.20761,daisy
4.35295E+12,4.353E+12,56.499329,daisy
4.35305E+12,4.35311E+12,58.841569,daisy
4.35315E+12,4.35322E+12,65.372299,daisy
4.35325E+12,4.3533E+12,57.137245,daisy
4.35335E+12,4.35341E+12,64.745059,daisy
4.35345E+12,4.35351E+12,63.467871,daisy
4.35355E+12,4.35361E+12,59.363704,daisy
4.35365E+12,4.3537E+12,56.528183,daisy
4.35375E+12,4.35381E+12,60.748339,daisy
4.35385E+12,4.35391E+12,63.580579,daisy
4.35395E+12,4.35401E+12,66.900319,daisy
4.35405E+12,4.35412E+12,70.782819,daisy
4.35414E+12,4.35421E+12,63.964329,daisy
4.35425E+12,4.35431E+12,66.268444,daisy
4.35435E+12,4.35441E+12,60.175371,daisy
4.35445E+12,4.3545E+12,58.528495,daisy
4.35455E+12,4.35461E+12,61.372871,daisy
4.35465E+12,4.35472E+12,67.846674,daisy
4.35475E+12,4.35481E+12,66.851048,daisy
4.35485E+12,4.35491E+12,60.06235,daisy
4.35495E+12,4.35501E+12,67.34334,daisy
4.35505E+12,4.35511E+12,68.679486,daisy
4.35515E+12,4.35521E+12,63.803601,daisy
4.35525E+12,4.35532E+12,73.32407,daisy
4.35535E+12,4.35542E+12,69.668496,daisy
4.35544E+12,4.35551E+12,64.463235,daisy
4.35555E+12,4.35561E+12,64.8261,daisy
4.35565E+12,4.35571E+12,61.644381,daisy
4.35575E+12,4.35582E+12,68.718704,daisy
4.35585E+12,4.3559E+12,57.677298,daisy
4.35595E+12,4.35602E+12,71.7811,daisy
4.35605E+12,4.35612E+12,70.422143,daisy
4.35615E+12,4.35621E+12,65.776621,daisy
4.35625E+12,4.35631E+12,67.732715,daisy
4.35634E+12,4.35642E+12,72.126882,daisy
4.35645E+12,4.3565E+12,58.28412,daisy
4.35655E+12,4.35661E+12,63.115996,daisy
4.35665E+12,4.35671E+12,67.795736,daisy
4.35674E+12,4.3568E+12,60.507454,daisy
4.35687E+12,4.35693E+12,62.023391,daisy
4.35698E+12,4.35704E+12,61.830423,daisy
4.35708E+12,4.35714E+12,59.912194,daisy
4.35718E+12,4.35724E+12,63.950528,daisy
4.35728E+12,4.35734E+12,64.116778,daisy
4.35738E+12,4.35744E+12,60.656256,daisy
4.35748E+12,4.35753E+12,55.733808,daisy
4.35758E+12,4.35764E+12,59.647975,daisy
4.35768E+12,4.35774E+12,64.262662,daisy
4.35778E+12,4.35784E+12,61.813548,daisy
4.35788E+12,4.35795E+12,74.717038,daisy
4.35798E+12,4.35804E+12,62.5786,daisy
4.35808E+12,4.35814E+12,57.014485,daisy
4.35818E+12,4.35823E+12,55.331881,daisy
4.35828E+12,4.35834E+12,64.075684,daisy
4.3584E+12,4.35846E+12,61.273444,daisy
4.35854E+12,4.3586E+12,64.412403,daisy
4.35866E+12,4.35872E+12,57.039016,daisy
4.35874E+12,4.3588E+12,58.464954,daisy
4.35885E+12,4.35891E+12,68.65709,daisy
4.35894E+12,4.359E+12,59.262193,daisy
4.35905E+12,4.35911E+12,60.95261,daisy
4.35914E+12,4.3592E+12,59.390683,daisy
4.35924E+12,4.35931E+12,63.922611,daisy
4.35934E+12,4.35941E+12,66.199226,daisy
4.35944E+12,4.3595E+12,60.250267,daisy
4.35955E+12,4.35962E+12,70.809122,daisy
4.35964E+12,4.35971E+12,65.919694,daisy
4.35975E+12,4.35981E+12,66.118705,daisy
4.35984E+12,4.35991E+12,62.624589,daisy
4.35995E+12,4.36001E+12,62.164798,daisy
4.36004E+12,4.36011E+12,62.829798,daisy
4.36015E+12,4.36021E+12,60.024277,daisy
4.36024E+12,4.3603E+12,58.988339,daisy
4.36036E+12,4.36042E+12,57.702193,daisy
4.36044E+12,4.3605E+12,60.093183,daisy
4.36057E+12,4.36063E+12,60.338079,daisy
4.36068E+12,4.36074E+12,62.260422,daisy
4.3608E+12,4.36086E+12,60.274016,daisy
4.36092E+12,4.36099E+12,63.266204,daisy
4.36101E+12,4.36107E+12,64.387871,daisy
4.36111E+12,4.36118E+12,65.74834,daisy
4.36121E+12,4.36128E+12,66.251725,daisy
4.36131E+12,4.36138E+12,67.655007,daisy
4.36141E+12,4.36148E+12,66.438808,daisy
4.36151E+12,4.36158E+12,66.83157,daisy
4.36161E+12,4.36167E+12,58.85235,daisy
4.36171E+12,4.36178E+12,65.121517,daisy
4.36181E+12,4.36187E+12,64.039121,daisy
4.36191E+12,4.36198E+12,64.892819,daisy
4.36201E+12,4.36208E+12,65.461361,daisy
4.36211E+12,4.36217E+12,60.609538,daisy
4.36221E+12,4.36228E+12,66.124642,dandelion
4.36231E+12,4.36237E+12,64.030267,daisy
4.36241E+12,4.36247E+12,61.023131,daisy
4.36251E+12,4.36257E+12,64.815632,daisy
4.36261E+12,4.36267E+12,60.953079,daisy
4.36271E+12,4.36278E+12,65.578027,daisy
4.36281E+12,4.36287E+12,64.657559,daisy
4.36291E+12,4.36298E+12,64.998339,daisy
4.36301E+12,4.36307E+12,63.324642,daisy
4.36311E+12,4.36318E+12,66.410736,daisy
4.36321E+12,4.36328E+12,68.424747,daisy
4.36331E+12,4.36337E+12,62.942037,daisy
4.36341E+12,4.36347E+12,62.641673,daisy
4.36351E+12,4.36358E+12,69.010007,daisy
4.36361E+12,4.36367E+12,64.471881,daisy
4.36371E+12,4.36377E+12,65.700423,daisy
4.36381E+12,4.36388E+12,66.652819,daisy
4.36391E+12,4.36397E+12,56.975058,daisy
4.36402E+12,4.36408E+12,66.250996,daisy
4.36411E+12,4.36417E+12,63.826412,daisy
4.36421E+12,4.36427E+12,57.355318,daisy
4.36431E+12,4.36437E+12,56.878964,daisy
4.36441E+12,4.36447E+12,63.689329,daisy
4.36451E+12,4.36457E+12,58.594172,daisy
4.36461E+12,4.36468E+12,68.875111,daisy
4.36471E+12,4.36477E+12,65.50386,daisy
4.36481E+12,4.36487E+12,63.337402,daisy
4.36491E+12,4.36497E+12,62.887975,daisy
4.36501E+12,4.36508E+12,72.357611,daisy
4.36511E+12,4.36517E+12,65.666985,daisy
4.36521E+12,4.36527E+12,61.472402,daisy
4.36531E+12,4.36538E+12,66.799642,daisy
4.36541E+12,4.36548E+12,75.466362,daisy
4.36551E+12,4.36558E+12,67.776361,daisy
4.36561E+12,4.36567E+12,61.920163,daisy
4.36571E+12,4.36578E+12,71.011622,daisy
4.36581E+12,4.36587E+12,65.230684,daisy
4.36591E+12,4.36597E+12,66.287194,daisy
4.36601E+12,4.36608E+12,68.776361,daisy
4.36611E+12,4.36618E+12,74.17334,daisy
4.36621E+12,4.36628E+12,70.691518,daisy
4.36631E+12,4.36636E+12,57.60438,daisy
4.36642E+12,4.36648E+12,59.29709,daisy
4.36651E+12,4.36658E+12,69.076726,daisy
4.36661E+12,4.36668E+12,73.605477,daisy
4.36671E+12,4.36678E+12,67.608132,daisy
4.36681E+12,4.36688E+12,68.0236,daisy
4.36691E+12,4.36697E+12,59.700162,daisy
4.36701E+12,4.36707E+12,64.84459,daisy
4.36711E+12,4.36718E+12,67.092403,daisy
4.36721E+12,4.36727E+12,61.640058,daisy
4.36731E+12,4.36737E+12,56.968704,daisy
4.36741E+12,4.36747E+12,64.58636,daisy
4.36751E+12,4.36757E+12,62.327559,daisy
4.36761E+12,4.36767E+12,58.331256,daisy
4.36771E+12,4.36777E+12,64.54261,daisy
4.36781E+12,4.36788E+12,67.849851,daisy
4.36791E+12,4.36798E+12,69.388809,daisy
4.36801E+12,4.36807E+12,65.386673,daisy
4.36811E+12,4.36817E+12,59.946672,daisy
4.36821E+12,4.36827E+12,60.119068,daisy
4.36831E+12,4.36837E+12,62.006204,daisy
4.36841E+12,4.36847E+12,63.488496,daisy
4.36851E+12,4.36857E+12,66.253965,daisy
4.36861E+12,4.36868E+12,71.522247,daisy
4.36871E+12,4.36878E+12,69.409434,daisy
4.36881E+12,4.36887E+12,68.038705,daisy
4.36891E+12,4.36897E+12,63.311256,daisy
4.36901E+12,4.36907E+12,61.771204,daisy
4.36911E+12,4.36918E+12,65.975475,daisy
4.36921E+12,4.36927E+12,59.744486,daisy
4.36931E+12,4.36938E+12,66.809017,daisy
4.36941E+12,4.36946E+12,57.244745,daisy
4.36951E+12,4.36958E+12,71.076361,daisy
4.36961E+12,4.36967E+12,63.924798,daisy
4.36971E+12,4.36977E+12,62.052923,daisy
4.36981E+12,4.36987E+12,61.197975,daisy
4.36991E+12,4.36997E+12,62.926829,daisy
4.37001E+12,4.37008E+12,70.579382,daisy
4.37011E+12,4.37018E+12,70.337715,daisy
4.37021E+12,4.37028E+12,68.488757,daisy
4.37032E+12,4.37039E+12,62.391569,daisy
4.37044E+12,4.3705E+12,60.122975,daisy
4.37054E+12,4.3706E+12,56.380422,daisy
4.37064E+12,4.3707E+12,57.97636,daisy
4.37074E+12,4.3708E+12,59.38563,daisy
4.37084E+12,4.3709E+12,60.624121,daisy
4.37094E+12,4.37101E+12,63.914902,daisy
4.37104E+12,4.3711E+12,60.63162,daisy
4.37114E+12,4.3712E+12,58.228652,daisy
4.37124E+12,4.3713E+12,56.501256,daisy
4.37137E+12,4.37143E+12,62.030162,daisy
4.37147E+12,4.37154E+12,63.571465,daisy
4.37157E+12,4.37164E+12,64.214902,daisy
4.37167E+12,4.37173E+12,59.729433,daisy
4.37177E+12,4.37184E+12,62.866673,daisy
4.37187E+12,4.37193E+12,58.751308,daisy
4.37197E+12,4.37203E+12,57.866829,daisy
4.37207E+12,4.37214E+12,62.609745,daisy
4.37217E+12,4.37223E+12,58.25209,daisy
4.37228E+12,4.37234E+12,64.600215,daisy
4.3724E+12,4.37246E+12,61.838339,daisy
4.37251E+12,4.37258E+12,66.656829,daisy
4.37261E+12,4.37268E+12,73.148497,daisy
4.37271E+12,4.37277E+12,62.690683,daisy
4.37281E+12,4.37287E+12,59.678392,daisy
4.37291E+12,4.37297E+12,65.324174,daisy
4.373E+12,4.37307E+12,65.891204,daisy
4.37311E+12,4.37317E+12,63.170006,daisy
4.37321E+12,4.37327E+12,62.552871,daisy
4.37331E+12,4.37337E+12,61.708652,daisy
4.3734E+12,4.37347E+12,62.689329,daisy
4.37351E+12,4.37356E+12,58.925578,daisy
4.37361E+12,4.37368E+12,75.432196,daisy
4.3737E+12,4.37378E+12,70.879486,daisy
4.3738E+12,4.37388E+12,71.532038,daisy
4.37392E+12,4.37398E+12,58.167454,daisy
4.37401E+12,4.37408E+12,71.889382,daisy
4.37411E+12,4.37417E+12,60.922297,daisy
4.37424E+12,4.3743E+12,61.468444,daisy
4.37434E+12,4.3744E+12,64.537246,daisy
4.37444E+12,4.3745E+12,57.904016,daisy
4.37454E+12,4.37461E+12,66.108184,daisy
4.37464E+12,4.37469E+12,55.627245,daisy
4.37474E+12,4.3748E+12,58.740891,daisy
4.37484E+12,4.37491E+12,66.153756,daisy
4.37494E+12,4.375E+12,58.174224,daisy
4.37504E+12,4.3751E+12,61.957194,daisy
4.37514E+12,4.3752E+12,63.620214,daisy
4.37524E+12,4.3753E+12,65.196882,daisy
4.37536E+12,4.37542E+12,63.26459,daisy
4.37548E+12,4.37554E+12,65.035163,daisy
4.37558E+12,4.37564E+12,65.276256,daisy
4.37567E+12,4.37573E+12,63.695006,daisy
4.37577E+12,4.37584E+12,66.994694,daisy
4.37587E+12,4.37594E+12,71.359278,daisy
4.37597E+12,4.37603E+12,62.493653,daisy
4.37607E+12,4.37614E+12,65.608028,daisy
4.37617E+12,4.37624E+12,64.672767,daisy
4.37627E+12,4.37633E+12,63.202819,daisy
4.37637E+12,4.37644E+12,65.620007,daisy
4.37647E+12,4.37654E+12,70.682403,daisy
4.37657E+12,4.37663E+12,62.684642,daisy
4.37667E+12,4.37673E+12,59.877089,daisy
4.37677E+12,4.37683E+12,61.474329,daisy
4.37687E+12,4.37694E+12,62.845267,daisy
4.37697E+12,4.37703E+12,65.56334,daisy
4.37707E+12,4.37713E+12,59.703339,daisy
4.37717E+12,4.37724E+12,61.971517,daisy
4.37727E+12,4.37735E+12,75.185477,daisy
4.37737E+12,4.37744E+12,65.900944,daisy
4.37747E+12,4.37753E+12,60.306412,daisy
4.37757E+12,4.37763E+12,61.928236,daisy
4.37767E+12,4.37774E+12,65.94886,daisy
4.37777E+12,4.37783E+12,64.281881,daisy
4.37787E+12,4.37793E+12,61.8936,daisy
4.37797E+12,4.37803E+12,58.345214,daisy
4.37807E+12,4.37814E+12,63.382351,daisy
4.37817E+12,4.37823E+12,58.294381,daisy
4.37827E+12,4.37833E+12,62.221152,daisy
4.37837E+12,4.37843E+12,62.385058,daisy
4.37847E+12,4.37854E+12,66.121622,daisy
4.37857E+12,4.37864E+12,65.701465,daisy
4.37867E+12,4.37873E+12,64.375944,daisy
4.37877E+12,4.37883E+12,65.788913,daisy
4.37887E+12,4.37893E+12,60.143444,daisy
4.37897E+12,4.37903E+12,64.934537,daisy
4.37907E+12,4.37914E+12,67.468184,daisy
4.37917E+12,4.37923E+12,65.34308,daisy
4.37927E+12,4.37933E+12,63.642403,daisy
4.37937E+12,4.37943E+12,65.526205,daisy
4.37947E+12,4.37953E+12,65.906778,daisy
4.37957E+12,4.37964E+12,66.783653,daisy
4.37967E+12,4.37974E+12,68.790736,daisy
4.37977E+12,4.37983E+12,63.426257,daisy
4.37987E+12,4.37993E+12,55.459484,daisy
4.37997E+12,4.38004E+12,64.420475,daisy
4.38007E+12,4.38014E+12,65.503704,daisy
4.38017E+12,4.38024E+12,66.369694,daisy
4.38027E+12,4.38034E+12,68.383444,daisy
4.38037E+12,4.38043E+12,59.871256,daisy
4.38047E+12,4.38053E+12,60.990058,daisy
4.38057E+12,4.38064E+12,70.058132,daisy
4.38067E+12,4.38073E+12,66.617507,daisy
4.38077E+12,4.38083E+12,65.357299,daisy
4.38087E+12,4.38094E+12,69.403236,daisy
4.38097E+12,4.38104E+12,70.448132,daisy
4.38107E+12,4.38113E+12,64.882663,daisy
4.38117E+12,4.38123E+12,66.785631,daisy
4.38127E+12,4.38134E+12,68.410892,daisy
4.38137E+12,4.38143E+12,59.504276,daisy
4.38147E+12,4.38154E+12,66.27584,daisy
4.38157E+12,4.38164E+12,69.898757,daisy
4.38167E+12,4.38174E+12,67.768704,daisy
4.38177E+12,4.38184E+12,70.511673,daisy
4.38187E+12,4.38193E+12,67.488027,daisy
4.38197E+12,4.38204E+12,69.342507,daisy
4.38207E+12,4.38214E+12,70.908966,daisy
4.38217E+12,4.38223E+12,66.022194,daisy
4.38227E+12,4.38233E+12,65.167403,daisy
4.38237E+12,4.38244E+12,67.832455,daisy
4.38247E+12,4.38253E+12,65.410788,daisy
4.38257E+12,4.38263E+12,60.869589,daisy
4.38267E+12,4.38273E+12,61.179017,daisy
4.38277E+12,4.38284E+12,69.649695,daisy
4.38287E+12,4.38293E+12,67.250996,daisy
4.38297E+12,4.38304E+12,70.530424,daisy
4.38307E+12,4.38312E+12,57.517557,daisy
4.38317E+12,4.38323E+12,60.349485,daisy
4.38327E+12,4.38334E+12,66.111153,daisy
4.38337E+12,4.38343E+12,62.314121,daisy
4.38347E+12,4.38355E+12,78.437248,daisy
4.3836E+12,4.38369E+12,84.232091,daisy
4.38374E+12,4.38381E+12,68.605892,daisy
4.38383E+12,4.38389E+12,60.358079,daisy
4.38393E+12,4.384E+12,68.849798,daisy
4.38403E+12,4.3841E+12,65.620528,daisy
4.38413E+12,4.3842E+12,65.346361,daisy
4.38423E+12,4.3843E+12,65.016778,daisy
4.38433E+12,4.3844E+12,66.770111,daisy
4.38443E+12,4.38449E+12,56.275266,daisy
4.38454E+12,4.3846E+12,65.5611,daisy
4.38466E+12,4.38471E+12,58.443026,daisy
4.38477E+12,4.38484E+12,66.494902,daisy
4.38487E+12,4.38493E+12,63.613756,daisy
4.38497E+12,4.38503E+12,59.00386,daisy
4.38508E+12,4.38514E+12,59.796517,daisy
4.38517E+12,4.38524E+12,67.137247,daisy
4.38527E+12,4.38533E+12,67.160007,daisy
4.38537E+12,4.38543E+12,60.528704,daisy
4.38547E+12,4.38554E+12,65.402455,daisy
4.38557E+12,4.38563E+12,67.006934,daisy
4.38567E+12,4.38573E+12,65.980683,daisy
4.38578E+12,4.38584E+12,60.167611,daisy
4.38587E+12,4.38593E+12,59.670891,daisy
4.38597E+12,4.38603E+12,64.054225,daisy
4.38607E+12,4.38613E+12,60.865371,daisy
4.38617E+12,4.38624E+12,67.071517,daisy
4.38627E+12,4.38633E+12,65.560683,daisy
4.38637E+12,4.38644E+12,69.637923,daisy
4.38647E+12,4.38653E+12,65.485996,daisy
4.38657E+12,4.38663E+12,69.213341,daisy
4.38667E+12,4.38673E+12,65.692611,daisy
4.38677E+12,4.38683E+12,66.551777,daisy
