Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class SEnd Time (ns),Class STime Elapsed (ms),Result,,Total Proc Time (ms),Avg Proc Time (ms),,Num,Classifications Per Second,Avg Class per Sec,,Total Classifications
0,1.64E+14,1.64E+14,99.55073916,,1.64E+14,169.072465,roses,,268.6232042,157.4112229,,0,3,5.57807309,,1679
0,1.64E+14,1.64E+14,72.21162216,,1.64E+14,54.61761,roses,,126.8292322,,,1,8,,,
0,1.64E+14,1.64E+14,71.65058164,,1.64E+14,56.25761,roses,,127.9081916,,,2,6,,,True Positives
1,1.64E+14,1.64E+14,72.77250816,,1.64E+14,54.522662,roses,,127.2951702,,,3,6,,,604
1,1.64E+14,1.64E+14,71.98401716,,1.64E+14,54.498495,tulips,,126.4825122,,,4,6,,,
1,1.64E+14,1.64E+14,86.98454164,,1.64E+14,62.785058,tulips,,149.7695996,,,5,6,,,False Negatives
1,1.64E+14,1.64E+14,72.87469516,,1.64E+14,59.51037,roses,,132.3850652,,,6,6,,,1075
1,1.64E+14,1.64E+14,79.37948716,,1.64E+14,51.100265,roses,,130.4797522,,,7,6,,,
1,1.64E+14,1.64E+14,72.42360116,,1.64E+14,54.055005,roses,,126.4786062,,,8,6,,,Recall
1,1.64E+14,1.64E+14,72.38526816,,1.64E+14,51.457141,roses,,123.8424092,,,9,6,,,0.359737939
1,1.64E+14,1.64E+14,72.77110116,,1.64E+14,57.159433,roses,,129.9305342,,,10,7,,,
2,1.64E+14,1.64E+14,71.82391316,,1.64E+14,55.137974,roses,,126.9618872,,,11,6,,,
2,1.64E+14,1.64E+14,71.23448616,,1.64E+14,53.590891,roses,,124.8253772,,,12,6,,,
2,1.64E+14,1.64E+14,71.67172616,,1.64E+14,70.515632,roses,,142.1873582,,,13,6,,,
2,1.64E+14,1.64E+14,76.46209116,,1.64E+14,61.310111,roses,,137.7722022,,,14,7,,,
2,1.64E+14,1.64E+14,86.10855116,,1.64E+14,59.022975,roses,,145.1315262,,,15,6,,,
2,1.64E+14,1.64E+14,77.51875816,,1.64E+14,64.702038,roses,,142.2207962,,,16,5,,,
3,1.64E+14,1.64E+14,79.90162316,,1.64E+14,62.335684,roses,,142.2373072,,,17,6,,,
3,1.64E+14,1.64E+14,78.09240316,,1.64E+14,63.887194,roses,,141.9795972,,,18,6,,,
3,1.64E+14,1.64E+14,78.68282164,,1.64E+14,60.837819,roses,,139.5206406,,,19,6,,,
3,1.64E+14,1.64E+14,82.32417516,,1.64E+14,66.179694,roses,,148.5038692,,,20,6,,,
3,1.64E+14,1.64E+14,76.12412216,,1.64E+14,65.153132,roses,,141.2772542,,,21,6,,,
3,1.64E+14,1.64E+14,83.26823816,,1.64E+14,59.773235,roses,,143.0414732,,,22,6,,,
