Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
0,1.77E+14,1.77E+14,96.516988,1.77E+14,1.77E+14,161.304756,tulips,0.68296003,,,257.821744,,0,3,,263272.1529,,roses
0,1.77E+14,1.77E+14,70.130944,1.77E+14,1.77E+14,64.966517,roses,0.6310013,,,135.097461,,1,8,,,,
0,1.77E+14,1.77E+14,73.747091,1.77E+14,1.77E+14,51.129276,roses,0.6297722,,,124.876367,,2,6,,Avg Proc Time (ms),, ((DOUBLE CHECK TOTAL CLASSIFICATIONS))
1,1.77E+14,1.77E+14,69.695216,1.77E+14,1.77E+14,50.825318,roses,0.5933956,,,120.520534,,3,6,,161.5166582,,1630
1,1.77E+14,1.77E+14,67.747819,1.77E+14,1.77E+14,46.873182,roses,0.90270597,,,114.621001,,4,6,,,,
1,1.77E+14,1.77E+14,67.702403,1.77E+14,1.77E+14,49.162713,roses,0.7696581,,,116.865116,,5,6,,Avg Class per Sec,,
1,1.77E+14,1.77E+14,66.621465,1.77E+14,1.77E+14,55.618651,roses,0.88780355,,,122.240116,,6,6,,5.415282392,,
1,1.77E+14,1.77E+14,66.667507,1.77E+14,1.77E+14,48.217244,roses,0.8154995,,,114.884751,,7,6,,,,
1,1.77E+14,1.77E+14,67.303027,1.77E+14,1.77E+14,47.271671,roses,0.8194561,,,114.574698,,8,6,,Avg Confidence,,
1,1.77E+14,1.77E+14,66.863652,1.77E+14,1.77E+14,55.020162,roses,0.8588503,,,121.883814,,9,6,,0.646744632,,
1,1.77E+14,1.77E+14,66.423235,1.77E+14,1.77E+14,52.086828,roses,0.7772717,,,118.510063,,10,6,,,,
2,1.77E+14,1.77E+14,66.940788,1.77E+14,1.77E+14,52.976881,roses,0.9207766,,,119.917669,,11,6,,Total Classifications,,
2,1.77E+14,1.77E+14,66.958183,1.77E+14,1.77E+14,60.157454,roses,0.92089456,,,127.115637,,12,6,,1630,,
2,1.77E+14,1.77E+14,66.823288,1.77E+14,1.77E+14,55.993287,roses,0.91561085,,,122.816575,,13,7,,,,
2,1.77E+14,1.77E+14,77.718289,1.77E+14,1.77E+14,66.850423,roses,0.86883533,,,144.568712,,14,5,,True Positives,,
2,1.77E+14,1.77E+14,80.708029,1.77E+14,1.77E+14,57.376464,roses,0.8132607,,,138.084493,,15,7,,1337,,
2,1.77E+14,1.77E+14,77.794643,1.77E+14,1.77E+14,69.654694,roses,0.8520393,,,147.449337,,16,6,,,,
3,1.77E+14,1.77E+14,76.283237,1.77E+14,1.77E+14,65.955371,roses,0.86884546,,,142.238608,,17,6,,False Negatives,,
3,1.77E+14,1.77E+14,81.921466,1.77E+14,1.77E+14,56.854068,roses,0.8873098,,,138.775534,,18,6,,293,,
3,1.77E+14,1.77E+14,86.320269,1.77E+14,1.77E+14,92.158343,roses,0.85577554,,,178.478612,,19,6,,,,
3,1.77E+14,1.77E+14,79.449331,1.77E+14,1.77E+14,56.386047,roses,0.822447,,,135.835378,,20,6,,Recall,,
3,1.77E+14,1.77E+14,78.765008,1.77E+14,1.77E+14,60.365006,roses,0.83303356,,,139.130014,,21,6,,0.820245399,,
3,1.77E+14,1.77E+14,78.96105,1.77E+14,1.77E+14,61.790683,roses,0.8160023,,,140.751733,,22,6,,,,
4,1.77E+14,1.77E+14,75.065841,1.77E+14,1.77E+14,57.599329,roses,0.73706,,,132.66517,,23,6,,,,
4,1.77E+14,1.77E+14,88.0048,1.77E+14,1.77E+14,60.994746,roses,0.68845195,,,148.999546,,24,6,,,,
4,1.77E+14,1.77E+14,78.121987,1.77E+14,1.77E+14,58.584172,roses,0.72341627,,,136.706159,,25,6,,,,
4,1.77E+14,1.77E+14,75.10855,1.77E+14,1.77E+14,56.106672,roses,0.9241745,,,131.215222,,26,6,,,,
4,1.77E+14,1.77E+14,92.531676,1.77E+14,1.77E+14,63.178443,roses,0.9612411,,,155.710119,,27,6,,,,
4,1.77E+14,1.77E+14,75.983758,1.77E+14,1.77E+14,57.208287,roses,0.83214307,,,133.192045,,28,6,,,,
5,1.77E+14,1.77E+14,77.502196,1.77E+14,1.77E+14,59.787558,roses,0.80033576,,,137.289754,,29,6,,,,
5,1.77E+14,1.77E+14,78.983966,1.77E+14,1.77E+14,57.864797,roses,0.7646256,,,136.848763,,30,6,,,,
5,1.77E+14,1.77E+14,85.377977,1.77E+14,1.77E+14,63.701985,roses,0.799115,,,149.079962,,31,6,,,,
5,1.77E+14,1.77E+14,76.59881,1.77E+14,1.77E+14,65.984642,roses,0.7578295,,,142.583452,,32,6,,,,
5,1.77E+14,1.77E+14,77.631883,1.77E+14,1.77E+14,60.897558,roses,0.75548154,,,138.529441,,33,6,,,,
5,1.77E+14,1.77E+14,79.386414,1.77E+14,1.77E+14,65.007454,roses,0.69497705,,,144.393868,,34,6,,,,
6,1.77E+14,1.77E+14,77.751466,1.77E+14,1.77E+14,62.706777,roses,0.8036567,,,140.458243,,35,6,,,,
6,1.77E+14,1.77E+14,83.557769,1.77E+14,1.77E+14,53.158964,roses,0.7790189,,,136.716733,,36,6,,,,
6,1.77E+14,1.77E+14,81.879383,1.77E+14,1.77E+14,56.307974,roses,0.65854114,,,138.187357,,37,6,,,,
6,1.77E+14,1.77E+14,80.913133,1.77E+14,1.77E+14,60.928548,roses,0.65548956,,,141.841681,,38,6,,,,
6,1.77E+14,1.77E+14,79.779644,1.77E+14,1.77E+14,54.109016,roses,0.5272317,,,133.88866,,39,6,,,,
6,1.77E+14,1.77E+14,79.43657,1.77E+14,1.77E+14,59.481308,roses,0.5561867,,,138.917878,,40,6,,,,
7,1.77E+14,1.77E+14,83.053134,1.77E+14,1.77E+14,55.948704,roses,0.67256004,,,139.001838,,41,6,,,,
7,1.77E+14,1.77E+14,78.120112,1.77E+14,1.77E+14,60.670996,roses,0.58366525,,,138.791108,,42,5,,,,
7,1.77E+14,1.77E+14,80.475477,1.77E+14,1.77E+14,63.500006,roses,0.5499315,,,143.975483,,43,6,,,,
7,1.77E+14,1.77E+14,78.473601,1.77E+14,1.77E+14,59.437766,roses,0.73367405,,,137.911367,,44,6,,,,
7,1.77E+14,1.77E+14,82.038341,1.77E+14,1.77E+14,58.268183,roses,0.6204662,,,140.306524,,45,6,,,,
7,1.77E+14,1.77E+14,78.524747,1.77E+14,1.77E+14,57.708651,tulips,0.49859563,,,136.233398,,46,6,,,,
8,1.77E+14,1.77E+14,88.205373,1.77E+14,1.77E+14,52.642245,roses,0.63337344,,,140.847618,,47,6,,,,
8,1.77E+14,1.77E+14,77.531466,1.77E+14,1.77E+14,57.479172,roses,0.7204561,,,135.010638,,48,6,,,,
8,1.77E+14,1.77E+14,78.143029,1.77E+14,1.77E+14,58.906047,roses,0.67215323,,,137.049076,,49,6,,,,
8,1.77E+14,1.77E+14,85.732769,1.77E+14,1.77E+14,90.845113,roses,0.6558666,,,176.577882,,50,6,,,,
8,1.77E+14,1.77E+14,75.893289,1.77E+14,1.77E+14,61.664537,tulips,0.5320267,,,137.557826,,51,6,,,,
8,1.77E+14,1.77E+14,89.513759,1.77E+14,1.77E+14,61.000527,roses,0.5545875,,,150.514286,,52,6,,,,
