Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181109_085302,593,10004.0,16.870151770657674
20181109_085312,597,10012.0,16.770519262981576
20181109_085322,597,10012.0,16.770519262981576
20181109_085332,597,10012.0,16.770519262981576
20181109_085342,597,10012.0,16.770519262981576
20181109_085352,597,10013.0,16.77219430485762
20181109_085403,597,10012.0,16.770519262981576
20181109_085413,597,10013.0,16.77219430485762
20181109_085423,597,10011.0,16.768844221105528
20181109_085433,597,10012.0,16.770519262981576
20181109_085443,597,10013.0,16.77219430485762
20181109_085453,597,10011.0,16.768844221105528
20181109_085503,597,10013.0,16.77219430485762
20181109_085513,597,10012.0,16.770519262981576
20181109_085523,596,10013.0,16.800335570469798
20181109_085533,597,10012.0,16.770519262981576
20181109_085543,597,10013.0,16.77219430485762
20181109_085553,597,10012.0,16.770519262981576
20181109_085603,597,10013.0,16.77219430485762
20181109_085613,597,10013.0,16.77219430485762
20181109_085623,597,10013.0,16.77219430485762
20181109_085633,597,10013.0,16.77219430485762
20181109_085643,597,10014.0,16.77386934673367
20181109_085653,597,10013.0,16.77219430485762
20181109_085703,597,10013.0,16.77219430485762
20181109_085713,597,10013.0,16.77219430485762
20181109_085723,597,10014.0,16.77386934673367
20181109_085733,597,10014.0,16.77386934673367
20181109_085743,597,10014.0,16.77386934673367
