Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181109_085253,,,,,,3731608,52248,20076,1077952832,160,14,0,0,10,30,16676604,73904
20181109_085323,,,,,,3731608,177908,20076,1077952832,6947,187,0,0,10,32,16676604,42652
20181109_085353,,,,,,3731608,174612,20076,1077952832,13559,357,0,0,10,31,16676604,43042
20181109_085423,,,,,,3731608,170600,20076,1077952832,20247,522,0,0,10,31,16676604,43748
20181109_085453,,,,,,3731608,181608,20076,1077952832,27023,681,0,0,10,30,16676604,43829
20181109_085523,,,,,,3731608,180148,20076,1077952832,34081,858,0,0,10,31,16676604,43807
20181109_085553,,,,,,3731608,192164,20076,1077952832,41048,1034,0,0,10,30,16676604,43333
20181109_085623,,,,,,3731608,187812,20076,1077952832,48080,1190,0,0,10,31,16676604,43891
20181109_085653,,,,,,3731608,187228,20076,1077952832,55125,1339,0,0,10,30,16676604,43708
20181109_085723,,,,,,3731608,187084,20076,1077952832,62146,1512,0,0,10,31,16676604,43309
