Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181114_062954,595,10006.0,16.816806722689076
20181114_063004,597,10004.0,16.7571189279732
20181114_063014,596,10004.0,16.78523489932886
20181114_063024,595,10004.0,16.81344537815126
20181114_063034,596,10004.0,16.78523489932886
20181114_063044,596,10005.0,16.786912751677853
20181114_063054,595,10005.0,16.81512605042017
20181114_063104,597,10004.0,16.7571189279732
20181114_063114,596,10005.0,16.786912751677853
20181114_063124,597,10034.0,16.807370184254605
20181114_063134,597,10010.0,16.76716917922948
20181114_063144,597,10005.0,16.758793969849247
20181114_063154,597,10005.0,16.758793969849247
20181114_063204,595,10006.0,16.816806722689076
20181114_063214,595,10004.0,16.81344537815126
20181114_063224,595,10006.0,16.816806722689076
20181114_063234,597,10006.0,16.76046901172529
20181114_063244,597,10005.0,16.758793969849247
20181114_063254,596,10006.0,16.788590604026847
20181114_063304,595,10007.0,16.818487394957984
20181114_063314,596,10006.0,16.788590604026847
20181114_063324,597,10022.0,16.787269681742043
20181114_063334,596,10008.0,16.79194630872483
20181114_063344,597,10006.0,16.76046901172529
20181114_063354,596,10006.0,16.788590604026847
20181114_063404,595,10006.0,16.816806722689076
20181114_063414,597,10007.0,16.76214405360134
20181114_063424,595,10008.0,16.82016806722689
20181114_063434,596,10008.0,16.79194630872483
