Num,Time (sec),Total Mem (kB),Used Mem (kB),Free Mem (kB),Buffer Size (kB),Mem Usage (%),CPU Total (%),CPU User (%),CPU User Actual (%),CPU System (%),CPU System Actual (%)
1,0,3731608,3521200,210408,128140,0.943614656,800,166,0.2075,72,0.09
2,5,3731608,3528516,203092,128144,0.945575205,800,175,0.21875,97,0.12125
3,10,3731608,3532000,199608,128152,0.946508851,800,181,0.22625,81,0.10125
4,15,3731608,3522616,208992,128152,0.943994117,800,163,0.20375,97,0.12125
5,20,3731608,3528132,203476,128164,0.9454723,800,197,0.24625,91,0.11375
6,25,3731608,3534480,197128,128164,0.947173444,800,175,0.21875,94,0.1175
7,30,3731608,3523020,208588,128164,0.944102382,800,163,0.20375,72,0.09
8,35,3731608,3531836,199772,128164,0.946464902,800,191,0.23875,84,0.105
9,40,3731608,3526844,204764,128168,0.945127141,800,172,0.215,91,0.11375
10,45,3731608,3529140,202468,128172,0.945742425,800,172,0.215,81,0.10125
11,50,3731608,3533852,197756,128180,0.947005152,800,169,0.21125,116,0.145
12,55,3731608,3525484,206124,128180,0.944762687,800,159,0.19875,103,0.12875
13,60,3731608,3573168,158440,128332,0.957541092,800,306,0.3825,179,0.22375
14,65,3731608,3565904,165704,128360,0.955594478,800,172,0.215,84,0.105
15,70,3731608,3551172,180436,128364,0.951646582,800,194,0.2425,88,0.11
16,75,3731608,3559500,172108,128368,0.953878328,800,163,0.20375,78,0.0975
17,80,3731608,3560756,170852,128368,0.954214912,800,181,0.22625,75,0.09375
18,85,3731608,3552256,179352,128368,0.951937074,800,184,0.23,88,0.11
19,90,3731608,3555048,176560,128368,0.952685277,800,175,0.21875,75,0.09375
20,95,3731608,3557060,174548,128376,0.953224454,800,166,0.2075,88,0.11
21,100,3731608,3544260,187348,128376,0.949794298,800,175,0.21875,91,0.11375
22,105,3731608,3549452,182156,128376,0.951185655,800,166,0.2075,84,0.105
23,110,3731608,3551112,180496,128380,0.951630504,800,175,0.21875,88,0.11
24,115,3731608,3544884,186724,128380,0.949961518,800,178,0.2225,88,0.11
25,120,3731608,3554596,177012,128384,0.952564149,800,166,0.2075,75,0.09375
26,125,3731608,3550356,181252,128384,0.95142791,800,178,0.2225,94,0.1175
27,130,3731608,3545620,185988,128384,0.950158752,800,191,0.23875,81,0.10125
28,135,3731608,3555012,176596,128384,0.952675629,800,169,0.21125,81,0.10125
29,140,3731608,3546004,185604,128384,0.950261657,800,159,0.19875,106,0.1325
30,145,3731608,3551432,180176,128384,0.951716257,800,172,0.215,91,0.11375
31,150,3731608,3557736,173872,128384,0.95340561,800,169,0.21125,78,0.0975
32,155,3731608,3546004,185604,128384,0.950261657,800,172,0.215,100,0.125
33,160,3731608,3551160,180448,128384,0.951643367,800,178,0.2225,97,0.12125
34,165,3731608,3555652,175956,128392,0.952847137,800,175,0.21875,84,0.105
35,170,3731608,3543860,187748,128396,0.949687105,800,181,0.22625,91,0.11375
36,175,3731608,3549400,182208,128404,0.95117172,800,175,0.21875,84,0.105
37,180,3731608,3554604,177004,128408,0.952566293,800,167,0.20875,79,0.09875
38,185,3731608,3542576,189032,128408,0.949343018,800,175,0.21875,88,0.11
39,190,3731608,3550888,180720,128416,0.951570476,800,159,0.19875,97,0.12125
40,195,3731608,3558008,173600,128416,0.9534785,800,169,0.21125,75,0.09375
41,200,3731608,3545836,185772,128420,0.950216636,800,184,0.23,75,0.09375
42,205,3731608,3551352,180256,128420,0.951694819,800,172,0.215,81,0.10125
43,210,3731608,3555176,176432,128420,0.952719578,800,159,0.19875,81,0.10125
44,215,3731608,3554012,177596,128420,0.952407648,800,188,0.235,81,0.10125
45,220,3731608,3551132,180476,128420,0.951635863,800,178,0.2225,94,0.1175
46,225,3731608,3558008,173600,128420,0.9534785,800,159,0.19875,88,0.11
47,230,3731608,3548000,183608,128420,0.950796547,800,191,0.23875,100,0.125
48,235,3731608,3551280,180328,128424,0.951675524,800,184,0.23,94,0.1175
49,241,3731608,3556312,175296,128428,0.953024005,800,166,0.2075,91,0.11375
50,246,3731608,3546620,184988,128428,0.950426733,800,161,0.20125,88,0.11
51,251,3731608,3547736,183872,128428,0.9507258,800,191,0.23875,97,0.12125
52,256,3731608,3554700,176908,128428,0.952592019,800,166,0.2075,109,0.13625
53,261,3731608,3557432,174176,128428,0.953324143,800,181,0.22625,81,0.10125
54,266,3731608,3546120,185488,128428,0.950292742,800,184,0.23,91,0.11375
55,271,3731608,3554592,177016,128436,0.952563077,800,184,0.23,94,0.1175
56,276,3731608,3562696,168912,128468,0.954734795,800,172,0.215,94,0.1175
57,281,3731608,3552464,179144,128468,0.951992814,800,178,0.2225,91,0.11375
58,286,3731608,3558200,173408,128472,0.953529953,800,172,0.215,81,0.10125
59,291,3731608,3565856,165752,128476,0.955581615,800,166,0.2075,94,0.1175
60,296,3731608,3549140,182468,128476,0.951102045,800,169,0.21125,100,0.125
