Timestamp,Frame Count,Total Frame Time (millis),Avg Frame Time (millis)
20181114_073202,592,10012.0,16.91216216216216
20181114_073212,597,10015.0,16.775544388609717
20181114_073222,597,10016.0,16.77721943048576
20181114_073232,597,10015.0,16.775544388609717
20181114_073242,597,10014.0,16.77386934673367
20181114_073252,597,10016.0,16.77721943048576
20181114_073302,597,10013.0,16.77219430485762
20181114_073312,597,10014.0,16.77386934673367
20181114_073322,597,10016.0,16.77721943048576
20181114_073332,597,10014.0,16.77386934673367
20181114_073342,597,10015.0,16.775544388609717
20181114_073352,597,10015.0,16.775544388609717
20181114_073402,597,10015.0,16.775544388609717
20181114_073412,597,10016.0,16.77721943048576
20181114_073422,597,10014.0,16.77386934673367
20181114_073432,597,10014.0,16.77386934673367
20181114_073442,597,10015.0,16.775544388609717
20181114_073452,597,10016.0,16.77721943048576
20181114_073502,597,10014.0,16.77386934673367
20181114_073512,597,10016.0,16.77721943048576
20181114_073522,597,10015.0,16.775544388609717
20181114_073532,597,10016.0,16.77721943048576
20181114_073542,597,10016.0,16.77721943048576
20181114_073552,597,10015.0,16.775544388609717
20181114_073602,597,10015.0,16.775544388609717
20181114_073612,597,10014.0,16.77386934673367
20181114_073622,596,10000.0,16.778523489932887
20181114_073632,597,10014.0,16.77386934673367
20181114_073642,597,10015.0,16.775544388609717
