Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence
0,189192922964217,189192974205681,51.241464,189192974635264,189193206271954,231.63669,tulips,0.45657694
0,189193222537841,189193257735240,35.197399,189193257849199,189193330345977,72.496778,roses,0.48110637
0,189193355402281,189193380794419,25.392138,189193380912336,189193448350832,67.438496,roses,0.67587435
1,189193455321510,189193481125679,25.804169,189193481247554,189193548381311,67.133757,daisy,0.53220326
1,189193555367249,189193580500273,25.133024,189193580605377,189193646847935,66.242558,daisy,0.46142268
1,189193655451895,189193681140439,25.688544,189193681249501,189193747837581,66.58808,daisy,0.44871867
1,189193755400603,189193780520553,25.11995,189193780619615,189193849485560,68.865945,roses,0.47468412
1,189193855551498,189193882193636,26.642138,189193882304365,189193950507237,68.202872,daisy,0.5015892
1,189193955325779,189193980424323,25.098544,189193980554792,189194045023756,64.468964,daisy,0.47111252
1,189194055310528,189194080959802,25.649274,189194081082770,189194147626839,66.544069,daisy,0.5574838
1,189194155142049,189194180400437,25.258388,189194180519707,189194257063257,76.54355,daisy,0.56665576
1,189194289163729,189194314492325,25.328596,189194314608262,189194384236082,69.62782,daisy,0.48600715
1,189194388220509,189194413958845,25.738336,189194414076241,189194482775050,68.698809,roses,0.45319447
2,189194488382551,189194513916876,25.534325,189194514051303,189194585753029,71.701726,daisy,0.5145228
2,189194588291623,189194613910480,25.618857,189194614032459,189194679677361,65.644902,roses,0.47743714
2,189194688282831,189194721259449,32.976618,189194721351376,189194787717372,66.365996,daisy,0.6249799
2,189194790464351,189194815505031,25.04068,189194815631958,189194882015246,66.383288,daisy,0.48717403
2,189194887974517,189194914210145,26.235628,189194914326968,189194984309423,69.982455,daisy,0.5166096
2,189194988464319,189195013639999,25.17568,189195013760311,189195085166464,71.406153,daisy,0.5776364
2,189195088844225,189195114639384,25.795159,189195114758134,189195183579234,68.8211,daisy,0.64178205
2,189195188454756,189195213638769,25.184013,189195213754133,189195285372422,71.618289,daisy,0.5330603
2,189195288261120,189195313296018,25.034898,189195313419612,189195388768265,75.348653,daisy,0.5102488
3,189195422017852,189195462212231,40.194379,189195462327908,189195531766717,69.438809,daisy,0.6329123
3,189195554433282,189195579500680,25.067398,189195579671461,189195644198082,64.526621,daisy,0.51412266
3,189195656040688,189195681755117,25.714429,189195681866732,189195750134812,68.26808,daisy,0.5421257
3,189195754337520,189195779367940,25.03042,189195779477523,189195846871592,67.394069,daisy,0.5818821
3,189195854448155,189195897254462,42.806307,189195897354566,189195967812281,70.457715,daisy,0.57232153
3,189195988544315,189196014263640,25.719325,189196014376765,189196092768023,78.391258,daisy,0.55094534
3,189196120955109,189196147374435,26.419326,189196147483185,189196230485484,83.002299,daisy,0.59925795
3,189196254307206,189196280637000,26.329794,189196280794083,189196367559404,86.765321,daisy,0.5483064
3,189196387499719,189196413610711,26.110992,189196413731232,189196488220146,74.488914,daisy,0.56284374
4,189196520680409,189196546802287,26.121878,189196546915672,189196617953908,71.038236,daisy,0.56423485
4,189196620697086,189196645867036,25.16995,189196645979224,189196719845012,73.865788,daisy,0.6290726
4,189196720611731,189196746406369,25.794638,189196746524650,189196821260543,74.735893,daisy,0.57440037
4,189196855407734,189196886727060,31.319326,189196886814612,189196962331547,75.516935,daisy,0.5919557
4,189196987042174,189197012518948,25.476774,189197012639677,189197084641611,72.001934,daisy,0.5230584
4,189197087537549,189197112890208,25.352659,189197113096614,189197187256674,74.16006,daisy,0.66594005
4,189197220642198,189197250809753,30.167555,189197251403190,189197319126166,67.722976,daisy,0.57880956
4,189197321285749,189197346307158,25.021409,189197346421950,189197423333103,76.911153,daisy,0.5904319
5,189197454166179,189197480635661,26.469482,189197480747172,189197557546815,76.799643,daisy,0.55696225
5,189197587588484,189197613349216,25.760732,189197613460935,189197685710473,72.249538,daisy,0.5106755
5,189197687795109,189197720431310,32.636201,189197720519591,189197800350485,79.830894,daisy,0.585624
5,189197820174705,189197846109656,25.934951,189197846258458,189197920148101,73.889643,daisy,0.5820991
5,189197954291125,189197981652430,27.361305,189197981766284,189198051684833,69.918549,daisy,0.6367427
5,189198053516447,189198079433950,25.917503,189198079541867,189198150336197,70.79433,daisy,0.63856524
5,189198153524843,189198193374690,39.849847,189198193502868,189198272308136,78.805268,daisy,0.56164247
5,189198286674856,189198312577931,25.903075,189198312686890,189198385716793,73.029903,daisy,0.5853208
5,189198386958824,189198412986848,26.028024,189198413080181,189198489894928,76.814747,daisy,0.5411151
6,189198519938629,189198547514778,27.576149,189198547618632,189198620514889,72.896257,daisy,0.6504997
6,189198654467184,189198697822293,43.355109,189198697919532,189198768640060,70.720528,daisy,0.5730539
6,189198786274125,189198814741211,28.467086,189198814834179,189198883559603,68.725424,daisy,0.6256318
6,189198886553874,189198913091793,26.537919,189198913202418,189198987381436,74.179018,daisy,0.6029798
6,189199019727950,189199047169463,27.441513,189199047285088,189199123257700,75.972612,daisy,0.6439677
6,189199152830880,189199185246716,32.415836,189199185446560,189199258632713,73.186153,daisy,0.58390343
6,189199286766362,189199314562927,27.796565,189199314685167,189199381022725,66.337558,daisy,0.66168255
6,189199386868872,189199434251793,47.382921,189199434360908,189199502932529,68.571621,daisy,0.6399411
7,189199520902375,189199546199565,25.29719,189199546374304,189199625950875,79.576571,daisy,0.66378695
7,189199652666138,189199680620984,27.954846,189199680729057,189199753246252,72.517195,daisy,0.6167733
7,189199754141356,189199796791673,42.650317,189199796900736,189199868278816,71.37808,daisy,0.60809547
7,189199886203244,189199911687205,25.483961,189199911811737,189199982143827,70.33209,daisy,0.61333495
7,189199986285807,189200011995601,25.709794,189200012109715,189200080216753,68.107038,daisy,0.66025764
7,189200087264567,189200113010403,25.745836,189200113122486,189200183815514,70.693028,daisy,0.6119835
7,189200185884056,189200210856246,24.97219,189200210967600,189200286184899,75.217299,daisy,0.7126334
7,189200321185267,189200351130947,29.94568,189200351246364,189200427325850,76.079486,daisy,0.60686463
8,189200452518822,189200479728199,27.209377,189200479834554,189200551935082,72.100528,daisy,0.67271346
8,189200585538210,189200611875348,26.337138,189200611970452,189200683083636,71.113184,daisy,0.6122472
8,189200687488689,189200713070775,25.582086,189200713173848,189200782589323,69.415475,daisy,0.66466486
8,189200786348282,189200811321774,24.973492,189200811415732,189200889706886,78.291154,daisy,0.6900469
8,189200918851420,189200946673038,27.821618,189200946763715,189201024782941,78.019226,daisy,0.6849445
8,189201052580861,189201078871801,26.29094,189201078972947,189201143604880,64.631933,daisy,0.6659122
8,189201152299881,189201177891550,25.591669,189201178007800,189201247425672,69.417872,daisy,0.651975
8,189201252127443,189201277811144,25.683701,189201277919060,189201356819693,78.900633,daisy,0.52101654
8,189201386161311,189201412701105,26.539794,189201412821469,189201507088927,94.267458,daisy,0.7368291
9,189201518590803,189201543896222,25.305419,189201544005180,189201622289042,78.283862,daisy,0.6555242
9,189201651834879,189201679078736,27.243857,189201679182954,189201758141191,78.958237,daisy,0.63064
9,189201785182705,189201812725103,27.542398,189201812843072,189201901710268,88.867196,daisy,0.7092016
9,189201920306676,189201948237564,27.930888,189201948414023,189202019403197,70.989174,daisy,0.6017163
9,189202052024502,189202086155078,34.130576,189202086262005,189202162665711,76.403706,daisy,0.6328938
9,189202184948994,189202210253007,25.304013,189202210365143,189202309792392,99.427249,daisy,0.7154043
9,189202318499841,189202344388594,25.888753,189202344485573,189202418826622,74.341049,daisy,0.6778446
10,189202451388135,189202478655378,27.267243,189202478757253,189202547066374,68.309121,daisy,0.63189334
10,189202551625593,189202577889450,26.263857,189202578006898,189202647379353,69.372455,daisy,0.7028898
10,189202651620760,189202677245814,25.625054,189202677361960,189202747972644,70.610684,daisy,0.67761153
10,189202751510301,189202777554678,26.044377,189202777653897,189202855483019,77.829122,daisy,0.7086688
10,189202884688856,189202912036411,27.347555,189202912144744,189203003566993,91.422249,daisy,0.6375525
10,189203018895171,189203045223299,26.328128,189203045327622,189203115043566,69.715944,daisy,0.6664545
10,189203118191587,189203143249819,25.058232,189203143333777,189203226547484,83.213707,daisy,0.6599141
10,189203251236809,189203278346395,27.109586,189203278435874,189203350214475,71.778601,daisy,0.6825651
10,189203351781611,189203377109061,25.32745,189203377213332,189203445429953,68.216621,daisy,0.6698219
11,189203451247193,189203476522144,25.274951,189203476625269,189203544483921,67.858652,daisy,0.68737817
11,189203551126422,189203576796268,25.669846,189203576894445,189203650510703,73.616258,daisy,0.68976766
11,189203651443411,189203676884664,25.441253,189203676985341,189203745724671,68.73933,daisy,0.65681154
11,189203751373057,189203794019415,42.646358,189203794122071,189203866580516,72.458445,daisy,0.6642543
11,189203884195466,189203909634114,25.438648,189203909738072,189203987875111,78.137039,daisy,0.65540177
11,189204018892250,189204045384805,26.492555,189204045485638,189204121282833,75.797195,daisy,0.71065813
11,189204150971846,189204177209922,26.238076,189204177306328,189204252084929,74.778601,daisy,0.65948176
11,189204283954151,189204310853269,26.899118,189204310958737,189204388252183,77.293446,daisy,0.66635096
12,189204417861873,189204443690053,25.82818,189204443795626,189204525693811,81.898185,daisy,0.6742555
12,189204550883501,189204579393400,28.509899,189204579500847,189204652058251,72.557404,daisy,0.636781
12,189204684047525,189204717483622,33.436097,189204717572840,189204786465347,68.892507,daisy,0.6629117
12,189204817140246,189204843652384,26.512138,189204843751655,189204921256194,77.504539,daisy,0.5825979
12,189204950475832,189204979012033,28.536201,189204979111981,189205047494957,68.382976,daisy,0.70550877
12,189205050668446,189205075681053,25.012607,189205075778553,189205148882623,73.10407,daisy,0.67992586
12,189205150756998,189205185622679,34.865681,189205185714554,189205268024822,82.310268,daisy,0.6261245
