Timestamp,CpuTotal,CpuUser,CpuSystem,CpuIow,CpuIrqMemTotal,MemFreePID,Flags,Utime,Stime,Cutime,Cstime,Priority,NumThreads,StartTime,RSS
20181114_072621,,,,,,3731608,95032,3995,1077952832,85,15,0,0,10,27,63677634,25501
20181114_072651,,,,,,3731608,128216,3995,1077952832,3250,418,0,0,10,28,63677634,27646
20181114_072721,,,,,,3731608,133872,3995,1077952832,6396,812,0,0,10,27,63677634,27221
20181114_072751,,,,,,3731608,126880,3995,1077952832,9520,1224,0,0,10,27,63677634,28331
20181114_072821,,,,,,3731608,124092,3995,1077952832,12660,1612,0,0,10,26,63677634,29157
20181114_072851,,,,,,3731608,129576,3995,1077952832,15766,2046,0,0,10,27,63677634,27599
20181114_072921,,,,,,3731608,124308,3995,1077952832,18874,2473,0,0,10,26,63677634,29461
20181114_072951,,,,,,3731608,128476,3995,1077952832,21980,2902,0,0,10,27,63677634,27401
20181114_073021,,,,,,3731608,121112,3995,1077952832,25092,3317,0,0,10,26,63677634,29108
20181114_073051,,,,,,3731608,115408,3995,1077952832,28206,3724,0,0,10,27,63677634,30503
